"Combined.ID","Dolphin.ID","Sightings","entrydate","departdate","genotyped","Repro.ID","Age.ID","ReproCat","kin.strength","tot.strength","norm.kin"
"HFF.unknown.adult","HFF",233,2009-12-10,2024-11-30,"Y","HFF.unknown","HFF.adult","unknown",0.745298361902739,2.096300251742,0.355530349854896
"HNK.cyc.adult","HNK",44,1992-11-01,2024-11-30,"Y","HNK.cyc","HNK.adult","cyc",0.05,0.269268995584785,0.185687921074658
"HNK.juvenile.juvenile","HNK",44,1992-11-01,2024-11-30,"Y","HNK.juvenile","HNK.juvenile","juvenile",0.166666666666667,0.170114942528736,0.979729729729728
"HNK.unknown.adult","HNK",44,1992-11-01,2024-11-30,"Y","HNK.unknown","HNK.adult","unknown",0.0860805860805861,0.113858363858364,0.756032171581768
"HNK.unknown.elder","HNK",44,1992-11-01,2024-11-30,"Y","HNK.unknown","HNK.elder","unknown",0.0833333333333333,1.11800119143982,0.0745377858014734
"HOW.juvenile.juvenile","HOW",42,2005-11-01,2021-05-01,"Y","HOW.juvenile","HOW.juvenile","juvenile",0.271008403361345,0.86940911260585,0.311715623211103
"HOW.unknown.adult","HOW",42,2005-11-01,2021-05-01,"Y","HOW.unknown","HOW.adult","unknown",0.203174603174603,2.04693225340315,0.099258098472391
"HRS.cyc.adult","HRS",70,2001-10-15,2024-11-30,"Y","HRS.cyc","HRS.adult","cyc",0.0909090909090909,0.279452816686859,0.325311056037625
"HRS.juvenile.juvenile","HRS",70,2001-10-15,2024-11-30,"Y","HRS.juvenile","HRS.juvenile","juvenile",0.087719298245614,0.967550187442292,0.0906612384392163
"HRS.lact.adult","HRS",70,2001-10-15,2024-11-30,"Y","HRS.lact","HRS.adult","lact",0.300534188034188,0.874163310535284,0.343796387256472
"HRS.preg.adult","HRS",70,2001-10-15,2024-11-30,"Y","HRS.preg","HRS.adult","preg",0.177631578947368,0.664695392326971,0.267237566256499
"HRS.unknown.adult","HRS",70,2001-10-15,2024-11-30,"Y","HRS.unknown","HRS.adult","unknown",0.118055555555556,0.858481728006391,0.137516678228796
"HUB.juvenile.juvenile","HUB",34,2011-12-01,2024-11-30,"Y","HUB.juvenile","HUB.juvenile","juvenile",0.144043232620978,0.507348120991194,0.283913996447969
"HUB.unknown.adult","HUB",34,2011-12-01,2024-11-30,"Y","HUB.unknown","HUB.adult","unknown",0.0204081632653061,0.215196604957773,0.0948349685596142
"IBL.juvenile.juvenile","IBL",30,2003-11-01,2024-11-30,"Y","IBL.juvenile","IBL.juvenile","juvenile",0.0555555555555556,0.138888888888889,0.4
"IBX.lact.adult","IBX",78,1980-11-01,2024-11-30,"Y","IBX.lact","IBX.adult","lact",0.0526315789473684,0.23653785772839,0.222508056227531
"IBX.unknown.adult","IBX",78,1980-11-01,2024-11-30,"Y","IBX.unknown","IBX.adult","unknown",0.0666666666666667,0.112121212121212,0.594594594594595
"IND.cyc.adult","IND",88,1999-11-01,2024-11-30,"Y","IND.cyc","IND.adult","cyc",0.2,0.723628101474401,0.276385065190942
"IND.juvenile.juvenile","IND",88,1999-11-01,2024-11-30,"Y","IND.juvenile","IND.juvenile","juvenile",0.124156545209177,0.265224844792814,0.468118080363717
"IND.unknown.adult","IND",88,1999-11-01,2024-11-30,"Y","IND.unknown","IND.adult","unknown",0.0906084656084656,0.521099981487018,0.17387923398098
"ITG.juvenile.juvenile","ITG",25,2015-10-21,2024-11-30,"Y","ITG.juvenile","ITG.juvenile","juvenile",1.1148773690078,1.74069774840204,0.640477285635177
"ITG.unknown.adult","ITG",25,2015-10-21,2024-11-30,"Y","ITG.unknown","ITG.adult","unknown",0.553113553113553,1.12454212454212,0.491856677524432
"JAC.juvenile.juvenile","JAC",16,2016-03-01,2024-11-30,"Y","JAC.juvenile","JAC.juvenile","juvenile",0.470588235294118,0.794495387409117,0.59231084629544
"JAC.unknown.adult","JAC",16,2016-03-01,2024-11-30,"Y","JAC.unknown","JAC.adult","unknown",0.0869565217391304,1.80509210430167,0.0481729001705268
"JAH.juvenile.juvenile","JAH",43,2012-11-01,2024-11-30,"Y","JAH.juvenile","JAH.juvenile","juvenile",0.245289855072464,1.28009112887549,0.191619057065055
"JAH.lact.adult","JAH",43,2012-11-01,2024-11-30,"Y","JAH.lact","JAH.adult","lact",0.0454545454545455,0.448830911278536,0.101273206261717
"JMY.unknown.adult","JMY",74,2000-11-01,2024-11-30,"Y","JMY.unknown","JMY.adult","unknown",0.0588235294117647,1.1340373523646,0.0518708923379912
"JND.juvenile.juvenile","JND",27,2022-12-19,2024-11-30,"Y","JND.juvenile","JND.juvenile","juvenile",0.909704461494743,1.84726771866927,0.492459459070759
"JNI.cyc.adult","JNI",61,1986-11-01,2019-05-01,"Y","JNI.cyc","JNI.adult","cyc",0.194074074074074,0.313133085238348,0.619781438701536
"JNI.lact.adult","JNI",61,1986-11-01,2019-05-01,"Y","JNI.lact","JNI.adult","lact",0.0625,0.206811594202899,0.302207428170987
"JNI.lact.elder","JNI",61,1986-11-01,2019-05-01,"Y","JNI.lact","JNI.elder","lact",0.335144927536232,0.675639758828852,0.496040860764572
"JNI.preg.adult","JNI",61,1986-11-01,2019-05-01,"Y","JNI.preg","JNI.adult","preg",0.736121553884712,1.45915145093399,0.504486051405786
"JNI.unknown.adult","JNI",61,1986-11-01,2019-05-01,"Y","JNI.unknown","JNI.adult","unknown",0.126103743495048,0.60809703542478,0.207374376372283
"JNI.unknown.elder","JNI",61,1986-11-01,2019-05-01,"Y","JNI.unknown","JNI.elder","unknown",0.0769230769230769,0.433695374393049,0.177366606758787
"JUI.cyc.adult","JUI",111,2005-11-01,2024-11-30,"Y","JUI.cyc","JUI.adult","cyc",0.231532448061683,1.18280681278859,0.195748321330532
"JUI.juvenile.juvenile","JUI",111,2005-11-01,2024-11-30,"Y","JUI.juvenile","JUI.juvenile","juvenile",0.0386404293381038,0.907559554399403,0.0425761914474857
"JUI.preg.adult","JUI",111,2005-11-01,2024-11-30,"Y","JUI.preg","JUI.adult","preg",0.427580124188315,1.86553840682375,0.229199314591603
"JUI.unknown.adult","JUI",111,2005-11-01,2024-11-30,"Y","JUI.unknown","JUI.adult","unknown",0.229030575867424,1.47409739519418,0.155370043128835
"JUM.cyc.adult","JUM",68,1989-11-01,2024-11-30,"Y","JUM.cyc","JUM.adult","cyc",0.235294117647059,0.420419650051426,0.559664891063673
"JUM.lact.adult","JUM",68,1989-11-01,2024-11-30,"Y","JUM.lact","JUM.adult","lact",0.0555555555555556,0.145686993377061,0.381335040745669
"JUM.unknown.adult","JUM",68,1989-11-01,2024-11-30,"Y","JUM.unknown","JUM.adult","unknown",0.0833333333333333,1.01594592754491,0.0820253628406317
"JUM.unknown.elder","JUM",68,1989-11-01,2024-11-30,"Y","JUM.unknown","JUM.elder","unknown",0.557544757033248,0.898641927140398,0.620430385222991
"KIT.juvenile.juvenile","KIT",236,1993-11-01,2024-11-30,"Y","KIT.juvenile","KIT.juvenile","juvenile",0.0270562770562771,0.217063022016612,0.124647103891359
"KIT.lact.elder","KIT",236,1993-11-01,2024-11-30,"Y","KIT.lact","KIT.elder","lact",0.0476190476190476,0.153392269830626,0.310439682988119
"KIT.preg.adult","KIT",236,1993-11-01,2024-11-30,"Y","KIT.preg","KIT.adult","preg",0.00609756097560976,0.481874147713216,0.0126538454169961
"KIT.preg.elder","KIT",236,1993-11-01,2024-11-30,"Y","KIT.preg","KIT.elder","preg",0.0364540182270091,0.436737872109223,0.0834688735624292
"KIT.unknown.adult","KIT",236,1993-11-01,2024-11-30,"Y","KIT.unknown","KIT.adult","unknown",0.0457300237450991,0.692449567059371,0.0660409449590691
"KIY.cyc.adult","KIY",515,2001-12-13,2024-11-30,"Y","KIY.cyc","KIY.adult","cyc",0.496229245798982,1.27964776392925,0.387785810897894
"KIY.cyc.juvenile","KIY",515,2001-12-13,2024-11-30,"Y","KIY.cyc","KIY.juvenile","cyc",0.0112359550561798,0.037400504360475,0.30042255440956
"KIY.juvenile.juvenile","KIY",515,2001-12-13,2024-11-30,"Y","KIY.juvenile","KIY.juvenile","juvenile",0.869035330394497,1.64189494678541,0.529288023022387
"KIY.lact.adult","KIY",515,2001-12-13,2024-11-30,"Y","KIY.lact","KIY.adult","lact",0.852197663922809,1.53005630638283,0.556971439788036
"KIY.preg.adult","KIY",515,2001-12-13,2024-11-30,"Y","KIY.preg","KIY.adult","preg",1.82571036631343,3.34104147813968,0.546449476386028
"KIY.unknown.adult","KIY",515,2001-12-13,2024-11-30,"Y","KIY.unknown","KIY.adult","unknown",0.787284158440325,1.44327073968631,0.545486121759413
"KNG.juvenile.juvenile","KNG",35,2000-11-01,2024-11-30,"Y","KNG.juvenile","KNG.juvenile","juvenile",0.0508474576271186,0.350818943987385,0.1449393155603
"KNG.unknown.adult","KNG",35,2000-11-01,2024-11-30,"Y","KNG.unknown","KNG.adult","unknown",0.0181818181818182,0.400237670825906,0.0454275534441805
"LAS.unknown.elder","LAS",23,1976-11-01,2020-05-01,"Y","LAS.unknown","LAS.elder","unknown",0.119298245614035,0.921757714249974,0.129424732518899
"LDO.juvenile.juvenile","LDO",15,2013-12-15,2024-11-30,"Y","LDO.juvenile","LDO.juvenile","juvenile",0.0588235294117647,0.61959977007931,0.0949379458359631
"LEN.cyc.adult","LEN",168,2006-02-15,2021-05-01,"Y","LEN.cyc","LEN.adult","cyc",0.169224489825757,1.32292723166862,0.127916703031589
"LEN.juvenile.juvenile","LEN",168,2006-02-15,2021-05-01,"Y","LEN.juvenile","LEN.juvenile","juvenile",0.340361146412634,2.39422305005634,0.142159330729284
"LEN.preg.adult","LEN",168,2006-02-15,2021-05-01,"Y","LEN.preg","LEN.adult","preg",0.718787328817346,2.76162762983674,0.260276700975735
"LEN.unknown.adult","LEN",168,2006-02-15,2021-05-01,"Y","LEN.unknown","LEN.adult","unknown",0.543321877821857,2.35874537041135,0.230343590553441
"LIC.cyc.adult","LIC",630,1988-11-01,2024-11-30,"Y","LIC.cyc","LIC.adult","cyc",0.0311302681992337,1.00617802202509,0.0309391255998409
"LIC.cyc.elder","LIC",630,1988-11-01,2024-11-30,"Y","LIC.cyc","LIC.elder","cyc",0.0238095238095238,0.351750009635005,0.0676887651950027
"LIC.lact.adult","LIC",630,1988-11-01,2024-11-30,"Y","LIC.lact","LIC.adult","lact",0.0669864960909737,1.13884952732327,0.0588194440826765
"LIC.lact.elder","LIC",630,1988-11-01,2024-11-30,"Y","LIC.lact","LIC.elder","lact",0.0285714285714286,1.3642174024429,0.0209434570474367
"LIC.preg.adult","LIC",630,1988-11-01,2024-11-30,"Y","LIC.preg","LIC.adult","preg",0.20922131147541,1.95029088388663,0.107276977605753
"LIC.preg.elder","LIC",630,1988-11-01,2024-11-30,"Y","LIC.preg","LIC.elder","preg",0.0285714285714286,1.02178048874448,0.0279623939644179
"LIC.unknown.adult","LIC",630,1988-11-01,2024-11-30,"Y","LIC.unknown","LIC.adult","unknown",0.0570459451125501,1.04449404744155,0.0546158642572278
"LIC.unknown.elder","LIC",630,1988-11-01,2024-11-30,"Y","LIC.unknown","LIC.elder","unknown",0.177604488573882,1.94830802531975,0.0911583211000399
"LIF.lact.adult","LIF",38,1991-11-01,2024-11-30,"Y","LIF.lact","LIF.adult","lact",0.0476190476190476,0.537778664907891,0.0885476697503492
"LIF.unknown.adult","LIF",38,1991-11-01,2024-11-30,"Y","LIF.unknown","LIF.adult","unknown",0.1,0.757363192363192,0.132037047757723
"LOO.juvenile.juvenile","LOO",29,2014-11-01,2024-11-30,"Y","LOO.juvenile","LOO.juvenile","juvenile",0.617931034482759,2.04191089766034,0.302623897639606
"LYR.juvenile.juvenile","LYR",22,2011-11-01,2024-11-30,"Y","LYR.juvenile","LYR.juvenile","juvenile",0.116666666666667,1.06590808863273,0.109452839237122
"MEO.unknown.adult","MEO",18,1998-11-01,2024-11-30,"Y","MEO.unknown","MEO.adult","unknown",0.81499333999334,3.12246335883336,0.261009736971852
"MNV.unknown.elder","MNV",18,1987-11-01,2024-11-30,"Y","MNV.unknown","MNV.elder","unknown",0.1,2.68117191116417,0.0372971235390049
"MOU.cyc.adult","MOU",450,1995-09-29,2024-11-30,"Y","MOU.cyc","MOU.adult","cyc",0.00574712643678161,1.01473579638147,0.00566366778157996
"MOU.juvenile.juvenile","MOU",450,1995-09-29,2024-11-30,"Y","MOU.juvenile","MOU.juvenile","juvenile",0.0215710215710216,0.670964463301957,0.0321492757826041
"MOU.lact.adult","MOU",450,1995-09-29,2024-11-30,"Y","MOU.lact","MOU.adult","lact",0.0225490196078431,0.788532943524651,0.0285961668348968
"MOU.lact.elder","MOU",450,1995-09-29,2024-11-30,"Y","MOU.lact","MOU.elder","lact",0.0769230769230769,1.36621097797806,0.0563039517051167
"MOU.preg.elder","MOU",450,1995-09-29,2024-11-30,"Y","MOU.preg","MOU.elder","preg",0.0516339869281046,1.17828107804113,0.0438214513415976
"MOU.unknown.adult","MOU",450,1995-09-29,2024-11-30,"Y","MOU.unknown","MOU.adult","unknown",0.019325276062951,0.922637403566509,0.020945688943726
"MYS.cyc.adult","MYS",66,2003-01-01,2024-11-30,"Y","MYS.cyc","MYS.adult","cyc",0.406923076923077,0.610626780626781,0.666402276862781
"MYS.juvenile.juvenile","MYS",66,2003-01-01,2024-11-30,"Y","MYS.juvenile","MYS.juvenile","juvenile",0.422794117647059,0.959713966509955,0.440541799328574
"MYS.lact.adult","MYS",66,2003-01-01,2024-11-30,"Y","MYS.lact","MYS.adult","lact",0.594444444444444,1.18111998454575,0.503288787102407
"MYS.preg.adult","MYS",66,2003-01-01,2024-11-30,"Y","MYS.preg","MYS.adult","preg",0.472275829220422,0.603458624919347,0.782615095249558
"MYS.unknown.adult","MYS",66,2003-01-01,2024-11-30,"Y","MYS.unknown","MYS.adult","unknown",0.640787166900421,1.52325098343954,0.420670771834007
"NET.juvenile.juvenile","NET",39,2013-12-01,2024-11-30,"Y","NET.juvenile","NET.juvenile","juvenile",0.40018315018315,1.19557932034712,0.334719029823101
"NET.unknown.adult","NET",39,2013-12-01,2024-11-30,"Y","NET.unknown","NET.adult","unknown",0.366734143049933,0.834485694330896,0.439473253455814
"NIC.cyc.elder","NIC",711,1979-12-29,2015-07-06,"Y","NIC.cyc","NIC.elder","cyc",0.0212765957446809,0.790662310877589,0.0269098393232695
"NIC.lact.adult","NIC",711,1979-12-29,2015-07-06,"Y","NIC.lact","NIC.adult","lact",0.0065359477124183,0.834736134750091,0.00782995660583818
"NIC.lact.elder","NIC",711,1979-12-29,2015-07-06,"Y","NIC.lact","NIC.elder","lact",0.0743375815705339,1.10548742342972,0.0672441675907132
"NIC.unknown.elder","NIC",711,1979-12-29,2015-07-06,"Y","NIC.unknown","NIC.elder","unknown",0.0147058823529412,0.266789010755126,0.0551217694886206
"NIR.preg.adult","NIR",80,2004-11-01,2024-11-30,"Y","NIR.preg","NIR.adult","preg",0.04,2.88771045891929,0.0138518042473586
"NOE.juvenile.juvenile","NOE",143,2012-08-27,2024-11-30,"Y","NOE.juvenile","NOE.juvenile","juvenile",0.0486041874376869,2.07096411749395,0.0234693527652726
"NUM.juvenile.juvenile","NUM",58,1995-11-01,2024-11-30,"Y","NUM.juvenile","NUM.juvenile","juvenile",0.116666666666667,0.28378056044671,0.411115780739234
"NUM.lact.adult","NUM",58,1995-11-01,2024-11-30,"Y","NUM.lact","NUM.adult","lact",0.156108597285068,0.688326979685526,0.226794244439451
"NUM.preg.adult","NUM",58,1995-11-01,2024-11-30,"Y","NUM.preg","NUM.adult","preg",0.0625,0.215971915081822,0.28938947907334
"NUM.unknown.adult","NUM",58,1995-11-01,2024-11-30,"Y","NUM.unknown","NUM.adult","unknown",0.0952380952380952,0.388081315872679,0.245407576564033
"OPY.cyc.adult","OPY",88,2011-11-01,2024-11-30,"Y","OPY.cyc","OPY.adult","cyc",0.0476190476190476,0.380898366225749,0.125017726095535
"OPY.unknown.adult","OPY",88,2011-11-01,2024-11-30,"Y","OPY.unknown","OPY.adult","unknown",0.0294117647058824,0.354203464277556,0.0830363552933382
"PDR.cyc.adult","PDR",31,2010-11-01,2024-11-30,"Y","PDR.cyc","PDR.adult","cyc",0.142857142857143,1.34345591977171,0.106335563939767
"PDR.juvenile.juvenile","PDR",31,2010-11-01,2024-11-30,"Y","PDR.juvenile","PDR.juvenile","juvenile",0.528057889822596,4.05048253307199,0.13036913145805
"PDR.preg.adult","PDR",31,2010-11-01,2024-11-30,"Y","PDR.preg","PDR.adult","preg",0.125,1.55460406586412,0.0804063251503972
"PDR.unknown.adult","PDR",31,2010-11-01,2024-11-30,"Y","PDR.unknown","PDR.adult","unknown",0.382575757575758,1.51532792891152,0.252470604069554
"PEG.cyc.adult","PEG",637,1993-11-01,2015-06-18,"Y","PEG.cyc","PEG.adult","cyc",0.12211698555851,0.468261548209361,0.260787984888974
"PEG.cyc.juvenile","PEG",637,1993-11-01,2015-06-18,"Y","PEG.cyc","PEG.juvenile","cyc",0.0102389078498294,0.234751095449217,0.0436160173405636
"PEG.juvenile.juvenile","PEG",637,1993-11-01,2015-06-18,"Y","PEG.juvenile","PEG.juvenile","juvenile",0.0204778156996587,0.902801903069519,0.022682512774989
"PEG.lact.adult","PEG",637,1993-11-01,2015-06-18,"Y","PEG.lact","PEG.adult","lact",0.443814313443374,1.54882904418304,0.286548289567667
"PEG.preg.adult","PEG",637,1993-11-01,2015-06-18,"Y","PEG.preg","PEG.adult","preg",0.379991307217547,1.58666561155425,0.239490478932936
"PEG.unknown.adult","PEG",637,1993-11-01,2015-06-18,"Y","PEG.unknown","PEG.adult","unknown",0.485888337172349,1.97181897176388,0.246416300953683
"PHA.lact.adult","PHA",138,1990-11-01,2024-11-30,"Y","PHA.lact","PHA.adult","lact",0.164957264957265,1.2759682989732,0.129280065257115
"PHA.preg.elder","PHA",138,1990-11-01,2024-11-30,"Y","PHA.preg","PHA.elder","preg",0.0909090909090909,0.215217457980616,0.422405746086262
"PHA.unknown.adult","PHA",138,1990-11-01,2024-11-30,"Y","PHA.unknown","PHA.adult","unknown",0.0333333333333333,0.436627618351243,0.0763427047038479
"PHA.unknown.elder","PHA",138,1990-11-01,2024-11-30,"Y","PHA.unknown","PHA.elder","unknown",0.0277777777777778,0.273572177133934,0.101537291068084
"PHX.juvenile.juvenile","PHX",13,2018-12-01,2024-11-30,"Y","PHX.juvenile","PHX.juvenile","juvenile",0.0555555555555556,0.698707904121592,0.0795118464065458
"PIC.cyc.adult","PIC",812,1996-12-06,2024-11-30,"Y","PIC.cyc","PIC.adult","cyc",0.349149413294455,0.636806383738672,0.548281898878917
"PIC.cyc.juvenile","PIC",812,1996-12-06,2024-11-30,"Y","PIC.cyc","PIC.juvenile","cyc",0.251702267259605,0.682289358286719,0.368908387918652
"PIC.juvenile.juvenile","PIC",812,1996-12-06,2024-11-30,"Y","PIC.juvenile","PIC.juvenile","juvenile",0.61001724789679,1.70398547622469,0.357994393971203
"PIC.lact.adult","PIC",812,1996-12-06,2024-11-30,"Y","PIC.lact","PIC.adult","lact",0.869310516693867,1.56192035227884,0.556565202204801
"PIC.lact.elder","PIC",812,1996-12-06,2024-11-30,"Y","PIC.lact","PIC.elder","lact",0.87499884098849,1.1538027870362,0.758360831521408
"PIC.preg.adult","PIC",812,1996-12-06,2024-11-30,"Y","PIC.preg","PIC.adult","preg",1.59341243649172,2.51907692025679,0.632538222107678
"PIC.unknown.adult","PIC",812,1996-12-06,2024-11-30,"Y","PIC.unknown","PIC.adult","unknown",0.29990958697001,0.678900487288462,0.441757801895022
"POL.juvenile.juvenile","POL",78,1998-11-01,2019-05-01,"Y","POL.juvenile","POL.juvenile","juvenile",0.266466859098787,2.04932850566575,0.130026424929966
"POL.lact.adult","POL",78,1998-11-01,2019-05-01,"Y","POL.lact","POL.adult","lact",0.15458089668616,1.29069425049726,0.119765697125098
"POL.preg.adult","POL",78,1998-11-01,2019-05-01,"Y","POL.preg","POL.adult","preg",0.172959192597646,1.83241646459569,0.0943885824753315
"POL.unknown.adult","POL",78,1998-11-01,2019-05-01,"Y","POL.unknown","POL.adult","unknown",0.14677037658142,1.59801437577495,0.0918454669785085
"PSI.juvenile.juvenile","PSI",35,1996-11-01,2024-11-30,"Y","PSI.juvenile","PSI.juvenile","juvenile",0.0303030303030303,0.151998803378528,0.199363610959263
"PSI.lact.adult","PSI",35,1996-11-01,2024-11-30,"Y","PSI.lact","PSI.adult","lact",0.1,1.19351896091027,0.0837858494713249
"PSI.unknown.adult","PSI",35,1996-11-01,2024-11-30,"Y","PSI.unknown","PSI.adult","unknown",0.0232558139534884,0.617201706122287,0.0376794388654536
"PUC.cyc.adult","PUC",1061,1980-12-01,2019-03-22,"Y","PUC.cyc","PUC.adult","cyc",0.105321511343087,0.522256991119673,0.201666063133568
"PUC.cyc.elder","PUC",1061,1980-12-01,2019-03-22,"Y","PUC.cyc","PUC.elder","cyc",0.248324635050299,0.57024482979349,0.435470208717592
"PUC.lact.adult","PUC",1061,1980-12-01,2019-03-22,"Y","PUC.lact","PUC.adult","lact",0.4457511905264,1.25460954834826,0.355290768441264
"PUC.lact.elder","PUC",1061,1980-12-01,2019-03-22,"Y","PUC.lact","PUC.elder","lact",0.380821424563748,0.905788406693005,0.420430888439068
"PUC.preg.adult","PUC",1061,1980-12-01,2019-03-22,"Y","PUC.preg","PUC.adult","preg",0.654804360336286,1.36045570914205,0.481312516045986
"PUC.preg.elder","PUC",1061,1980-12-01,2019-03-22,"Y","PUC.preg","PUC.elder","preg",0.365252550377495,0.56921716961029,0.641675216205376
"PUC.unknown.adult","PUC",1061,1980-12-01,2019-03-22,"Y","PUC.unknown","PUC.adult","unknown",0.236474146163542,0.84945400257476,0.27838369758312
"PUC.unknown.elder","PUC",1061,1980-12-01,2019-03-22,"Y","PUC.unknown","PUC.elder","unknown",0.916028601091872,1.77252720937641,0.516792405919759
"PWE.juvenile.juvenile","PWE",27,2009-11-01,2024-11-30,"Y","PWE.juvenile","PWE.juvenile","juvenile",0.207294769554076,1.20224546841515,0.172422999295927
"PWE.unknown.adult","PWE",27,2009-11-01,2024-11-30,"Y","PWE.unknown","PWE.adult","unknown",0.094017094017094,0.928569498776728,0.10124938859283
"PZL.cyc.adult","PZL",53,2001-11-01,2024-11-30,"Y","PZL.cyc","PZL.adult","cyc",0.219537037037037,0.730622014223558,0.300479636204696
"PZL.lact.adult","PZL",53,2001-11-01,2024-11-30,"Y","PZL.lact","PZL.adult","lact",0.684171434019832,1.06272425374912,0.643790175679331
"PZL.preg.adult","PZL",53,2001-11-01,2024-11-30,"Y","PZL.preg","PZL.adult","preg",0.811365546218487,1.0966219564749,0.739877166810182
"PZL.unknown.adult","PZL",53,2001-11-01,2024-11-30,"Y","PZL.unknown","PZL.adult","unknown",0.50272770398482,1.50198081468442,0.334709803926788
"RBD.juvenile.juvenile","RBD",65,2003-11-01,2024-11-30,"Y","RBD.juvenile","RBD.juvenile","juvenile",0.0425531914893617,0.668299595378231,0.0636738250084953
"RBD.unknown.adult","RBD",65,2003-11-01,2024-11-30,"Y","RBD.unknown","RBD.adult","unknown",0.0735372375808211,1.0459975604832,0.0703034503702384
"RDC.juvenile.juvenile","RDC",40,2010-04-01,2024-11-30,"Y","RDC.juvenile","RDC.juvenile","juvenile",0.215190220507221,0.893077262252471,0.240953643769275
"RDC.unknown.adult","RDC",40,2010-04-01,2024-11-30,"Y","RDC.unknown","RDC.adult","unknown",0.327407407407407,0.917635651794069,0.356794558676195
"RHO.cyc.adult","RHO",335,2001-10-08,2024-11-30,"Y","RHO.cyc","RHO.adult","cyc",0.445291814765223,1.57238009470902,0.28319603908979
"RHO.juvenile.juvenile","RHO",335,2001-10-08,2024-11-30,"Y","RHO.juvenile","RHO.juvenile","juvenile",0.395769049383014,1.63466841632818,0.24210968134565
"RHO.lact.adult","RHO",335,2001-10-08,2024-11-30,"Y","RHO.lact","RHO.adult","lact",0.351724965061256,1.24505179905878,0.282498258568157
"RHO.preg.adult","RHO",335,2001-10-08,2024-11-30,"Y","RHO.preg","RHO.adult","preg",0.507139498641124,1.25396805391389,0.404427765969187
"RHO.unknown.adult","RHO",335,2001-10-08,2024-11-30,"Y","RHO.unknown","RHO.adult","unknown",0.595073235274711,2.43889317304747,0.243993153062604
"RIP.cyc.adult","RIP",133,1997-12-01,2024-11-30,"Y","RIP.cyc","RIP.adult","cyc",0.148171241991467,0.569542786270538,0.260158227903679
"RIP.juvenile.juvenile","RIP",133,1997-12-01,2024-11-30,"Y","RIP.juvenile","RIP.juvenile","juvenile",0.386724655690173,1.18625594113514,0.326004399455409
"RIP.lact.adult","RIP",133,1997-12-01,2024-11-30,"Y","RIP.lact","RIP.adult","lact",0.143540669856459,0.59474275687802,0.241349168521104
"RIP.preg.adult","RIP",133,1997-12-01,2024-11-30,"Y","RIP.preg","RIP.adult","preg",0.328843253277642,1.10581996602656,0.29737503696849
"RIP.unknown.adult","RIP",133,1997-12-01,2024-11-30,"Y","RIP.unknown","RIP.adult","unknown",0.350306577480491,1.37529145169611,0.254714429474906
"RKS.juvenile.juvenile","RKS",19,2015-11-01,2024-11-30,"Y","RKS.juvenile","RKS.juvenile","juvenile",0.730769230769231,3.26959278986263,0.223504661814456
"RKS.unknown.adult","RKS",19,2015-11-01,2024-11-30,"Y","RKS.unknown","RKS.adult","unknown",0.466540404040404,2.51244111534627,0.185692075006544
"RKT.juvenile.juvenile","RKT",82,2016-03-23,2024-11-30,"Y","RKT.juvenile","RKT.juvenile","juvenile",0.635844686218856,2.2140050173543,0.287192071036352
"RKT.unknown.adult","RKT",82,2016-03-23,2024-11-30,"Y","RKT.unknown","RKT.adult","unknown",0.749501761275666,3.04893072065379,0.245824464360065
"RSH.lact.adult","RSH",64,1989-11-01,2017-05-01,"Y","RSH.lact","RSH.adult","lact",0.0728900255754476,0.380584466193316,0.191521283841426
"RSH.preg.adult","RSH",64,1989-11-01,2017-05-01,"Y","RSH.preg","RSH.adult","preg",0.128787878787879,0.304395728254087,0.423093581262008
"RSH.unknown.adult","RSH",64,1989-11-01,2017-05-01,"Y","RSH.unknown","RSH.adult","unknown",0.137445887445887,0.573991415554199,0.239456346769892
"SCA.cyc.adult","SCA",113,1981-11-01,2018-05-01,"Y","SCA.cyc","SCA.adult","cyc",0.1,0.383779875755532,0.260566033597082
"SCA.lact.elder","SCA",113,1981-11-01,2018-05-01,"Y","SCA.lact","SCA.elder","lact",0.168478260869565,0.661935244147808,0.2545237806252
"SCA.preg.adult","SCA",113,1981-11-01,2018-05-01,"Y","SCA.preg","SCA.adult","preg",0.384615384615385,0.529173577032499,0.726822731346927
"SCA.unknown.adult","SCA",113,1981-11-01,2018-05-01,"Y","SCA.unknown","SCA.adult","unknown",0.05,0.357891396381031,0.139707186329697
"SCA.unknown.elder","SCA",113,1981-11-01,2018-05-01,"Y","SCA.unknown","SCA.elder","unknown",0.0303030303030303,0.653865724171283,0.0463444239127792
"SCT.cyc.adult","SCT",49,1991-11-01,2024-11-30,"Y","SCT.cyc","SCT.adult","cyc",0.298928571428571,0.631879688909079,0.473078303790176
"SCT.preg.adult","SCT",49,1991-11-01,2024-11-30,"Y","SCT.preg","SCT.adult","preg",0.544941900205058,1.25822550046991,0.433103525561625
"SCT.unknown.adult","SCT",49,1991-11-01,2024-11-30,"Y","SCT.unknown","SCT.adult","unknown",0.472743381279967,1.04961403551379,0.450397351106835
"SEM.juvenile.juvenile","SEM",11,2021-11-01,2024-11-30,"Y","SEM.juvenile","SEM.juvenile","juvenile",0.163879598662207,1.93580795364865,0.084656950785497
"SHC.cyc.adult","SHC",531,1998-10-25,2018-07-27,"Y","SHC.cyc","SHC.adult","cyc",0.127681179016754,0.444613393136616,0.287173488220858
