"Combined.ID","Dolphin.ID","Sightings","entrydate","departdate","genotyped","Repro.ID","Age.ID","ReproCat","kin.strength","tot.strength","norm.kin"
"SHC.juvenile.juvenile","SHC",531,1998-10-25,2018-07-27,"Y","SHC.juvenile","SHC.juvenile","juvenile",0.406846757226732,1.43410433331446,0.283693973845292
"SHC.lact.adult","SHC",531,1998-10-25,2018-07-27,"Y","SHC.lact","SHC.adult","lact",0.216361751580918,1.31143845665339,0.164980484202852
"SHC.preg.adult","SHC",531,1998-10-25,2018-07-27,"Y","SHC.preg","SHC.adult","preg",0.293513052091075,1.28372607373968,0.228641497664708
"SHC.unknown.adult","SHC",531,1998-10-25,2018-07-27,"Y","SHC.unknown","SHC.adult","unknown",0.314400515741037,1.45977140239461,0.215376541303176
"SKF.cyc.adult","SKF",511,1998-11-01,2024-11-30,"Y","SKF.cyc","SKF.adult","cyc",0.36730405559089,1.44455093220715,0.254268677830335
"SKF.cyc.juvenile","SKF",511,1998-11-01,2024-11-30,"Y","SKF.cyc","SKF.juvenile","cyc",0.0707070707070707,0.416288166401455,0.169851262692111
"SKF.juvenile.juvenile","SKF",511,1998-11-01,2024-11-30,"Y","SKF.juvenile","SKF.juvenile","juvenile",0.186440677966102,1.55729548130743,0.11972081098545
"SKF.lact.adult","SKF",511,1998-11-01,2024-11-30,"Y","SKF.lact","SKF.adult","lact",0.765836641616306,2.9283831681856,0.26152200638785
"SKF.preg.adult","SKF",511,1998-11-01,2024-11-30,"Y","SKF.preg","SKF.adult","preg",0.718013202734217,2.22696396737316,0.322417970498713
"SKF.unknown.adult","SKF",511,1998-11-01,2024-11-30,"Y","SKF.unknown","SKF.adult","unknown",1.03595344889515,2.76347894153392,0.374872930394078
"SOG.cyc.adult","SOG",197,1995-11-01,2024-11-30,"Y","SOG.cyc","SOG.adult","cyc",0.0526675786593707,0.521114898758609,0.101067113576746
"SOG.juvenile.juvenile","SOG",197,1995-11-01,2024-11-30,"Y","SOG.juvenile","SOG.juvenile","juvenile",0.0158730158730159,0.428987566458903,0.0370011093888813
"SOG.lact.adult","SOG",197,1995-11-01,2024-11-30,"Y","SOG.lact","SOG.adult","lact",0.204598781418188,0.905147481938312,0.226039165440812
"SOG.lact.elder","SOG",197,1995-11-01,2024-11-30,"Y","SOG.lact","SOG.elder","lact",0.271888680425266,0.465236464032957,0.584409652821206
"SOG.preg.adult","SOG",197,1995-11-01,2024-11-30,"Y","SOG.preg","SOG.adult","preg",0.329186322646898,1.93957564023361,0.169720796559009
"SOG.preg.elder","SOG",197,1995-11-01,2024-11-30,"Y","SOG.preg","SOG.elder","preg",0.281684981684982,0.846327277883821,0.332832214021642
"SOG.unknown.adult","SOG",197,1995-11-01,2024-11-30,"Y","SOG.unknown","SOG.adult","unknown",0.352415258067432,1.24237519777412,0.28366250284039
"SON.juvenile.juvenile","SON",97,2014-11-17,2024-11-30,"Y","SON.juvenile","SON.juvenile","juvenile",0.110759764579989,1.45350023914158,0.07620209587678
"SPE.cyc.adult","SPE",98,1996-01-01,2024-11-30,"Y","SPE.cyc","SPE.adult","cyc",0.2,0.721836264094329,0.277071144729664
"SPE.lact.adult","SPE",98,1996-01-01,2024-11-30,"Y","SPE.lact","SPE.adult","lact",0.0771815573100198,0.253305440558422,0.304697590149939
"SPE.unknown.adult","SPE",98,1996-01-01,2024-11-30,"Y","SPE.unknown","SPE.adult","unknown",0.105263157894737,0.440836947350128,0.238780253169508
"SQE.juvenile.juvenile","SQE",19,2017-10-27,2024-11-30,"Y","SQE.juvenile","SQE.juvenile","juvenile",0.0434782608695652,2.79439194986375,0.0155591132703074
"STV.unknown.adult","STV",11,2003-11-01,2024-11-30,"Y","STV.unknown","STV.adult","unknown",0.0344827586206897,0.866370190686322,0.0398014139814449
"SUM.juvenile.juvenile","SUM",45,1999-11-01,2024-11-30,"Y","SUM.juvenile","SUM.juvenile","juvenile",0.109114399812074,0.833268595085379,0.130947452544871
"SUM.lact.adult","SUM",45,1999-11-01,2024-11-30,"Y","SUM.lact","SUM.adult","lact",0.433333333333333,1.63571428571429,0.264919941775836
"SUP.preg.adult","SUP",37,2006-11-01,2024-11-30,"Y","SUP.preg","SUP.adult","preg",0.0625,0.816981074481074,0.0765011601274833
"SUR.cyc.adult","SUR",789,1983-11-01,2019-03-25,"Y","SUR.cyc","SUR.adult","cyc",0.042190096355122,0.394260632948873,0.107010674739603
"SUR.cyc.elder","SUR",789,1983-11-01,2019-03-25,"Y","SUR.cyc","SUR.elder","cyc",0.0220682302771855,0.138365853403352,0.159491881373753
"SUR.lact.adult","SUR",789,1983-11-01,2019-03-25,"Y","SUR.lact","SUR.adult","lact",0.118815872833036,0.840530457345246,0.141358200401574
"SUR.lact.elder","SUR",789,1983-11-01,2019-03-25,"Y","SUR.lact","SUR.elder","lact",0.0951251078515962,0.615113602851194,0.15464640581946
"SUR.preg.adult","SUR",789,1983-11-01,2019-03-25,"Y","SUR.preg","SUR.adult","preg",0.113059818352646,0.995159749379689,0.113609717859992
"SUR.preg.elder","SUR",789,1983-11-01,2019-03-25,"Y","SUR.preg","SUR.elder","preg",0.0498507462686567,0.543106923593447,0.0917880883175289
"SUR.unknown.adult","SUR",789,1983-11-01,2019-03-25,"Y","SUR.unknown","SUR.adult","unknown",0.0542515398847847,0.555599241087466,0.0976450935724803
"SUR.unknown.elder","SUR",789,1983-11-01,2019-03-25,"Y","SUR.unknown","SUR.elder","unknown",0.117709740804062,0.61381086509599,0.191768747504419
"SVD.unknown.adult","SVD",56,1994-11-01,2024-11-30,"Y","SVD.unknown","SVD.adult","unknown",0.121660854756305,1.52614818999692,0.0797175893885841
"TAL.unknown.adult","TAL",56,1996-11-01,2024-11-30,"Y","TAL.unknown","TAL.adult","unknown",0.162573099415205,0.750817695945388,0.21652806039754
"TAM.lact.adult","TAM",81,1987-11-01,2024-11-30,"Y","TAM.lact","TAM.adult","lact",0.186335403726708,0.238966982674076,0.779753761969906
"TAM.preg.adult","TAM",81,1987-11-01,2024-11-30,"Y","TAM.preg","TAM.adult","preg",0.121794871794872,0.741770989049338,0.164194709139226
"TAM.unknown.adult","TAM",81,1987-11-01,2024-11-30,"Y","TAM.unknown","TAM.adult","unknown",0.214285714285714,0.78182352677176,0.27408450494004
"TAM.unknown.elder","TAM",81,1987-11-01,2024-11-30,"Y","TAM.unknown","TAM.elder","unknown",0.236111111111111,0.575283053097455,0.410425980462722
"TAW.juvenile.juvenile","TAW",76,2004-11-01,2024-11-30,"Y","TAW.juvenile","TAW.juvenile","juvenile",0.932199551686516,2.17342998426495,0.428907100037908
"TAW.lact.adult","TAW",76,2004-11-01,2024-11-30,"Y","TAW.lact","TAW.adult","lact",0.974919665103916,3.38568569545063,0.287953387526173
"TAW.preg.adult","TAW",76,2004-11-01,2024-11-30,"Y","TAW.preg","TAW.adult","preg",0.4991630026265,1.77277594941246,0.281571398118264
"TAW.unknown.adult","TAW",76,2004-11-01,2024-11-30,"Y","TAW.unknown","TAW.adult","unknown",0.355144523326572,1.31377986843536,0.27032270158739
"TOG.lact.adult","TOG",25,2006-10-15,2024-11-30,"Y","TOG.lact","TOG.adult","lact",0.111111111111111,1.65034120353817,0.0673261449649925
"TOG.unknown.adult","TOG",25,2006-10-15,2024-11-30,"Y","TOG.unknown","TOG.adult","unknown",0.199300699300699,2.48895257220348,0.0800741249658516
"TST.unknown.elder","TST",15,1982-11-01,2024-11-30,"Y","TST.unknown","TST.elder","unknown",0.45,0.850432900432901,0.529142275388139
"TTM.cyc.adult","TTM",100,2010-11-01,2024-11-30,"Y","TTM.cyc","TTM.adult","cyc",0.10162037037037,1.03544484049294,0.0981417516378684
"TTM.juvenile.juvenile","TTM",100,2010-11-01,2024-11-30,"Y","TTM.juvenile","TTM.juvenile","juvenile",0.163695755943603,1.206067535036,0.135726857069174
"TTM.lact.adult","TTM",100,2010-11-01,2024-11-30,"Y","TTM.lact","TTM.adult","lact",0.04,0.407549626940342,0.0981475564099959
"TTM.preg.adult","TTM",100,2010-11-01,2024-11-30,"Y","TTM.preg","TTM.adult","preg",0.238229586505449,0.873066108294544,0.272865461437747
"TUF.juvenile.juvenile","TUF",84,2014-01-23,2024-11-30,"Y","TUF.juvenile","TUF.juvenile","juvenile",0.370796433836396,2.28779294346296,0.162076045778484
"TUF.preg.adult","TUF",84,2014-01-23,2024-11-30,"Y","TUF.preg","TUF.adult","preg",0.31068525628836,1.36528290514574,0.227561082847658
"TUK.cyc.adult","TUK",174,1988-11-01,2016-04-15,"Y","TUK.cyc","TUK.adult","cyc",0.0663157894736842,0.420718623439794,0.157625039109243
"TUK.lact.adult","TUK",174,1988-11-01,2016-04-15,"Y","TUK.lact","TUK.adult","lact",0.68127567467993,1.77096310658224,0.384692189322179
"TUK.lact.elder","TUK",174,1988-11-01,2016-04-15,"Y","TUK.lact","TUK.elder","lact",0.758608058608059,2.15631820530031,0.35180710191259
"TUK.preg.adult","TUK",174,1988-11-01,2016-04-15,"Y","TUK.preg","TUK.adult","preg",0.493170073672102,2.21565027125649,0.222584800530106
"TUK.unknown.adult","TUK",174,1988-11-01,2016-04-15,"Y","TUK.unknown","TUK.adult","unknown",0.513417084005319,1.71405139734787,0.299534240804986
"TUL.cyc.adult","TUL",71,1998-11-01,2024-11-30,"Y","TUL.cyc","TUL.adult","cyc",0.0434782608695652,0.910806200101529,0.0477360176783147
"TUL.juvenile.juvenile","TUL",71,1998-11-01,2024-11-30,"Y","TUL.juvenile","TUL.juvenile","juvenile",0.175714285714286,0.667294007005382,0.263323638260801
"TUL.lact.adult","TUL",71,1998-11-01,2024-11-30,"Y","TUL.lact","TUL.adult","lact",0.149537037037037,1.0698708583477,0.139771109634653
"TUL.preg.adult","TUL",71,1998-11-01,2024-11-30,"Y","TUL.preg","TUL.adult","preg",0.798701298701299,1.3519233138709,0.590788908295703
"TUL.unknown.adult","TUL",71,1998-11-01,2024-11-30,"Y","TUL.unknown","TUL.adult","unknown",0.546047701975592,1.16287024145516,0.469568901593263
"TUX.juvenile.juvenile","TUX",24,2018-03-01,2024-11-30,"Y","TUX.juvenile","TUX.juvenile","juvenile",0.741072125136527,2.90095362261045,0.255458108451133
"UVE.cyc.adult","UVE",32,1989-11-01,2018-09-01,"Y","UVE.cyc","UVE.adult","cyc",0.0740740740740741,0.254133597883598,0.291476903057905
"UVE.lact.adult","UVE",32,1989-11-01,2018-09-01,"Y","UVE.lact","UVE.adult","lact",0.370071684587814,1.36207284948304,0.271697424060887
"UVE.preg.adult","UVE",32,1989-11-01,2018-09-01,"Y","UVE.preg","UVE.adult","preg",0.177339901477833,0.606354225403701,0.292469144351658
"UVE.unknown.adult","UVE",32,1989-11-01,2018-09-01,"Y","UVE.unknown","UVE.adult","unknown",0.0357142857142857,0.182133723054439,0.196088264794383
"VBE.cyc.adult","VBE",140,2001-11-01,2024-11-30,"Y","VBE.cyc","VBE.adult","cyc",0.0688346883468835,0.900371256727073,0.0764514502574232
"VBE.juvenile.juvenile","VBE",140,2001-11-01,2024-11-30,"Y","VBE.juvenile","VBE.juvenile","juvenile",0.241424957699764,1.03706418379938,0.232796543812053
"VBE.lact.adult","VBE",140,2001-11-01,2024-11-30,"Y","VBE.lact","VBE.adult","lact",0.118055555555556,0.841125074723826,0.140354340993006
"VBE.preg.adult","VBE",140,2001-11-01,2024-11-30,"Y","VBE.preg","VBE.adult","preg",0.150594948467289,1.08864901600321,0.138331956630221
"VBE.unknown.adult","VBE",140,2001-11-01,2024-11-30,"Y","VBE.unknown","VBE.adult","unknown",0.144599303135888,1.07267594226512,0.134802410903842
"VLT.juvenile.juvenile","VLT",23,2010-12-01,2024-11-30,"Y","VLT.juvenile","VLT.juvenile","juvenile",0.359569597069597,3.49146911999252,0.102985186095636
"VLT.unknown.adult","VLT",23,2010-12-01,2024-11-30,"Y","VLT.unknown","VLT.adult","unknown",0.951465201465202,2.81897613697822,0.337521552234606
"WAC.unknown.adult","WAC",107,1991-11-01,2024-11-30,"Y","WAC.unknown","WAC.adult","unknown",0.48,1.82670175621487,0.262768674944844
"WAC.unknown.elder","WAC",107,1991-11-01,2024-11-30,"Y","WAC.unknown","WAC.elder","unknown",0.137931034482759,0.37884012539185,0.364087712039718
"WHE.lact.adult","WHE",38,2004-11-01,2024-11-30,"Y","WHE.lact","WHE.adult","lact",0.0969827586206897,0.433182914027127,0.223884081020371
"WHE.unknown.adult","WHE",38,2004-11-01,2024-11-30,"Y","WHE.unknown","WHE.adult","unknown",0.103950103950104,0.556210231101535,0.186889953002551
"WHN.juvenile.juvenile","WHN",93,2006-11-01,2024-11-30,"Y","WHN.juvenile","WHN.juvenile","juvenile",0.0650533437418683,0.862067089977176,0.0754620429177858
"WHN.lact.adult","WHN",93,2006-11-01,2024-11-30,"Y","WHN.lact","WHN.adult","lact",0.0349969567863664,0.245622978500485,0.142482421636693
"WHN.preg.adult","WHN",93,2006-11-01,2024-11-30,"Y","WHN.preg","WHN.adult","preg",0.161218724778047,1.0015319740902,0.160972119661481
"WHN.unknown.adult","WHN",93,2006-11-01,2024-11-30,"Y","WHN.unknown","WHN.adult","unknown",0.225925925925926,1.01426357314691,0.222748733078282
"WHO.juvenile.juvenile","WHO",59,2003-05-17,2024-11-30,"Y","WHO.juvenile","WHO.juvenile","juvenile",0.00943396226415094,0.314064709672146,0.0300382754687692
"WHO.lact.adult","WHO",59,2003-05-17,2024-11-30,"Y","WHO.lact","WHO.adult","lact",0.037037037037037,0.57386338980056,0.0645398150418846
"WHO.unknown.adult","WHO",59,2003-05-17,2024-11-30,"Y","WHO.unknown","WHO.adult","unknown",0.0212765957446809,1.25496697673056,0.0169539088591085
"WHT.lact.adult","WHT",28,1992-11-01,2024-11-30,"Y","WHT.lact","WHT.adult","lact",0.620362459178249,2.27845141580846,0.272273727178916
"WHT.unknown.adult","WHT",28,1992-11-01,2024-11-30,"Y","WHT.unknown","WHT.adult","unknown",0.7569878650761,1.43636401468985,0.527016729279141
"WHZ.juvenile.juvenile","WHZ",21,2019-11-01,2024-11-30,"Y","WHZ.juvenile","WHZ.juvenile","juvenile",0.454998970049026,1.40611524745745,0.323585830444381
"WIY.juvenile.juvenile","WIY",132,2016-11-06,2024-11-30,"Y","WIY.juvenile","WIY.juvenile","juvenile",0.692153361397702,2.47904936434641,0.279201120942658
"WIY.unknown.adult","WIY",132,2016-11-06,2024-11-30,"Y","WIY.unknown","WIY.adult","unknown",0.758262470020877,2.99189116756995,0.253439188644267
"WNG.lact.adult","WNG",141,1994-11-01,2024-11-30,"Y","WNG.lact","WNG.adult","lact",0.0951805008408782,0.557337428148849,0.170777155873081
"WNG.preg.adult","WNG",141,1994-11-01,2024-11-30,"Y","WNG.preg","WNG.adult","preg",0.0416666666666667,0.634767881122034,0.0656407923365868
"WNG.unknown.elder","WNG",141,1994-11-01,2024-11-30,"Y","WNG.unknown","WNG.elder","unknown",0.41140873015873,1.18080461938643,0.348413889481993
"WOF.cyc.adult","WOF",279,2002-10-19,2022-08-28,"Y","WOF.cyc","WOF.adult","cyc",0.0772604588394062,1.30272542937382,0.0593067864473506
"WOF.juvenile.juvenile","WOF",279,2002-10-19,2022-08-28,"Y","WOF.juvenile","WOF.juvenile","juvenile",0.345150397301964,2.10103626104085,0.164276268668955
"WOF.lact.adult","WOF",279,2002-10-19,2022-08-28,"Y","WOF.lact","WOF.adult","lact",0.311538077033444,3.1592831592931,0.0986103686581711
"WOF.preg.adult","WOF",279,2002-10-19,2022-08-28,"Y","WOF.preg","WOF.adult","preg",0.182840429821249,1.66455301108155,0.109843560766171
"WOF.unknown.adult","WOF",279,2002-10-19,2022-08-28,"Y","WOF.unknown","WOF.adult","unknown",0.250907693185013,3.07410394691656,0.0816197817372712
"WOP.juvenile.juvenile","WOP",36,2014-09-01,2024-11-30,"Y","WOP.juvenile","WOP.juvenile","juvenile",0.1,1.0340070415518,0.0967111402354898
"WOP.preg.adult","WOP",36,2014-09-01,2024-11-30,"Y","WOP.preg","WOP.adult","preg",0.238095238095238,0.794593273594485,0.299644165143976
"WOP.unknown.adult","WOP",36,2014-09-01,2024-11-30,"Y","WOP.unknown","WOP.adult","unknown",0.133333333333333,0.242156862745098,0.550607287449393
"WPY.juvenile.juvenile","WPY",31,2016-11-01,2024-11-30,"Y","WPY.juvenile","WPY.juvenile","juvenile",0.193227513227513,0.5728066174738,0.337334638485302
"WPY.unknown.adult","WPY",31,2016-11-01,2024-11-30,"Y","WPY.unknown","WPY.adult","unknown",0.503440860215054,0.881820446766536,0.570910849324342
"ZEP.cyc.adult","ZEP",187,2004-11-01,2024-11-30,"Y","ZEP.cyc","ZEP.adult","cyc",0.209437621202327,1.6458365653414,0.127252988305605
"ZEP.juvenile.juvenile","ZEP",187,2004-11-01,2024-11-30,"Y","ZEP.juvenile","ZEP.juvenile","juvenile",0.528125,2.24325521372467,0.235427960567674
"ZEP.preg.adult","ZEP",187,2004-11-01,2024-11-30,"Y","ZEP.preg","ZEP.adult","preg",0.131707317073171,2.68885431158513,0.0489826899530034
"ZEP.unknown.adult","ZEP",187,2004-11-01,2024-11-30,"Y","ZEP.unknown","ZEP.adult","unknown",0.266277798031353,2.79637250861916,0.0952225775395138
"ZIP.cyc.adult","ZIP",358,1990-11-01,2017-04-03,"Y","ZIP.cyc","ZIP.adult","cyc",0.254595588235294,1.72656427571182,0.147457926598377
"ZIP.lact.adult","ZIP",358,1990-11-01,2017-04-03,"Y","ZIP.lact","ZIP.adult","lact",0.2,1.20324790641549,0.166216786194797
"ZIP.preg.adult","ZIP",358,1990-11-01,2017-04-03,"Y","ZIP.preg","ZIP.adult","preg",0.371951219512195,2.09762633363774,0.177320056269102
"ZIP.unknown.adult","ZIP",358,1990-11-01,2017-04-03,"Y","ZIP.unknown","ZIP.adult","unknown",0.261538461538462,2.09468661687344,0.124858038157917
