"Observation.ID","Observation.Date","Dolphin.ID"
14131,"2004-09-03","COR"
14150,"2004-09-12","COR"
14191,"2004-09-13","COR"
14381,"2004-10-04","COR"
22714,"2004-10-08","COR"
14468,"2004-10-11","COR"
14478,"2004-10-12","COR"
14642,"2004-11-07","COR"
14658,"2004-11-09","COR"
14699,"2004-11-21","COR"
14720,"2004-11-26","COR"
14726,"2004-12-01","COR"
14749,"2004-12-08","COR"
14770,"2005-03-27","COR"
14849,"2005-05-22","COR"
14926,"2005-07-02","COR"
14937,"2005-07-03","COR"
14976,"2005-07-08","COR"
15021,"2005-07-13","COR"
15100,"2005-07-26","COR"
15104,"2005-07-27","COR"
15114,"2005-07-31","COR"
15135,"2005-08-09","COR"
15240,"2005-08-28","COR"
15294,"2005-09-11","COR"
15354,"2005-10-03","COR"
15358,"2005-10-05","COR"
15384,"2005-10-22","COR"
15523,"2006-05-13","COR"
15552,"2006-05-21","COR"
15555,"2006-05-28","COR"
15578,"2006-06-09","COR"
15586,"2006-06-12","COR"
15647,"2006-06-23","COR"
15658,"2006-06-30","COR"
15712,"2006-07-16","COR"
15823,"2006-07-27","COR"
15834,"2006-07-30","COR"
15911,"2006-08-05","COR"
15959,"2006-08-14","COR"
16095,"2006-09-09","COR"
16107,"2006-09-14","COR"
16160,"2006-10-08","COR"
16161,"2006-10-10","COR"
16164,"2006-10-12","COR"
16209,"2006-10-25","COR"
26491,"2006-11-08","COR"
16314,"2007-06-12","COR"
16415,"2007-07-08","COR"
16429,"2007-07-18","COR"
16450,"2007-07-25","COR"
16758,"2008-08-18","COR"
16982,"2009-07-07","COR"
16992,"2009-07-08","COR"
17128,"2009-08-07","COR"
17323,"2009-11-05","COR"
17386,"2009-12-11","COR"
17427,"2010-04-13","COR"
17498,"2010-05-18","COR"
17533,"2010-06-03","COR"
17542,"2010-06-09","COR"
17690,"2010-10-07","COR"
17711,"2010-10-08","COR"
17777,"2010-11-01","COR"
1760,"1990-09-14","COS"
2320,"1991-07-24","COS"
2398,"1991-08-15","COS"
2797,"1992-06-18","COS"
3020,"1992-10-31","COS"
3197,"1993-06-24","COS"
3692,"1994-04-19","COS"
910,"1988-11-09","COU"
929,"1988-11-26","COU"
936,"1988-12-11","COU"
1855,"1990-10-15","COU"
1879,"1990-10-22","COU"
1915,"1990-11-10","COU"
1934,"1990-11-11","COU"
1947,"1990-11-19","COU"
1951,"1990-11-23","COU"
1961,"1990-11-24","COU"
1963,"1990-11-25","COU"
1981,"1990-11-29","COU"
1990,"1990-12-08","COU"
2021,"1991-01-30","COU"
2047,"1991-03-03","COU"
2051,"1991-03-09","COU"
2053,"1991-03-11","COU"
2553,"1991-09-29","COU"
11249,"2002-08-20","CPA"
15783,"2006-07-20","CPA"
15940,"2006-08-12","CPA"
17986,"2011-07-20","CPA"
18825,"2013-06-13","CPA"
21724,"2016-06-19","CPA"
26677,"2022-04-24","CPA"
28200,"2023-08-13","CPA"
28414,"2023-08-27","CPA"
17254,"2009-10-18","CPH"
17731,"2010-10-16","CPH"
18111,"2011-10-21","CPH"
18142,"2011-11-01","CPH"
21185,"2015-09-04","CPH"
21724,"2016-06-19","CPH"
22317,"2017-06-30","CPH"
24631,"2018-06-27","CPH"
8390,"1999-10-21","CPO"
10631,"2002-06-26","CPO"
10924,"2002-07-23","CPO"
12553,"2003-07-26","CPO"
12716,"2003-08-16","CPO"
15166,"2005-08-11","CPO"
15763,"2006-07-19","CPO"
15880,"2006-08-02","CPO"
16075,"2006-08-31","CPO"
17347,"2009-11-11","CPO"
21177,"2015-09-04","CPO"
18576,"2012-09-14","CPP"
18773,"2013-05-27","CPP"
19249,"2013-10-14","CPP"
19450,"2013-11-14","CPP"
19494,"2013-11-18","CPP"
19889,"2014-08-31","CPP"
20194,"2014-11-19","CPP"
20271,"2014-12-25","CPP"
20288,"2014-12-27","CPP"
20342,"2015-04-27","CPP"
21724,"2016-06-19","CPP"
22614,"2017-11-24","CPP"
25262,"2018-09-21","CPP"
25811,"2019-09-25","CPP"
26016,"2019-10-30","CPP"
26310,"2019-11-16","CPP"
20191,"2014-11-18","CPT"
20214,"2014-11-20","CPT"
854,"1988-09-19","CRA"
986,"1989-04-21","CRA"
1055,"1989-06-11","CRA"
1066,"1989-06-12","CRA"
1155,"1989-07-11","CRA"
1170,"1989-07-12","CRA"
1208,"1989-07-21","CRA"
1769,"1990-09-14","CRA"
2762,"1991-12-10","CRA"
12556,"2003-07-26","CRB"
12995,"2003-10-08","CRB"
13105,"2003-10-25","CRB"
14986,"2005-07-09","CRB"
934,"1988-12-07","CRC"
1290,"1990-03-24","CRC"
1303,"1990-03-28","CRC"
1818,"1990-09-28","CRC"
2085,"1991-03-31","CRC"
2097,"1991-04-02","CRC"
2110,"1991-04-03","CRC"
2204,"1991-05-16","CRC"
2248,"1991-06-13","CRC"
2282,"1991-06-30","CRC"
2339,"1991-07-28","CRC"
2447,"1991-08-25","CRC"
2612,"1991-10-10","CRC"
2628,"1991-10-11","CRC"
2658,"1991-10-14","CRC"
3001,"1992-10-22","CRC"
3088,"1993-01-29","CRC"
3136,"1993-04-15","CRC"
3577,"1993-09-21","CRC"
3749,"1994-05-10","CRC"
3812,"1994-06-08","CRC"
3834,"1994-06-16","CRC"
4008,"1994-08-20","CRC"
4046,"1994-09-08","CRC"
4063,"1994-09-15","CRC"
4143,"1995-07-23","CRC"
4268,"1995-08-16","CRC"
4308,"1995-08-27","CRC"
4317,"1995-08-28","CRC"
4377,"1995-09-22","CRC"
4387,"1995-09-24","CRC"
4388,"1995-09-26","CRC"
4591,"1996-07-21","CRC"
4606,"1996-07-23","CRC"
4810,"1996-09-13","CRC"
4815,"1996-09-16","CRC"
4849,"1996-09-20","CRC"
4925,"1996-10-09","CRC"
5028,"1996-12-09","CRC"
5054,"1996-12-18","CRC"
5246,"1997-05-14","CRC"
5367,"1997-07-01","CRC"
5499,"1997-07-22","CRC"
5539,"1997-07-25","CRC"
5576,"1997-07-27","CRC"
5595,"1997-07-30","CRC"
5632,"1997-07-31","CRC"
5652,"1997-08-02","CRC"
5681,"1997-08-08","CRC"
5721,"1997-08-12","CRC"
5728,"1997-08-13","CRC"
5758,"1997-08-16","CRC"
5804,"1997-08-30","CRC"
5827,"1997-09-09","CRC"
5998,"1997-10-23","CRC"
6003,"1997-10-24","CRC"
6015,"1997-10-26","CRC"
6066,"1997-12-10","CRC"
6085,"1997-12-22","CRC"
6136,"1998-01-26","CRC"
6231,"1998-04-26","CRC"
6392,"1998-05-30","CRC"
6591,"1998-07-06","CRC"
6650,"1998-07-18","CRC"
6725,"1998-07-19","CRC"
7120,"1998-09-07","CRC"
7158,"1998-09-28","CRC"
7212,"1998-10-26","CRC"
7235,"1998-11-11","CRC"
7238,"1998-11-12","CRC"
7281,"1998-12-04","CRC"
7304,"1998-12-06","CRC"
7387,"1999-02-18","CRC"
7577,"1999-06-07","CRC"
7885,"1999-07-11","CRC"
8201,"1999-09-09","CRC"
8553,"2000-05-30","CRC"
9115,"2000-11-23","CRC"
9255,"2001-06-15","CRC"
9353,"2001-06-28","CRC"
9644,"2001-07-20","CRC"
9823,"2001-08-08","CRC"
10118,"2001-09-16","CRC"
10433,"2002-05-09","CRC"
10542,"2002-06-01","CRC"
10617,"2002-06-25","CRC"
11753,"2002-12-06","CRC"
11767,"2002-12-31","CRC"
11801,"2003-01-28","CRC"
11854,"2003-03-05","CRC"
11875,"2003-03-07","CRC"
12515,"2003-07-19","CRC"
12908,"2003-09-24","CRC"
13103,"2003-10-25","CRC"
13116,"2003-10-26","CRC"
13203,"2003-12-22","CRC"
13993,"2004-08-21","CRC"
14611,"2004-11-05","CRC"
14680,"2004-11-15","CRC"
15133,"2005-08-08","CRC"
15233,"2005-08-27","CRC"
688,"1988-05-10","CRE"
695,"1988-05-16","CRE"
699,"1988-05-18","CRE"
826,"1988-08-19","CRE"
854,"1988-09-19","CRE"
858,"1988-09-21","CRE"
933,"1988-12-07","CRE"
1104,"1989-06-24","CRE"
2192,"1991-05-15","CRE"
2223,"1991-05-22","CRE"
2337,"1991-07-28","CRE"
2381,"1991-08-10","CRE"
2446,"1991-08-25","CRE"
2529,"1991-09-22","CRE"
2552,"1991-09-28","CRE"
2668,"1991-10-17","CRE"
2980,"1992-10-02","CRE"
2992,"1992-10-20","CRE"
3017,"1992-10-31","CRE"
3023,"1992-11-01","CRE"
3235,"1993-07-01","CRE"
3332,"1993-07-30","CRE"
3343,"1993-07-31","CRE"
3421,"1993-08-11","CRE"
3696,"1994-04-19","CRE"
3742,"1994-05-05","CRE"
3785,"1994-05-15","CRE"
3813,"1994-06-08","CRE"
3837,"1994-06-17","CRE"
3964,"1994-08-03","CRE"
3996,"1994-08-19","CRE"
4073,"1994-09-18","CRE"
4083,"1994-09-20","CRE"
4096,"1995-07-06","CRE"
4267,"1995-08-15","CRE"
4353,"1995-09-12","CRE"
4385,"1995-09-24","CRE"
4580,"1996-07-20","CRE"
4650,"1996-08-02","CRE"
4677,"1996-08-13","CRE"
4823,"1996-09-17","CRE"
7481,"1999-04-06","CRE"
7524,"1999-04-22","CRE"
7538,"1999-04-30","CRE"
10,"1985-05-20","CRI"
17,"1985-05-22","CRI"
21,"1985-05-24","CRI"
24,"1985-05-29","CRI"
32,"1985-06-11","CRI"
38,"1985-06-14","CRI"
55,"1985-06-23","CRI"
57,"1985-06-24","CRI"
61,"1985-06-25","CRI"
68,"1985-06-27","CRI"
72,"1985-06-28","CRI"
92,"1985-07-03","CRI"
110,"1985-07-12","CRI"
121,"1985-07-23","CRI"
128,"1985-07-30","CRI"
307,"1986-06-24","CRI"
309,"1986-06-29","CRI"
336,"1986-07-11","CRI"
351,"1986-07-18","CRI"
439,"1987-03-20","CRI"
451,"1987-04-23","CRI"
495,"1987-06-04","CRI"
507,"1987-06-08","CRI"
510,"1987-06-10","CRI"
543,"1987-07-31","CRI"
548,"1987-08-04","CRI"
555,"1987-08-07","CRI"
568,"1987-08-17","CRI"
597,"1987-09-03","CRI"
624,"1987-09-16","CRI"
647,"1987-10-03","CRI"
674,"1988-04-19","CRI"
679,"1988-04-25","CRI"
685,"1988-05-05","CRI"
689,"1988-05-10","CRI"
706,"1988-06-17","CRI"
709,"1988-06-21","CRI"
714,"1988-06-23","CRI"
737,"1988-07-14","CRI"
742,"1988-07-15","CRI"
743,"1988-07-16","CRI"
757,"1988-07-18","CRI"
758,"1988-07-20","CRI"
773,"1988-07-26","CRI"
825,"1988-08-19","CRI"
827,"1988-08-21","CRI"
832,"1988-08-22","CRI"
978,"1989-04-07","CRI"
979,"1989-04-08","CRI"
984,"1989-04-13","CRI"
989,"1989-04-21","CRI"
993,"1989-04-29","CRI"
997,"1989-05-11","CRI"
1000,"1989-05-19","CRI"
1013,"1989-05-28","CRI"
1019,"1989-05-29","CRI"
1020,"1989-05-30","CRI"
1087,"1989-06-18","CRI"
1095,"1989-06-21","CRI"
1098,"1989-06-22","CRI"
1120,"1989-06-25","CRI"
1131,"1989-06-27","CRI"
1141,"1989-07-07","CRI"
1165,"1989-07-12","CRI"
1176,"1989-07-13","CRI"
1214,"1989-07-23","CRI"
1220,"1989-07-24","CRI"
1231,"1989-07-25","CRI"
1249,"1989-08-08","CRI"
1252,"1989-08-09","CRI"
1268,"1989-08-13","CRI"
1273,"1989-08-16","CRI"
1278,"1989-08-17","CRI"
1282,"1990-03-19","CRI"
1334,"1990-04-01","CRI"
1345,"1990-04-08","CRI"
1354,"1990-04-09","CRI"
1376,"1990-04-18","CRI"
1454,"1990-05-16","CRI"
1464,"1990-05-21","CRI"
1486,"1990-05-31","CRI"
1604,"1990-08-07","CRI"
1636,"1990-08-13","CRI"
1724,"1990-09-03","CRI"
1890,"1990-10-22","CRI"
1915,"1990-11-10","CRI"
1998,"1990-12-10","CRI"
2025,"1991-01-31","CRI"
2134,"1991-04-18","CRI"
2150,"1991-04-27","CRI"
2158,"1991-05-04","CRI"
2247,"1991-06-13","CRI"
2263,"1991-06-21","CRI"
2267,"1991-06-22","CRI"
2277,"1991-06-30","CRI"
2286,"1991-07-03","CRI"
2326,"1991-07-24","CRI"
2333,"1991-07-28","CRI"
2349,"1991-07-30","CRI"
2366,"1991-08-08","CRI"
2370,"1991-08-09","CRI"
2395,"1991-08-15","CRI"
2411,"1991-08-17","CRI"
2424,"1991-08-19","CRI"
2426,"1991-08-20","CRI"
2428,"1991-08-21","CRI"
2449,"1991-08-26","CRI"
2454,"1991-08-31","CRI"
2587,"1991-10-03","CRI"
2656,"1991-10-14","CRI"
2669,"1991-10-17","CRI"
2676,"1991-10-19","CRI"
2725,"1991-11-12","CRI"
2788,"1992-06-16","CRI"
2841,"1992-07-08","CRI"
2858,"1992-07-13","CRI"
2875,"1992-07-17","CRI"
2890,"1992-07-21","CRI"
2893,"1992-07-23","CRI"
2961,"1992-08-15","CRI"
3004,"1992-10-23","CRI"
3040,"1992-11-05","CRI"
3119,"1993-03-29","CRI"
3141,"1993-05-03","CRI"
3147,"1993-05-08","CRI"
3151,"1993-05-09","CRI"
21325,"2015-10-01","CRK"
21663,"2016-06-02","CRK"
24819,"2018-07-24","CRK"
26925,"2022-07-08","CRK"
18373,"2012-07-07","CRL"
19470,"2013-11-16","CRL"
10004,"2001-09-01","CRM"
10040,"2001-09-05","CRM"
2,"1985-05-09","CRO"
12,"1985-05-21","CRO"
31,"1985-06-11","CRO"
35,"1985-06-12","CRO"
49,"1985-06-21","CRO"
53,"1985-06-22","CRO"
59,"1985-06-25","CRO"
63,"1985-06-26","CRO"
70,"1985-06-27","CRO"
73,"1985-06-28","CRO"
80,"1985-06-30","CRO"
91,"1985-07-03","CRO"
95,"1985-07-05","CRO"
104,"1985-07-10","CRO"
105,"1985-07-11","CRO"
120,"1985-07-23","CRO"
130,"1985-07-30","CRO"
137,"1985-08-01","CRO"
141,"1985-08-02","CRO"
144,"1985-08-08","CRO"
146,"1985-08-09","CRO"
154,"1985-08-12","CRO"
162,"1985-08-14","CRO"
169,"1985-08-15","CRO"
187,"1985-08-22","CRO"
194,"1985-08-23","CRO"
202,"1986-05-18","CRO"
207,"1986-05-24","CRO"
230,"1986-06-05","CRO"
237,"1986-06-08","CRO"
239,"1986-06-09","CRO"
257,"1986-06-12","CRO"
265,"1986-06-14","CRO"
287,"1986-06-17","CRO"
288,"1986-06-19","CRO"
328,"1986-07-07","CRO"
335,"1986-07-09","CRO"
340,"1986-07-11","CRO"
342,"1986-07-12","CRO"
370,"1986-07-29","CRO"
373,"1986-08-01","CRO"
386,"1986-08-05","CRO"
389,"1986-08-06","CRO"
399,"1986-08-07","CRO"
403,"1986-08-10","CRO"
405,"1986-08-14","CRO"
423,"1986-08-15","CRO"
426,"1986-08-16","CRO"
434,"1986-08-19","CRO"
447,"1987-04-03","CRO"
460,"1987-05-16","CRO"
471,"1987-05-18","CRO"
476,"1987-05-22","CRO"
487,"1987-06-02","CRO"
496,"1987-06-05","CRO"
504,"1987-06-08","CRO"
511,"1987-06-13","CRO"
516,"1987-06-24","CRO"
526,"1987-07-02","CRO"
527,"1987-07-17","CRO"
535,"1987-07-24","CRO"
561,"1987-08-11","CRO"
567,"1987-08-16","CRO"
572,"1987-08-17","CRO"
577,"1987-08-19","CRO"
589,"1987-08-30","CRO"
596,"1987-08-31","CRO"
614,"1987-09-13","CRO"
622,"1987-09-15","CRO"
626,"1987-09-17","CRO"
632,"1987-09-22","CRO"
635,"1987-09-25","CRO"
656,"1987-10-18","CRO"
657,"1987-10-22","CRO"
674,"1988-04-19","CRO"
679,"1988-04-25","CRO"
720,"1988-07-01","CRO"
730,"1988-07-08","CRO"
731,"1988-07-09","CRO"
735,"1988-07-11","CRO"
736,"1988-07-13","CRO"
737,"1988-07-14","CRO"
742,"1988-07-15","CRO"
754,"1988-07-18","CRO"
780,"1988-07-31","CRO"
803,"1988-08-10","CRO"
810,"1988-08-13","CRO"
825,"1988-08-19","CRO"
842,"1988-09-10","CRO"
882,"1988-10-13","CRO"
975,"1989-04-06","CRO"
1016,"1989-05-29","CRO"
1031,"1989-05-31","CRO"
1037,"1989-06-01","CRO"
1038,"1989-06-02","CRO"
1040,"1989-06-04","CRO"
1046,"1989-06-05","CRO"
1053,"1989-06-07","CRO"
1060,"1989-06-11","CRO"
1072,"1989-06-15","CRO"
1098,"1989-06-22","CRO"
1124,"1989-06-26","CRO"
1137,"1989-06-28","CRO"
1138,"1989-06-29","CRO"
1143,"1989-07-07","CRO"
1147,"1989-07-08","CRO"
1159,"1989-07-11","CRO"
1173,"1989-07-12","CRO"
1188,"1989-07-13","CRO"
1195,"1989-07-18","CRO"
1209,"1989-07-21","CRO"
1238,"1989-07-26","CRO"
1241,"1989-08-02","CRO"
1246,"1989-08-03","CRO"
1247,"1989-08-08","CRO"
1255,"1989-08-11","CRO"
1265,"1989-08-12","CRO"
1277,"1989-08-16","CRO"
1278,"1989-08-17","CRO"
1282,"1990-03-19","CRO"
1286,"1990-03-21","CRO"
1287,"1990-03-24","CRO"
1296,"1990-03-25","CRO"
1299,"1990-03-28","CRO"
1314,"1990-03-29","CRO"
1321,"1990-03-30","CRO"
1340,"1990-04-07","CRO"
1346,"1990-04-08","CRO"
1361,"1990-04-11","CRO"
1366,"1990-04-16","CRO"
1383,"1990-04-21","CRO"
1393,"1990-04-23","CRO"
1396,"1990-04-24","CRO"
1405,"1990-04-25","CRO"
1419,"1990-05-02","CRO"
1428,"1990-05-05","CRO"
1454,"1990-05-16","CRO"
1464,"1990-05-21","CRO"
1488,"1990-05-31","CRO"
1505,"1990-06-02","CRO"
1526,"1990-06-04","CRO"
1533,"1990-06-05","CRO"
1554,"1990-06-09","CRO"
1559,"1990-07-18","CRO"
1562,"1990-07-19","CRO"
1564,"1990-07-24","CRO"
1569,"1990-07-28","CRO"
1573,"1990-07-29","CRO"
1578,"1990-07-30","CRO"
1600,"1990-08-04","CRO"
1603,"1990-08-07","CRO"
1605,"1990-08-09","CRO"
1617,"1990-08-11","CRO"
1626,"1990-08-12","CRO"
1656,"1990-08-15","CRO"
1657,"1990-08-16","CRO"
1686,"1990-08-27","CRO"
1709,"1990-09-01","CRO"
1712,"1990-09-02","CRO"
1781,"1990-09-15","CRO"
1806,"1990-09-17","CRO"
1812,"1990-09-23","CRO"
1837,"1990-10-08","CRO"
1838,"1990-10-11","CRO"
1858,"1990-10-15","CRO"
1860,"1990-10-21","CRO"
1896,"1990-10-23","CRO"
1915,"1990-11-10","CRO"
1966,"1990-11-25","CRO"
2024,"1991-01-30","CRO"
2034,"1991-02-22","CRO"
2041,"1991-02-27","CRO"
2048,"1991-03-09","CRO"
2063,"1991-03-13","CRO"
2076,"1991-03-24","CRO"
2084,"1991-03-29","CRO"
2106,"1991-04-03","CRO"
2112,"1991-04-04","CRO"
2126,"1991-04-14","CRO"
2148,"1991-04-27","CRO"
2153,"1991-05-02","CRO"
2182,"1991-05-12","CRO"
2209,"1991-05-19","CRO"
2224,"1991-05-22","CRO"
2239,"1991-06-08","CRO"
2262,"1991-06-21","CRO"
2266,"1991-06-22","CRO"
2275,"1991-06-23","CRO"
2300,"1991-07-20","CRO"
2313,"1991-07-23","CRO"
2324,"1991-07-24","CRO"
2344,"1991-07-28","CRO"
2352,"1991-08-04","CRO"
2357,"1991-08-06","CRO"
2366,"1991-08-08","CRO"
2370,"1991-08-09","CRO"
2383,"1991-08-11","CRO"
2410,"1991-08-16","CRO"
2412,"1991-08-17","CRO"
2454,"1991-08-31","CRO"
2455,"1991-09-01","CRO"
2472,"1991-09-07","CRO"
2478,"1991-09-10","CRO"
2497,"1991-09-11","CRO"
2506,"1991-09-12","CRO"
2516,"1991-09-19","CRO"
2532,"1991-09-22","CRO"
2533,"1991-09-23","CRO"
2547,"1991-09-27","CRO"
2573,"1991-10-01","CRO"
2579,"1991-10-02","CRO"
2591,"1991-10-08","CRO"
2614,"1991-10-10","CRO"
2619,"1991-10-11","CRO"
2660,"1991-10-14","CRO"
2680,"1991-10-26","CRO"
2697,"1991-10-28","CRO"
2701,"1991-11-02","CRO"
2711,"1991-11-04","CRO"
2763,"1991-12-11","CRO"
6235,"1998-05-02","CRP"
6866,"1998-08-01","CRP"
7151,"1998-09-27","CRP"
7300,"1998-12-06","CRP"
8344,"1999-10-04","CRP"
8350,"1999-10-05","CRP"
8817,"2000-09-07","CRP"
10135,"2001-09-20","CRP"
12933,"2003-09-27","CRP"
14731,"2004-12-07","CRP"
14999,"2005-07-10","CRP"
15055,"2005-07-15","CRP"
15435,"2005-11-24","CRP"
15892,"2006-08-04","CRP"
15973,"2006-08-17","CRP"
15990,"2006-08-18","CRP"
16073,"2006-08-31","CRP"
16299,"2007-06-05","CRP"
16696,"2008-07-25","CRP"
17033,"2009-07-18","CRP"
17254,"2009-10-18","CRP"
17614,"2010-07-29","CRP"
18396,"2012-07-09","CRP"
19340,"2013-10-26","CRP"
19455,"2013-11-15","CRP"
19495,"2013-11-18","CRP"
20570,"2015-06-10","CRP"
20719,"2015-06-20","CRP"
21326,"2015-10-01","CRP"
21700,"2016-06-13","CRP"
24779,"2018-07-12","CRP"
25512,"2019-05-28","CRP"
25818,"2019-07-24","CRP"
26636,"2022-05-17","CRP"
26815,"2022-06-13","CRP"
26958,"2022-07-16","CRP"
27038,"2022-07-27","CRP"
27377,"2022-08-20","CRP"
27537,"2023-06-21","CRP"
28230,"2023-08-24","CRP"
28474,"2023-09-22","CRP"
28706,"2024-06-25","CRP"
28812,"2024-07-17","CRP"
10093,"2001-09-09","CRS"
10629,"2002-06-26","CRS"
12739,"2003-08-17","CRS"
14445,"2004-10-10","CRS"
17111,"2009-08-05","CRS"
17347,"2009-11-11","CRS"
17609,"2010-07-29","CRS"
17900,"2011-06-23","CRS"
18375,"2012-07-07","CRS"
18743,"2013-05-25","CRS"
18915,"2013-07-06","CRS"
18948,"2013-07-10","CRS"
18966,"2013-07-15","CRS"
21120,"2015-08-28","CRS"
21185,"2015-09-04","CRS"
25179,"2018-06-27","CRS"
25890,"2019-06-12","CRS"
26863,"2022-06-22","CRS"
28762,"2024-07-10","CRS"
17683,"2010-09-23","CRT"
20565,"2015-06-09","CRT"
20757,"2015-06-28","CRT"
25581,"2019-05-28","CRT"
27402,"2022-08-25","CRT"
27269,"2022-10-23","CRT"
27829,"2023-06-10","CRT"
28088,"2023-07-06","CRT"
28519,"2023-11-23","CRT"
28803,"2024-07-16","CRT"
216,"1986-05-30","CRU"
241,"1986-06-09","CRU"
278,"1986-06-16","CRU"
355,"1986-07-19","CRU"
365,"1986-07-29","CRU"
411,"1986-08-14","CRU"
414,"1986-08-15","CRU"
631,"1987-09-21","CRU"
985,"1989-04-17","CRU"
1065,"1989-06-12","CRU"
1124,"1989-06-26","CRU"
1132,"1989-06-27","CRU"
1139,"1989-07-02","CRU"
1168,"1989-07-12","CRU"
1178,"1989-07-13","CRU"
1207,"1989-07-21","CRU"
1216,"1989-07-23","CRU"
1233,"1989-07-25","CRU"
1318,"1990-03-30","CRU"
1330,"1990-03-31","CRU"
1470,"1990-05-23","CRU"
1548,"1990-06-08","CRU"
1698,"1990-08-28","CRU"
2438,"1991-08-24","CRU"
2582,"1991-10-02","CRU"
2674,"1991-10-17","CRU"
2817,"1992-06-21","CRU"
2973,"1992-09-21","CRU"
4234,"1995-08-12","CRV"
4514,"1996-07-06","CRV"
4605,"1996-07-23","CRV"
4737,"1996-08-30","CRV"
4825,"1996-09-17","CRV"
4837,"1996-09-18","CRV"
4841,"1996-09-19","CRV"
4934,"1996-10-19","CRV"
5152,"1997-03-23","CRV"
5240,"1997-05-13","CRV"
5421,"1997-07-13","CRV"
5648,"1997-08-02","CRV"
5736,"1997-08-13","CRV"
5780,"1997-08-25","CRV"
5823,"1997-09-09","CRV"
5901,"1997-10-06","CRV"
5927,"1997-10-07","CRV"
5994,"1997-10-22","CRV"
6023,"1997-10-26","CRV"
6051,"1997-11-11","CRV"
6163,"1998-03-18","CRV"
6175,"1998-03-27","CRV"
6178,"1998-03-28","CRV"
6189,"1998-03-31","CRV"
6312,"1998-05-17","CRV"
6353,"1998-05-23","CRV"
6536,"1998-06-26","CRV"
6572,"1998-07-05","CRV"
6600,"1998-07-06","CRV"
6614,"1998-07-09","CRV"
6641,"1998-07-17","CRV"
6826,"1998-07-25","CRV"
6837,"1998-07-26","CRV"
6898,"1998-08-03","CRV"
6965,"1998-08-09","CRV"
6987,"1998-08-10","CRV"
7033,"1998-08-14","CRV"
7071,"1998-08-23","CRV"
7372,"1999-02-18","CRV"
7409,"1999-02-19","CRV"
7437,"1999-03-11","CRV"
7481,"1999-04-06","CRV"
7499,"1999-04-12","CRV"
7528,"1999-04-22","CRV"
7538,"1999-04-30","CRV"
7566,"1999-05-17","CRV"
7685,"1999-06-15","CRV"
7714,"1999-06-16","CRV"
7854,"1999-07-11","CRV"
7937,"1999-07-15","CRV"
8098,"1999-08-23","CRV"
8721,"2000-08-12","CRV"
8848,"2000-09-21","CRV"
8966,"2000-10-16","CRV"
9254,"2001-06-15","CRV"
9412,"2001-06-30","CRV"
9842,"2001-08-09","CRV"
9991,"2001-08-28","CRV"
10080,"2001-09-09","CRV"
10536,"2002-05-29","CRV"
10591,"2002-06-21","CRV"
10623,"2002-06-25","CRV"
10665,"2002-06-27","CRV"
10703,"2002-07-01","CRV"
10720,"2002-07-05","CRV"
10736,"2002-07-06","CRV"
10779,"2002-07-09","CRV"
10851,"2002-07-16","CRV"
11000,"2002-07-30","CRV"
11066,"2002-08-01","CRV"
11162,"2002-08-14","CRV"
11211,"2002-08-19","CRV"
11635,"2002-10-26","CRV"
11944,"2003-03-14","CRV"
11985,"2003-03-22","CRV"
12023,"2003-03-30","CRV"
12185,"2003-04-22","CRV"
12214,"2003-04-23","CRV"
12346,"2003-05-31","CRV"
12442,"2003-07-08","CRV"
12823,"2003-09-03","CRV"
12986,"2003-10-07","CRV"
13397,"2004-05-30","CRV"
13443,"2004-06-09","CRV"
13465,"2004-06-15","CRV"
13531,"2004-07-09","CRV"
13547,"2004-07-16","CRV"
13556,"2004-07-17","CRV"
13570,"2004-07-18","CRV"
13740,"2004-07-31","CRV"
13770,"2004-08-01","CRV"
13915,"2004-08-14","CRV"
13929,"2004-08-18","CRV"
14083,"2004-09-02","CRV"
14161,"2004-09-12","CRV"
14314,"2004-09-25","CRV"
14676,"2004-11-15","CRV"
14832,"2005-05-13","CRV"
14846,"2005-05-19","CRV"
14853,"2005-05-28","CRV"
14861,"2005-06-11","CRV"
14954,"2005-07-03","CRV"
15050,"2005-07-14","CRV"
15102,"2005-07-26","CRV"
15135,"2005-08-09","CRV"
15196,"2005-08-21","CRV"
15329,"2005-09-30","CRV"
15354,"2005-10-03","CRV"
15823,"2006-07-27","CRV"
15999,"2006-08-20","CRV"
16113,"2006-09-14","CRV"
16153,"2006-10-05","CRV"
16159,"2006-10-07","CRV"
16234,"2006-11-13","CRV"
16490,"2008-06-01","CRV"
16696,"2008-07-25","CRV"
16747,"2008-08-14","CRV"
16766,"2008-08-24","CRV"
17165,"2009-09-17","CRV"
17269,"2009-10-24","CRV"
17272,"2009-10-25","CRV"
17386,"2009-12-11","CRV"
17492,"2010-05-17","CRV"
17533,"2010-06-03","CRV"
17708,"2010-10-08","CRV"
17736,"2010-10-17","CRV"
17866,"2011-06-01","CRV"
18041,"2011-09-17","CRV"
18344,"2012-07-04","CRV"
18536,"2012-08-31","CRV"
19132,"2013-09-10","CRV"
19174,"2013-09-20","CRV"
19184,"2013-09-30","CRV"
19243,"2013-10-14","CRV"
19280,"2013-10-18","CRV"
19328,"2013-10-25","CRV"
19421,"2013-11-10","CRV"
19463,"2013-11-15","CRV"
19593,"2013-11-28","CRV"
19634,"2014-06-18","CRV"
19746,"2014-07-03","CRV"
19761,"2014-07-04","CRV"
