"ID1","ID2","weight","Dolphin.ID1","Dolphin.ID2","IDPair","DyadML","Closekin"
"WOF.lact","AMO.lact",0.024390243902439,"WOF","AMO","AMO.WOF",0.0121,"N"
"ANE.juvenile","AMP.preg",0.0571428571428571,"ANE","AMP","AMP.ANE",0.0068,"N"
"DOD.lact","AMP.lact",0.0142857142857143,"DOD","AMP","AMP.DOD",0,"N"
"AMP.lact","DUC.lact",0.0476190476190476,"AMP","DUC","AMP.DUC",0.0193,"N"
"HFF.lact","AMP.lact",0.0350877192982456,"HFF","AMP","AMP.HFF",0,"N"
"AMP.preg","HFF.lact",0.0169491525423729,"AMP","HFF","AMP.HFF",0,"N"
"AMP.preg","JUI.cyc",0.0303030303030303,"AMP","JUI","AMP.JUI",0,"N"
"JUI.cyc","AMP.lact",0.0285714285714286,"JUI","AMP","AMP.JUI",0,"N"
"AMP.lact","LEN.preg",0.0212765957446809,"AMP","LEN","AMP.LEN",0,"N"
"LIT.preg","AMP.preg",0.0666666666666667,"LIT","AMP","AMP.LIT",0,"N"
"NIR.preg","AMP.preg",0.032258064516129,"NIR","AMP","AMP.NIR",0.0102,"N"
"NOE.juvenile","AMP.lact",0.010752688172043,"NOE","AMP","AMP.NOE",0,"N"
"NOE.preg","AMP.lact",0.032258064516129,"NOE","AMP","AMP.NOE",0,"N"
"AMP.preg","RKS.juvenile",0.25,"AMP","RKS","AMP.RKS",0.4515,"Y"
"AMP.preg","RSO.lact",0.05,"AMP","RSO","AMP.RSO",0,"N"
"SUP.preg","AMP.preg",0.0666666666666667,"SUP","AMP","AMP.SUP",0,"N"
"AMP.preg","TAW.preg",0.0454545454545455,"AMP","TAW","AMP.TAW",0.0137,"N"
"AMP.lact","WLV.preg",0.0476190476190476,"AMP","WLV","AMP.WLV",0.0095,"N"
"WOF.lact","AMP.lact",0.0175438596491228,"WOF","AMP","AMP.WOF",0.0126,"N"
"AMP.lact","ZEP.preg",0.0384615384615385,"AMP","ZEP","AMP.ZEP",0,"N"
"ZEP.preg","AMP.preg",0.0392156862745098,"ZEP","AMP","AMP.ZEP",0,"N"
"ANE.juvenile","BSS.cyc",0.0196078431372549,"ANE","BSS","ANE.BSS",0,"N"
"ANE.juvenile","CLO.preg",0.117647058823529,"ANE","CLO","ANE.CLO",0.4747,"Y"
"ANE.juvenile","CLO.lact",0.342857142857143,"ANE","CLO","ANE.CLO",0.4747,"Y"
"COP.preg","ANE.cyc",0.181818181818182,"COP","ANE","ANE.COP",0.0131,"N"
"ANE.juvenile","CYR.cyc",0.0294117647058824,"ANE","CYR","ANE.CYR",0.029,"N"
"DOY.juvenile","ANE.preg",0.12,"DOY","ANE","ANE.DOY",0.193,"Y"
"ANE.cyc","DOY.juvenile",0.307692307692308,"ANE","DOY","ANE.DOY",0.193,"Y"
"ANE.juvenile","DOY.juvenile",0.0769230769230769,"ANE","DOY","ANE.DOY",0.193,"Y"
"EDE.cyc","ANE.juvenile",0.0119047619047619,"EDE","ANE","ANE.EDE",0,"N"
"ANE.cyc","EDE.preg",0.0099009900990099,"ANE","EDE","ANE.EDE",0,"N"
"ANE.juvenile","FSB.juvenile",0.0232558139534884,"ANE","FSB","ANE.FSB",0,"N"
"FUT.juvenile","ANE.juvenile",0.00806451612903226,"FUT","ANE","ANE.FUT",0,"N"
"ANE.juvenile","GAB.preg",0.0277777777777778,"ANE","GAB","ANE.GAB",0,"N"
"ANE.juvenile","GAB.lact",0.03125,"ANE","GAB","ANE.GAB",0,"N"
"ANE.juvenile","GUA.juvenile",0.0204081632653061,"ANE","GUA","ANE.GUA",0,"N"
"ANE.juvenile","HFF.preg",0.0204081632653061,"ANE","HFF","ANE.HFF",0,"N"
"HFF.lact","ANE.cyc",0.0178571428571429,"HFF","ANE","ANE.HFF",0,"N"
"HFF.juvenile","ANE.juvenile",0.012987012987013,"HFF","ANE","ANE.HFF",0,"N"
"ANE.juvenile","MDH.cyc",0.03125,"ANE","MDH","ANE.MDH",0.0026,"N"
"ANE.cyc","MSC.lact",0.0666666666666667,"ANE","MSC","ANE.MSC",0.0368,"N"
"NET.cyc","ANE.cyc",0.0588235294117647,"NET","ANE","ANE.NET",0,"N"
"ANE.juvenile","NIR.cyc",0.0263157894736842,"ANE","NIR","ANE.NIR",0.0043,"N"
"ANE.juvenile","NOE.juvenile",0.0108695652173913,"ANE","NOE","ANE.NOE",0.0058,"N"
"POL.preg","ANE.juvenile",0.133333333333333,"POL","ANE","ANE.POL",0.0078,"N"
"ANE.juvenile","RHO.cyc",0.0232558139534884,"ANE","RHO","ANE.RHO",0.0114,"N"
"RKS.juvenile","ANE.juvenile",0.0476190476190476,"RKS","ANE","ANE.RKS",0,"N"
"ANE.juvenile","RKT.juvenile",0.0185185185185185,"ANE","RKT","ANE.RKT",0,"N"
"ANE.cyc","SEM.juvenile",0.0416666666666667,"ANE","SEM","ANE.SEM",0,"N"
"SKF.lact","ANE.cyc",0.0142857142857143,"SKF","ANE","ANE.SKF",0,"N"
"ANE.juvenile","SQE.juvenile",0.2,"ANE","SQE","ANE.SQE",0.0072,"N"
"TAW.lact","ANE.cyc",0.0333333333333333,"TAW","ANE","ANE.TAW",0.0396,"N"
"TAW.preg","ANE.juvenile",0.147058823529412,"TAW","ANE","ANE.TAW",0.0396,"N"
"TAW.lact","ANE.juvenile",0.0465116279069767,"TAW","ANE","ANE.TAW",0.0396,"N"
"TAW.lact","ANE.preg",0.0434782608695652,"TAW","ANE","ANE.TAW",0.0396,"N"
"TDL.preg","ANE.cyc",0.176470588235294,"TDL","ANE","ANE.TDL",0.0158,"N"
"ANE.preg","TOG.lact",0.0769230769230769,"ANE","TOG","ANE.TOG",0,"N"
"TTM.juvenile","ANE.juvenile",0.0169491525423729,"TTM","ANE","ANE.TTM",0.022,"N"
"TUF.juvenile","ANE.juvenile",0.010989010989011,"TUF","ANE","ANE.TUF",0,"N"
"ANE.juvenile","TUK.preg",0.0625,"ANE","TUK","ANE.TUK",0.097,"N"
"ANE.preg","TUX.juvenile",0.0833333333333333,"ANE","TUX","ANE.TUX",0.0848,"N"
"ANE.cyc","TUX.juvenile",0.0645161290322581,"ANE","TUX","ANE.TUX",0.0848,"N"
"ANE.juvenile","TUX.juvenile",0.08,"ANE","TUX","ANE.TUX",0.0848,"N"
"ANE.juvenile","VBE.preg",0.0208333333333333,"ANE","VBE","ANE.VBE",0.0051,"N"
"ANE.juvenile","WHN.lact",0.0208333333333333,"ANE","WHN","ANE.WHN",0,"N"
"ANE.juvenile","WNG.lact",0.024390243902439,"ANE","WNG","ANE.WNG",0.0024,"N"
"BLM.juvenile","ASN.cyc",0.0178571428571429,"BLM","ASN","ASN.BLM",7e-04,"N"
"ASN.juvenile","BNG.juvenile",0.0169491525423729,"ASN","BNG","ASN.BNG",0.0175,"N"
"ASN.cyc","BNG.preg",0.05,"ASN","BNG","ASN.BNG",0.0175,"N"
"ASN.juvenile","BSS.lact",0.0298507462686567,"ASN","BSS","ASN.BSS",0.0185,"N"
"ASN.juvenile","DJY.juvenile",0.0476190476190476,"ASN","DJY","ASN.DJY",0,"N"
"DOD.juvenile","ASN.juvenile",0.0163934426229508,"DOD","ASN","ASN.DOD",0.4687,"Y"
"DOD.lact","ASN.juvenile",0.0142857142857143,"DOD","ASN","ASN.DOD",0.4687,"Y"
"DOD.cyc","ASN.juvenile",0.0161290322580645,"DOD","ASN","ASN.DOD",0.4687,"Y"
"DOD.preg","ASN.juvenile",0.0317460317460317,"DOD","ASN","ASN.DOD",0.4687,"Y"
"ASN.cyc","DOD.preg",0.0344827586206897,"ASN","DOD","ASN.DOD",0.4687,"Y"
"EDE.juvenile","ASN.juvenile",0.0141843971631206,"EDE","ASN","ASN.EDE",0.201,"Y"
"ASN.juvenile","GMP.cyc",0.0212765957446809,"ASN","GMP","ASN.GMP",7e-04,"N"
"GMP.preg","ASN.juvenile",0.0161290322580645,"GMP","ASN","ASN.GMP",7e-04,"N"
"ASN.juvenile","HFF.juvenile",0.0218978102189781,"ASN","HFF","ASN.HFF",0.1387,"Y"
"HOW.juvenile","ASN.juvenile",0.0196078431372549,"HOW","ASN","ASN.HOW",0,"N"
"KIY.preg","ASN.juvenile",0.00740740740740741,"KIY","ASN","ASN.KIY",0.0016,"N"
"ASN.juvenile","KIY.lact",0.00980392156862745,"ASN","KIY","ASN.KIY",0.0016,"N"
"LEN.cyc","ASN.preg",0.0212765957446809,"LEN","ASN","ASN.LEN",0.3179,"Y"
"ASN.juvenile","LEN.preg",0.0235294117647059,"ASN","LEN","ASN.LEN",0.3179,"Y"
"ASN.juvenile","LEN.juvenile",0.0256410256410256,"ASN","LEN","ASN.LEN",0.3179,"Y"
"ASN.cyc","LYR.juvenile",0.037037037037037,"ASN","LYR","ASN.LYR",0.0177,"N"
"ASN.juvenile","NOE.juvenile",0.032258064516129,"ASN","NOE","ASN.NOE",0.0112,"N"
"ASN.juvenile","OPY.juvenile",0.0307692307692308,"ASN","OPY","ASN.OPY",0,"N"
"RSO.preg","ASN.preg",0.0555555555555556,"RSO","ASN","ASN.RSO",0,"N"
"SKF.preg","ASN.cyc",0.0133333333333333,"SKF","ASN","ASN.SKF",0.2541,"Y"
"ASN.juvenile","SKF.preg",0.00925925925925926,"ASN","SKF","ASN.SKF",0.2541,"Y"
"VLT.juvenile","ASN.juvenile",0.024390243902439,"VLT","ASN","ASN.VLT",0.0046,"N"
"WHN.juvenile","ASN.juvenile",0.0136986301369863,"WHN","ASN","ASN.WHN",0,"N"
"WLV.cyc","ASN.juvenile",0.0208333333333333,"WLV","ASN","ASN.WLV",0,"N"
"WOF.preg","ASN.juvenile",0.0136986301369863,"WOF","ASN","ASN.WOF",0,"N"
"ASN.preg","WOF.cyc",0.03125,"ASN","WOF","ASN.WOF",0,"N"
"WOF.lact","ASN.juvenile",0.0131578947368421,"WOF","ASN","ASN.WOF",0,"N"
"ASN.juvenile","ZEP.juvenile",0.0153846153846154,"ASN","ZEP","ASN.ZEP",0.0208,"N"
"ASN.juvenile","ZIP.preg",0.015625,"ASN","ZIP","ASN.ZIP",0.0777,"N"
"ATH.juvenile","BAD.preg",0.0256410256410256,"ATH","BAD","ATH.BAD",0.1011,"N"
"ATH.cyc","BAD.cyc",0.0181818181818182,"ATH","BAD","ATH.BAD",0.1011,"N"
"ATH.lact","BAD.lact",0.08,"ATH","BAD","ATH.BAD",0.1011,"N"
"BAD.lact","ATH.preg",0.142857142857143,"BAD","ATH","ATH.BAD",0.1011,"N"
"ATH.juvenile","BAD.cyc",0.0363636363636364,"ATH","BAD","ATH.BAD",0.1011,"N"
"ATH.cyc","BAD.preg",0.0277777777777778,"ATH","BAD","ATH.BAD",0.1011,"N"
"ATH.cyc","CLO.juvenile",0.0769230769230769,"ATH","CLO","ATH.CLO",0,"N"
"CLO.lact","ATH.preg",0.0285714285714286,"CLO","ATH","ATH.CLO",0,"N"
"CLO.lact","ATH.cyc",0.0357142857142857,"CLO","ATH","ATH.CLO",0,"N"
"CLO.juvenile","ATH.preg",0.0285714285714286,"CLO","ATH","ATH.CLO",0,"N"
"CLO.juvenile","ATH.lact",0.025,"CLO","ATH","ATH.CLO",0,"N"
"CLV.juvenile","ATH.preg",0.0285714285714286,"CLV","ATH","ATH.CLV",0.0399,"N"
"ATH.cyc","CLV.juvenile",0.0714285714285714,"ATH","CLV","ATH.CLV",0.0399,"N"
"ATH.lact","CLV.juvenile",0.024390243902439,"ATH","CLV","ATH.CLV",0.0399,"N"
"ATH.preg","COP.juvenile",0.0588235294117647,"ATH","COP","ATH.COP",0,"N"
"ATH.lact","COP.juvenile",0.0384615384615385,"ATH","COP","ATH.COP",0,"N"
"DUC.juvenile","ATH.preg",0.0416666666666667,"DUC","ATH","ATH.DUC",0.1273,"Y"
"EDE.juvenile","ATH.lact",0.00847457627118644,"EDE","ATH","ATH.EDE",4e-04,"N"
"FRL.juvenile","ATH.preg",0.0689655172413793,"FRL","ATH","ATH.FRL",0,"N"
"GAB.juvenile","ATH.preg",0.0434782608695652,"GAB","ATH","ATH.GAB",0.0529,"N"
"GAB.lact","ATH.cyc",0.0833333333333333,"GAB","ATH","ATH.GAB",0.0529,"N"
"ATH.lact","HFF.juvenile",0.00826446280991736,"ATH","HFF","ATH.HFF",0,"N"
"ATH.cyc","HRS.juvenile",0.0294117647058824,"ATH","HRS","ATH.HRS",1e-04,"N"
"IBX.preg","ATH.cyc",0.0714285714285714,"IBX","ATH","ATH.IBX",0,"N"
"LIT.juvenile","ATH.juvenile",0.015625,"LIT","ATH","ATH.LIT",0.0165,"N"
"ATH.lact","PEG.preg",0.00840336134453781,"ATH","PEG","ATH.PEG",0,"N"
"ATH.preg","POL.juvenile",0.135135135135135,"ATH","POL","ATH.POL",0.025,"N"
"POL.juvenile","ATH.cyc",0.0909090909090909,"POL","ATH","ATH.POL",0.025,"N"
"POL.lact","ATH.cyc",0.0714285714285714,"POL","ATH","ATH.POL",0.025,"N"
"ATH.lact","POL.juvenile",0.0208333333333333,"ATH","POL","ATH.POL",0.025,"N"
"ATH.lact","SHC.preg",0.0163934426229508,"ATH","SHC","ATH.SHC",0,"N"
"SOG.cyc","ATH.preg",0.0645161290322581,"SOG","ATH","ATH.SOG",0,"N"
"TAW.juvenile","ATH.lact",0.032258064516129,"TAW","ATH","ATH.TAW",0.0452,"N"
"TAW.lact","ATH.lact",0.0882352941176471,"TAW","ATH","ATH.TAW",0.0452,"N"
"TAW.preg","ATH.preg",0.153846153846154,"TAW","ATH","ATH.TAW",0.0452,"N"
"ATH.preg","TUK.cyc",0.024390243902439,"ATH","TUK","ATH.TUK",0,"N"
"ATH.juvenile","TUK.juvenile",0.08,"ATH","TUK","ATH.TUK",0,"N"
"ATH.preg","TUK.preg",0.145833333333333,"ATH","TUK","ATH.TUK",0,"N"
"ATH.cyc","TUK.cyc",0.0285714285714286,"ATH","TUK","ATH.TUK",0,"N"
"ATH.lact","UVE.cyc",0.0416666666666667,"ATH","UVE","ATH.UVE",0,"N"
"ATH.preg","UVE.lact",0.0416666666666667,"ATH","UVE","ATH.UVE",0,"N"
"ATH.lact","WHE.juvenile",0.0416666666666667,"ATH","WHE","ATH.WHE",0.0132,"N"
"ATH.preg","WNG.juvenile",0.0227272727272727,"ATH","WNG","ATH.WNG",0,"N"
"ATH.lact","WOF.lact",0.0147058823529412,"ATH","WOF","ATH.WOF",0.0226,"N"
"BAD.lact","CLO.juvenile",0.0232558139534884,"BAD","CLO","BAD.CLO",0,"N"
"BAD.preg","CLO.juvenile",0.0888888888888889,"BAD","CLO","BAD.CLO",0,"N"
"CLO.lact","BAD.cyc",0.0161290322580645,"CLO","BAD","BAD.CLO",0,"N"
"CLV.juvenile","BAD.lact",0.0769230769230769,"CLV","BAD","BAD.CLV",0,"N"
"CLV.juvenile","BAD.preg",0.024390243902439,"CLV","BAD","BAD.CLV",0,"N"
"COP.juvenile","BAD.lact",0.0833333333333333,"COP","BAD","BAD.COP",0.0013,"N"
"COP.juvenile","BAD.cyc",0.0588235294117647,"COP","BAD","BAD.COP",0.0013,"N"
"CRP.juvenile","BAD.preg",0.0357142857142857,"CRP","BAD","BAD.CRP",0.0408,"N"
"DUC.juvenile","BAD.preg",0.0526315789473684,"DUC","BAD","BAD.DUC",0.0343,"N"
"DUC.juvenile","BAD.lact",0.0303030303030303,"DUC","BAD","BAD.DUC",0.0343,"N"
"EDE.juvenile","BAD.preg",0.00917431192660551,"EDE","BAD","BAD.EDE",0,"N"
"FRL.cyc","BAD.lact",0.0344827586206897,"FRL","BAD","BAD.FRL",0.1038,"N"
"FRL.juvenile","BAD.lact",0.025,"FRL","BAD","BAD.FRL",0.1038,"N"
"FUF.juvenile","BAD.cyc",0.0555555555555556,"FUF","BAD","BAD.FUF",0.2849,"Y"
"BAD.preg","FUF.juvenile",0.0119047619047619,"BAD","FUF","BAD.FUF",0.2849,"Y"
"GAB.juvenile","BAD.preg",0.0285714285714286,"GAB","BAD","BAD.GAB",0.0688,"N"
"GAB.juvenile","BAD.lact",0.0232558139534884,"GAB","BAD","BAD.GAB",0.0688,"N"
"BAD.cyc","GAB.lact",0.0212765957446809,"BAD","GAB","BAD.GAB",0.0688,"N"
"HRS.juvenile","BAD.preg",0.02,"HRS","BAD","BAD.HRS",0,"N"
"LEN.juvenile","BAD.preg",0.0181818181818182,"LEN","BAD","BAD.LEN",0,"N"
"LIT.juvenile","BAD.cyc",0.0326086956521739,"LIT","BAD","BAD.LIT",0.0078,"N"
"MOU.juvenile","BAD.preg",0.00515463917525773,"MOU","BAD","BAD.MOU",0.0542,"N"
"BAD.lact","MOU.juvenile",0.00515463917525773,"BAD","MOU","BAD.MOU",0.0542,"N"
"BAD.cyc","MOU.juvenile",0.0256410256410256,"BAD","MOU","BAD.MOU",0.0542,"N"
"BAD.lact","PEG.preg",0.00763358778625954,"BAD","PEG","BAD.PEG",0,"N"
"BAD.cyc","PEG.juvenile",0.00384615384615385,"BAD","PEG","BAD.PEG",0,"N"
"POL.juvenile","BAD.preg",0.0909090909090909,"POL","BAD","BAD.POL",0.4861,"Y"
"BAD.cyc","POL.lact",0.037037037037037,"BAD","POL","BAD.POL",0.4861,"Y"
"POL.preg","BAD.lact",0.0263157894736842,"POL","BAD","BAD.POL",0.4861,"Y"
"BAD.lact","POL.juvenile",0.130434782608696,"BAD","POL","BAD.POL",0.4861,"Y"
"BAD.cyc","POL.preg",0.0294117647058824,"BAD","POL","BAD.POL",0.4861,"Y"
"BAD.cyc","POL.juvenile",0.0222222222222222,"BAD","POL","BAD.POL",0.4861,"Y"
"BAD.cyc","RHO.juvenile",0.00735294117647059,"BAD","RHO","BAD.RHO",0,"N"
"BAD.lact","RIP.juvenile",0.0142857142857143,"BAD","RIP","BAD.RIP",0,"N"
"BAD.preg","RSO.juvenile",0.0769230769230769,"BAD","RSO","BAD.RSO",0.024,"N"
"SHC.preg","BAD.lact",0.015625,"SHC","BAD","BAD.SHC",0,"N"
"SKF.juvenile","BAD.cyc",0.00471698113207547,"SKF","BAD","BAD.SKF",0,"N"
"BAD.preg","SKF.preg",0.0099009900990099,"BAD","SKF","BAD.SKF",0,"N"
"SOG.juvenile","BAD.cyc",0.0116279069767442,"SOG","BAD","BAD.SOG",0,"N"
"TAW.juvenile","BAD.preg",0.0869565217391304,"TAW","BAD","BAD.TAW",0.1195,"N"
"BAD.lact","TAW.lact",0.0571428571428571,"BAD","TAW","BAD.TAW",0.1195,"N"
"BAD.lact","TAW.juvenile",0.148148148148148,"BAD","TAW","BAD.TAW",0.1195,"N"
"BAD.lact","TAW.preg",0.04,"BAD","TAW","BAD.TAW",0.1195,"N"
"BAD.lact","TUK.preg",0.0882352941176471,"BAD","TUK","BAD.TUK",0.0497,"N"
"BAD.cyc","TUK.juvenile",0.0149253731343284,"BAD","TUK","BAD.TUK",0.0497,"N"
"TUK.cyc","BAD.lact",0.0338983050847458,"TUK","BAD","BAD.TUK",0.0497,"N"
"BAD.preg","TUK.juvenile",0.0188679245283019,"BAD","TUK","BAD.TUK",0.0497,"N"
"UVE.lact","BAD.preg",0.0487804878048781,"UVE","BAD","BAD.UVE",0,"N"
"BAD.lact","UVE.lact",0.0217391304347826,"BAD","UVE","BAD.UVE",0,"N"
"WHN.juvenile","BAD.preg",0.0303030303030303,"WHN","BAD","BAD.WHN",0.02,"N"
"WNG.juvenile","BAD.lact",0.0161290322580645,"WNG","BAD","BAD.WNG",0.0029,"N"
"BAD.cyc","WOF.juvenile",0.0106382978723404,"BAD","WOF","BAD.WOF",0,"N"
"ZEP.juvenile","BAD.preg",0.0185185185185185,"ZEP","BAD","BAD.ZEP",0,"N"
"BAD.preg","ZIP.preg",0.0123456790123457,"BAD","ZIP","BAD.ZIP",0,"N"
"BLB.lact","KIT.juvenile",0.0169491525423729,"BLB","KIT","BLB.KIT",0.0792,"N"
"BLI.lact","CRV.juvenile",0.0111111111111111,"BLI","CRV","BLI.CRV",0.0324,"N"
"DEM.lact","BLI.lact",0.00884955752212389,"DEM","BLI","BLI.DEM",0.0395,"N"
"BLI.lact","EED.cyc",0.0373134328358209,"BLI","EED","BLI.EED",0.0051,"N"
"FNT.juvenile","BLI.lact",0.0294117647058824,"FNT","BLI","BLI.FNT",0.0235,"N"
"LIC.juvenile","BLI.lact",0.00523560209424084,"LIC","BLI","BLI.LIC",0,"N"
"MOU.juvenile","BLI.lact",0.00520833333333333,"MOU","BLI","BLI.MOU",0,"N"
"NIC.juvenile","BLI.lact",0.043859649122807,"NIC","BLI","BLI.NIC",0.0238,"N"
"BLI.lact","PEG.juvenile",0.00735294117647059,"BLI","PEG","BLI.PEG",0.0092,"N"
"BLI.lact","PEG.preg",0.00666666666666667,"BLI","PEG","BLI.PEG",0.0092,"N"
"PHA.lact","BLI.lact",0.00961538461538462,"PHA","BLI","BLI.PHA",0,"N"
"PIC.juvenile","BLI.lact",0.00321543408360129,"PIC","BLI","BLI.PIC",0,"N"
"BLI.lact","PUC.juvenile",0.0382165605095541,"BLI","PUC","BLI.PUC",0,"N"
"BLI.lact","RIP.juvenile",0.0675675675675676,"BLI","RIP","BLI.RIP",0.4946,"Y"
"BLI.lact","SHC.juvenile",0.00332225913621262,"BLI","SHC","BLI.SHC",0,"N"
"BLI.lact","SKF.juvenile",0.0133333333333333,"BLI","SKF","BLI.SKF",0,"N"
"SOG.juvenile","BLI.lact",0.0263157894736842,"SOG","BLI","BLI.SOG",0,"N"
"SUR.juvenile","BLI.lact",0.00617283950617284,"SUR","BLI","BLI.SUR",0,"N"
"TUK.cyc","BLI.lact",0.0102040816326531,"TUK","BLI","BLI.TUK",0.0132,"N"
"WNG.juvenile","BLI.lact",0.0142857142857143,"WNG","BLI","BLI.WNG",0,"N"
"ZIP.cyc","BLI.lact",0.0679611650485437,"ZIP","BLI","BLI.ZIP",0.0405,"N"
"ZIP.preg","BLI.lact",0.0396039603960396,"ZIP","BLI","BLI.ZIP",0.0405,"N"
"BLK.lact","BSS.lact",0.0263157894736842,"BLK","BSS","BLK.BSS",0,"N"
"BLK.cyc","CHL.juvenile",0.0476190476190476,"BLK","CHL","BLK.CHL",0.0181,"N"
"CHL.juvenile","BLK.juvenile",0.03125,"CHL","BLK","BLK.CHL",0.0181,"N"
"BLK.preg","CHL.lact",0.0555555555555556,"BLK","CHL","BLK.CHL",0.0181,"N"
"BLK.cyc","EDE.cyc",0.0163934426229508,"BLK","EDE","BLK.EDE",6e-04,"N"
"ENC.juvenile","BLK.preg",0.0714285714285714,"ENC","BLK","BLK.ENC",0.0648,"N"
"BLK.juvenile","GOD.preg",0.027027027027027,"BLK","GOD","BLK.GOD",0.0992,"N"
"JUM.cyc","BLK.cyc",0.0666666666666667,"JUM","BLK","BLK.JUM",0,"N"
"BLK.juvenile","KIY.juvenile",0.00558659217877095,"BLK","KIY","BLK.KIY",0,"N"
"LIF.lact","BLK.juvenile",0.0238095238095238,"LIF","BLK","BLK.LIF",0,"N"
"BLK.lact","LIF.lact",0.04,"BLK","LIF","BLK.LIF",0,"N"
"LIF.lact","BLK.preg",0.0416666666666667,"LIF","BLK","BLK.LIF",0,"N"
"BLK.lact","LOO.juvenile",0.0384615384615385,"BLK","LOO","BLK.LOO",0.0333,"N"
