"ID1","ID2","weight","Dolphin.ID1","Dolphin.ID2","IDPair","DyadML","Closekin"
"MYS.juvenile","BLK.juvenile",0.027027027027027,"MYS","BLK","BLK.MYS",0.0872,"N"
"MYS.juvenile","BLK.lact",0.0344827586206897,"MYS","BLK","BLK.MYS",0.0872,"N"
"BLK.preg","MYS.lact",0.0434782608695652,"BLK","MYS","BLK.MYS",0.0872,"N"
"BLK.cyc","MYS.lact",0.0588235294117647,"BLK","MYS","BLK.MYS",0.0872,"N"
"BLK.preg","MYS.juvenile",0.0357142857142857,"BLK","MYS","BLK.MYS",0.0872,"N"
"BLK.cyc","NOE.cyc",0.05,"BLK","NOE","BLK.NOE",0.0764,"N"
"NOE.preg","BLK.preg",0.0357142857142857,"NOE","BLK","BLK.NOE",0.0764,"N"
"BLK.lact","NOE.juvenile",0.0112359550561798,"BLK","NOE","BLK.NOE",0.0764,"N"
"OLI.cyc","BLK.lact",0.0357142857142857,"OLI","BLK","BLK.OLI",0,"N"
"BLK.preg","PZL.preg",0.0416666666666667,"BLK","PZL","BLK.PZL",0.0478,"N"
"BLK.cyc","PZL.lact",0.0588235294117647,"BLK","PZL","BLK.PZL",0.0478,"N"
"BLK.preg","SCT.lact",0.105263157894737,"BLK","SCT","BLK.SCT",0.0437,"N"
"SEQ.juvenile","BLK.lact",0.0256410256410256,"SEQ","BLK","BLK.SEQ",0.0399,"N"
"SEQ.juvenile","BLK.juvenile",0.0212765957446809,"SEQ","BLK","BLK.SEQ",0.0399,"N"
"BLK.cyc","SHC.cyc",0.0285714285714286,"BLK","SHC","BLK.SHC",0.0113,"N"
"SHC.lact","BLK.lact",0.0151515151515152,"SHC","BLK","BLK.SHC",0.0113,"N"
"BLK.juvenile","SUM.juvenile",0.0357142857142857,"BLK","SUM","BLK.SUM",0.0209,"N"
"BLK.juvenile","TAF.preg",0.0227272727272727,"BLK","TAF","BLK.TAF",0.033,"N"
"BLK.juvenile","TAF.cyc",0.0434782608695652,"BLK","TAF","BLK.TAF",0.033,"N"
"TAM.preg","BLK.cyc",0.0625,"TAM","BLK","BLK.TAM",0.0794,"N"
"BLM.juvenile","BSS.cyc",0.0416666666666667,"BLM","BSS","BLM.BSS",0.4951,"Y"
"BSS.preg","BLM.juvenile",0.189655172413793,"BSS","BLM","BLM.BSS",0.4951,"Y"
"BLM.juvenile","DCH.juvenile",0.012987012987013,"BLM","DCH","BLM.DCH",0.0073,"N"
"EDE.preg","BLM.juvenile",0.0561797752808989,"EDE","BLM","BLM.EDE",0,"N"
"BLM.juvenile","EDE.lact",0.08,"BLM","EDE","BLM.EDE",0,"N"
"BLM.juvenile","FUT.juvenile",0.08,"BLM","FUT","BLM.FUT",0.015,"N"
"BLM.juvenile","GEK.juvenile",0.012987012987013,"BLM","GEK","BLM.GEK",0,"N"
"BLM.juvenile","HFF.cyc",0.103448275862069,"BLM","HFF","BLM.HFF",0.0627,"N"
"BLM.juvenile","HFF.preg",0.0606060606060606,"BLM","HFF","BLM.HFF",0.0627,"N"
"JUI.preg","BLM.juvenile",0.0153846153846154,"JUI","BLM","BLM.JUI",0,"N"
"KIY.lact","BLM.juvenile",0.0422535211267606,"KIY","BLM","BLM.KIY",0,"N"
"BLM.juvenile","KIY.preg",0.024,"BLM","KIY","BLM.KIY",0,"N"
"BLM.juvenile","LEN.cyc",0.0333333333333333,"BLM","LEN","BLM.LEN",0.0344,"N"
"BLM.juvenile","NOE.juvenile",0.0857142857142857,"BLM","NOE","BLM.NOE",0.042,"N"
"BLM.juvenile","OPY.juvenile",0.0142857142857143,"BLM","OPY","BLM.OPY",0.012,"N"
"BLM.juvenile","PIC.preg",0.0384615384615385,"BLM","PIC","BLM.PIC",0,"N"
"RHO.cyc","BLM.juvenile",0.0327868852459016,"RHO","BLM","BLM.RHO",0,"N"
"BLM.juvenile","RKS.juvenile",0.0172413793103448,"BLM","RKS","BLM.RKS",0.0071,"N"
"RKT.juvenile","BLM.juvenile",0.138888888888889,"RKT","BLM","BLM.RKT",0.0153,"N"
"SKF.preg","BLM.juvenile",0.0555555555555556,"SKF","BLM","BLM.SKF",0.1093,"N"
"SON.juvenile","BLM.juvenile",0.105882352941176,"SON","BLM","BLM.SON",0.003,"N"
"TTM.lact","BLM.juvenile",0.0158730158730159,"TTM","BLM","BLM.TTM",0,"N"
"TTM.juvenile","BLM.juvenile",0.0181818181818182,"TTM","BLM","BLM.TTM",0,"N"
"TUF.juvenile","BLM.juvenile",0.0786516853932584,"TUF","BLM","BLM.TUF",0.0686,"N"
"WHN.lact","BLM.juvenile",0.0144927536231884,"WHN","BLM","BLM.WHN",0,"N"
"WHO.cyc","BLM.juvenile",0.0166666666666667,"WHO","BLM","BLM.WHO",0.0784,"N"
"BLM.juvenile","WIY.juvenile",0.101851851851852,"BLM","WIY","BLM.WIY",0.0371,"N"
"WOF.preg","BLM.juvenile",0.105263157894737,"WOF","BLM","BLM.WOF",0.1086,"N"
"WOF.cyc","BLM.juvenile",0.0666666666666667,"WOF","BLM","BLM.WOF",0.1086,"N"
"ZEP.preg","BLM.juvenile",0.0344827586206897,"ZEP","BLM","BLM.ZEP",0,"N"
"BLM.juvenile","ZIP.preg",0.0526315789473684,"BLM","ZIP","BLM.ZIP",0.0069,"N"
"COI.juvenile","BNG.juvenile",0.0384615384615385,"COI","BNG","BNG.COI",0.0101,"N"
"CSK.juvenile","BNG.juvenile",0.04,"CSK","BNG","BNG.CSK",0.0334,"N"
"DOD.preg","BNG.preg",0.1,"DOD","BNG","BNG.DOD",0,"N"
"DOD.lact","BNG.lact",0.0810810810810811,"DOD","BNG","BNG.DOD",0,"N"
"FRK.juvenile","BNG.lact",0.032258064516129,"FRK","BNG","BNG.FRK",0,"N"
"FRK.juvenile","BNG.preg",0.0357142857142857,"FRK","BNG","BNG.FRK",0,"N"
"BNG.preg","GEK.juvenile",0.02,"BNG","GEK","BNG.GEK",0.0066,"N"
"BNG.preg","GMP.lact",0.115384615384615,"BNG","GMP","BNG.GMP",0,"N"
"BNG.lact","GUA.juvenile",0.0196078431372549,"BNG","GUA","BNG.GUA",0.0059,"N"
"HAT.juvenile","BNG.juvenile",0.037037037037037,"HAT","BNG","BNG.HAT",0.02,"N"
"BNG.juvenile","JMY.juvenile",0.03125,"BNG","JMY","BNG.JMY",0.0148,"N"
"BNG.juvenile","JNI.preg",0.0344827586206897,"BNG","JNI","BNG.JNI",0.0215,"N"
"LEN.preg","BNG.preg",0.0178571428571429,"LEN","BNG","BNG.LEN",0,"N"
"BNG.cyc","LYR.juvenile",0.0833333333333333,"BNG","LYR","BNG.LYR",0.1305,"Y"
"BNG.preg","LYR.juvenile",0.0333333333333333,"BNG","LYR","BNG.LYR",0.1305,"Y"
"NOE.juvenile","BNG.cyc",0.0108695652173913,"NOE","BNG","BNG.NOE",0.0033,"N"
"OPY.juvenile","BNG.lact",0.0158730158730159,"OPY","BNG","BNG.OPY",0,"N"
"PWE.juvenile","BNG.lact",0.0263157894736842,"PWE","BNG","BNG.PWE",0.0065,"N"
"BNG.preg","RDC.juvenile",0.0294117647058824,"BNG","RDC","BNG.RDC",0.0098,"N"
"RSH.preg","BNG.juvenile",0.0454545454545455,"RSH","BNG","BNG.RSH",0.0085,"N"
"BNG.juvenile","SCT.cyc",0.0454545454545455,"BNG","SCT","BNG.SCT",0.0281,"N"
"TUF.juvenile","BNG.lact",0.0153846153846154,"TUF","BNG","BNG.TUF",0,"N"
"BNG.preg","VBE.cyc",0.0476190476190476,"BNG","VBE","BNG.VBE",0.023,"N"
"BNG.juvenile","VBE.juvenile",0.0263157894736842,"BNG","VBE","BNG.VBE",0.023,"N"
"WOF.juvenile","BNG.juvenile",0.02,"WOF","BNG","BNG.WOF",0,"N"
"BNG.juvenile","ZEP.juvenile",0.0147058823529412,"BNG","ZEP","BNG.ZEP",0,"N"
"BNG.juvenile","ZIP.preg",0.0196078431372549,"BNG","ZIP","BNG.ZIP",0,"N"
"CHL.juvenile","BOM.preg",0.03125,"CHL","BOM","BOM.CHL",0.0097,"N"
"BOM.cyc","CSK.lact",0.0476190476190476,"BOM","CSK","BOM.CSK",0.1104,"N"
"BOM.preg","CSK.juvenile",0.0238095238095238,"BOM","CSK","BOM.CSK",0.1104,"N"
"BOM.cyc","ENC.juvenile",0.0476190476190476,"BOM","ENC","BOM.ENC",0.0284,"N"
"GMP.juvenile","BOM.cyc",0.0188679245283019,"GMP","BOM","BOM.GMP",0,"N"
"JMY.cyc","BOM.cyc",0.0526315789473684,"JMY","BOM","BOM.JMY",0.0132,"N"
"BOM.cyc","RSH.lact",0.0277777777777778,"BOM","RSH","BOM.RSH",0.0197,"N"
"BOM.preg","SCT.preg",0.0344827586206897,"BOM","SCT","BOM.SCT",0,"N"
"BOM.preg","SUM.juvenile",0.0227272727272727,"BOM","SUM","BOM.SUM",0.0201,"N"
"BOM.preg","TUL.juvenile",0.0967741935483871,"BOM","TUL","BOM.TUL",0,"N"
"BOM.cyc","TUL.cyc",0.0526315789473684,"BOM","TUL","BOM.TUL",0,"N"
"PHX.juvenile","BOR.juvenile",0.0434782608695652,"PHX","BOR","BOR.PHX",0,"N"
"BOR.juvenile","WOP.juvenile",0.1,"BOR","WOP","BOR.WOP",0.2066,"Y"
"BRE.preg","PEG.juvenile",0.00423728813559322,"BRE","PEG","BRE.PEG",0.0571,"N"
"PIC.juvenile","BRE.cyc",0.00338983050847458,"PIC","BRE","BRE.PIC",0.0075,"N"
"PIC.juvenile","BRE.preg",0.00334448160535117,"PIC","BRE","BRE.PIC",0.0075,"N"
"BRE.preg","TUN.preg",0.0416666666666667,"BRE","TUN","BRE.TUN",0.0224,"N"
"BUT.lact","BRP.juvenile",0.1,"BUT","BRP","BRP.BUT",0,"N"
"CLV.cyc","BRP.juvenile",0.0666666666666667,"CLV","BRP","BRP.CLV",0.0313,"N"
"DCH.juvenile","BRP.juvenile",0.0625,"DCH","BRP","BRP.DCH",0.0082,"N"
"BRP.juvenile","DJY.juvenile",0.230769230769231,"BRP","DJY","BRP.DJY",0.0462,"N"
"NIR.preg","BRP.juvenile",0.0333333333333333,"NIR","BRP","BRP.NIR",0.0021,"N"
"PDR.juvenile","BRP.juvenile",0.0769230769230769,"PDR","BRP","BRP.PDR",0.0339,"N"
"RKS.juvenile","BRP.juvenile",0.285714285714286,"RKS","BRP","BRP.RKS",0.0228,"N"
"RKT.juvenile","BRP.juvenile",0.0212765957446809,"RKT","BRP","BRP.RKT",0,"N"
"RSO.preg","BRP.juvenile",0.111111111111111,"RSO","BRP","BRP.RSO",0.0304,"N"
"BRP.juvenile","VLT.juvenile",0.181818181818182,"BRP","VLT","BRP.VLT",0.0032,"N"
"WLV.lact","BRP.juvenile",0.0454545454545455,"WLV","BRP","BRP.WLV",0,"N"
"CSK.juvenile","BSC.juvenile",0.0277777777777778,"CSK","BSC","BSC.CSK",0.0334,"N"
"BSC.juvenile","HNK.cyc",0.0526315789473684,"BSC","HNK","BSC.HNK",0.0067,"N"
"NUM.preg","BSC.juvenile",0.0714285714285714,"NUM","BSC","BSC.NUM",0.0224,"N"
"BSC.juvenile","PSI.juvenile",0.0714285714285714,"BSC","PSI","BSC.PSI",0,"N"
"BSC.juvenile","SUM.juvenile",0.0606060606060606,"BSC","SUM","BSC.SUM",0.0098,"N"
"BSC.juvenile","TAF.lact",0.0588235294117647,"BSC","TAF","BSC.TAF",0.0072,"N"
"TAM.preg","BSC.juvenile",0.05,"TAM","BSC","BSC.TAM",2e-04,"N"
"BUT.juvenile","BSS.cyc",0.025,"BUT","BSS","BSS.BUT",0.0018,"N"
"CLO.preg","BSS.cyc",0.102564102564103,"CLO","BSS","BSS.CLO",0.0084,"N"
"BSS.preg","DCH.juvenile",0.0454545454545455,"BSS","DCH","BSS.DCH",0,"N"
"BSS.cyc","EDE.juvenile",0.0143884892086331,"BSS","EDE","BSS.EDE",0,"N"
"EDE.preg","BSS.preg",0.115702479338843,"EDE","BSS","BSS.EDE",0,"N"
"BSS.preg","EDE.juvenile",0.0104166666666667,"BSS","EDE","BSS.EDE",0,"N"
"BSS.lact","EDE.juvenile",0.0583333333333333,"BSS","EDE","BSS.EDE",0,"N"
"BSS.preg","EDE.cyc",0.00925925925925926,"BSS","EDE","BSS.EDE",0,"N"
"BSS.cyc","EDE.cyc",0.0576923076923077,"BSS","EDE","BSS.EDE",0,"N"
"FLF.juvenile","BSS.preg",0.012987012987013,"FLF","BSS","BSS.FLF",0,"N"
"BSS.cyc","FUT.juvenile",0.0193548387096774,"BSS","FUT","BSS.FUT",0,"N"
"BSS.lact","FUT.juvenile",0.0193548387096774,"BSS","FUT","BSS.FUT",0,"N"
"BSS.preg","FUT.juvenile",0.0883977900552486,"BSS","FUT","BSS.FUT",0,"N"
"GAB.lact","BSS.preg",0.010752688172043,"GAB","BSS","BSS.GAB",0.0557,"N"
"GAB.preg","BSS.preg",0.0103092783505155,"GAB","BSS","BSS.GAB",0.0557,"N"
"GEK.juvenile","BSS.preg",0.00952380952380952,"GEK","BSS","BSS.GEK",0,"N"
"GUA.juvenile","BSS.cyc",0.015625,"GUA","BSS","BSS.GUA",0.025,"N"
"HFF.cyc","BSS.preg",0.0526315789473684,"HFF","BSS","BSS.HFF",0,"N"
"HFF.juvenile","BSS.preg",0.0804597701149425,"HFF","BSS","BSS.HFF",0,"N"
"BSS.lact","HFF.juvenile",0.0569105691056911,"BSS","HFF","BSS.HFF",0,"N"
"BSS.cyc","HFF.juvenile",0.0214285714285714,"BSS","HFF","BSS.HFF",0,"N"
"HOW.juvenile","BSS.cyc",0.0212765957446809,"HOW","BSS","BSS.HOW",0.0057,"N"
"JUI.preg","BSS.preg",0.00952380952380952,"JUI","BSS","BSS.JUI",0,"N"
"BSS.cyc","JUI.juvenile",0.0161290322580645,"BSS","JUI","BSS.JUI",0,"N"
"BSS.juvenile","KIY.juvenile",0.025,"BSS","KIY","BSS.KIY",0.0075,"N"
"KIY.preg","BSS.preg",0.0114285714285714,"KIY","BSS","BSS.KIY",0.0075,"N"
"KIY.preg","BSS.juvenile",0.00975609756097561,"KIY","BSS","BSS.KIY",0.0075,"N"
"BSS.lact","KIY.preg",0.00884955752212389,"BSS","KIY","BSS.KIY",0.0075,"N"
"KIY.lact","BSS.lact",0.0441176470588235,"KIY","BSS","BSS.KIY",0.0075,"N"
"BSS.preg","LEN.juvenile",0.0298507462686567,"BSS","LEN","BSS.LEN",0.0327,"N"
"BSS.lact","LEN.preg",0.05,"BSS","LEN","BSS.LEN",0.0327,"N"
"LEN.cyc","BSS.cyc",0.0819672131147541,"LEN","BSS","BSS.LEN",0.0327,"N"
"BSS.juvenile","LEN.juvenile",0.0769230769230769,"BSS","LEN","BSS.LEN",0.0327,"N"
"LEN.preg","BSS.preg",0.118181818181818,"LEN","BSS","BSS.LEN",0.0327,"N"
"LEN.juvenile","BSS.cyc",0.0117647058823529,"LEN","BSS","BSS.LEN",0.0327,"N"
"BSS.preg","MOU.cyc",0.029126213592233,"BSS","MOU","BSS.MOU",0.0819,"N"
"NIR.cyc","BSS.preg",0.0104166666666667,"NIR","BSS","BSS.NIR",0,"N"
"NIR.lact","BSS.lact",0.0666666666666667,"NIR","BSS","BSS.NIR",0,"N"
"BSS.cyc","NIR.cyc",0.0476190476190476,"BSS","NIR","BSS.NIR",0,"N"
"BSS.preg","NIR.preg",0.0208333333333333,"BSS","NIR","BSS.NIR",0,"N"
"BSS.lact","NOE.juvenile",0.0104166666666667,"BSS","NOE","BSS.NOE",0.0744,"N"
"BSS.preg","NOE.juvenile",0.0364963503649635,"BSS","NOE","BSS.NOE",0.0744,"N"
"BSS.cyc","NOE.juvenile",0.0285714285714286,"BSS","NOE","BSS.NOE",0.0744,"N"
"PDR.juvenile","BSS.preg",0.0103092783505155,"PDR","BSS","BSS.PDR",0,"N"
"BSS.preg","PEG.preg",0.0454545454545455,"BSS","PEG","BSS.PEG",0.1933,"Y"
"PEG.lact","BSS.lact",0.0454545454545455,"PEG","BSS","BSS.PEG",0.1933,"Y"
"BSS.juvenile","PEG.lact",0.0994764397905759,"BSS","PEG","BSS.PEG",0.1933,"Y"
"BSS.preg","PIC.preg",0.0421940928270042,"BSS","PIC","BSS.PIC",0,"N"
"PIC.preg","BSS.juvenile",0.00350877192982456,"PIC","BSS","BSS.PIC",0,"N"
"POL.juvenile","BSS.juvenile",0.00793650793650794,"POL","BSS","BSS.POL",0,"N"
"BSS.preg","POL.lact",0.0105263157894737,"BSS","POL","BSS.POL",0,"N"
"RBD.juvenile","BSS.juvenile",0.0111111111111111,"RBD","BSS","BSS.RBD",0,"N"
"RHO.preg","BSS.lact",0.0222222222222222,"RHO","BSS","BSS.RHO",0,"N"
"RHO.lact","BSS.lact",0.0487804878048781,"RHO","BSS","BSS.RHO",0,"N"
"BSS.cyc","RHO.preg",0.037037037037037,"BSS","RHO","BSS.RHO",0,"N"
"RHO.lact","BSS.cyc",0.0566037735849057,"RHO","BSS","BSS.RHO",0,"N"
"RHO.juvenile","BSS.juvenile",0.171779141104294,"RHO","BSS","BSS.RHO",0,"N"
"RHO.cyc","BSS.preg",0.00854700854700855,"RHO","BSS","BSS.RHO",0,"N"
"BSS.juvenile","RIP.cyc",0.00769230769230769,"BSS","RIP","BSS.RIP",0.0086,"N"
"BSS.lact","RKS.juvenile",0.142857142857143,"BSS","RKS","BSS.RKS",0,"N"
"RKT.juvenile","BSS.preg",0.0508474576271186,"RKT","BSS","BSS.RKT",0.0744,"N"
"BSS.cyc","RKT.juvenile",0.024390243902439,"BSS","RKT","BSS.RKT",0.0744,"N"
"RLF.juvenile","BSS.juvenile",0.037037037037037,"RLF","BSS","BSS.RLF",0.0132,"N"
"RSO.lact","BSS.lact",0.0344827586206897,"RSO","BSS","BSS.RSO",0,"N"
"RSO.preg","BSS.preg",0.0112359550561798,"RSO","BSS","BSS.RSO",0,"N"
"BSS.preg","RSO.cyc",0.0111111111111111,"BSS","RSO","BSS.RSO",0,"N"
"SHC.lact","BSS.juvenile",0.00613496932515337,"SHC","BSS","BSS.SHC",0.2449,"Y"
"SHC.cyc","BSS.cyc",0.0161290322580645,"SHC","BSS","BSS.SHC",0.2449,"Y"
"BSS.juvenile","SHC.juvenile",0.031055900621118,"BSS","SHC","BSS.SHC",0.2449,"Y"
"SHC.preg","BSS.preg",0.0254237288135593,"SHC","BSS","BSS.SHC",0.2449,"Y"
"SHC.lact","BSS.lact",0.0757575757575758,"SHC","BSS","BSS.SHC",0.2449,"Y"
"SKF.preg","BSS.preg",0.0866666666666667,"SKF","BSS","BSS.SKF",0,"N"
"BSS.lact","SKF.preg",0.04,"BSS","SKF","BSS.SKF",0,"N"
"BSS.cyc","SKF.lact",0.0111111111111111,"BSS","SKF","BSS.SKF",0,"N"
"SKF.juvenile","BSS.juvenile",0.0821917808219178,"SKF","BSS","BSS.SKF",0,"N"
"SKF.lact","BSS.preg",0.0289855072463768,"SKF","BSS","BSS.SKF",0,"N"
"BSS.cyc","SKF.preg",0.00884955752212389,"BSS","SKF","BSS.SKF",0,"N"
"BSS.juvenile","SKF.preg",0.0261780104712042,"BSS","SKF","BSS.SKF",0,"N"
"BSS.juvenile","SKF.lact",0.0182926829268293,"BSS","SKF","BSS.SKF",0,"N"
"SOG.cyc","BSS.preg",0.00943396226415094,"SOG","BSS","BSS.SOG",0.0118,"N"
"SON.juvenile","BSS.preg",0.0173913043478261,"SON","BSS","BSS.SON",0.0165,"N"
"SUP.juvenile","BSS.preg",0.010752688172043,"SUP","BSS","BSS.SUP",0,"N"
"BSS.preg","TAW.lact",0.01,"BSS","TAW","BSS.TAW",0.087,"N"
"BSS.preg","TTM.preg",0.010752688172043,"BSS","TTM","BSS.TTM",0,"N"
"TTM.juvenile","BSS.lact",0.0138888888888889,"TTM","BSS","BSS.TTM",0,"N"
"BSS.preg","TTM.juvenile",0.024390243902439,"BSS","TTM","BSS.TTM",0,"N"
"TUF.juvenile","BSS.cyc",0.0125,"TUF","BSS","BSS.TUF",0,"N"
"TUF.juvenile","BSS.preg",0.00806451612903226,"TUF","BSS","BSS.TUF",0,"N"
"WHN.preg","BSS.preg",0.0103092783505155,"WHN","BSS","BSS.WHN",0,"N"
"BSS.preg","WHN.lact",0.00943396226415094,"BSS","WHN","BSS.WHN",0,"N"
"BSS.lact","WHN.juvenile",0.0192307692307692,"BSS","WHN","BSS.WHN",0,"N"
"WHO.juvenile","BSS.juvenile",0.00943396226415094,"WHO","BSS","BSS.WHO",0.1426,"Y"
"BSS.lact","WHO.lact",0.037037037037037,"BSS","WHO","BSS.WHO",0.1426,"Y"
"WHT.lact","BSS.preg",0.0105263157894737,"WHT","BSS","BSS.WHT",0.029,"N"
"BSS.lact","WHT.lact",0.0303030303030303,"BSS","WHT","BSS.WHT",0.029,"N"
"BSS.preg","WIY.juvenile",0.0357142857142857,"BSS","WIY","BSS.WIY",0.0642,"N"
"BSS.lact","WLV.lact",0.027027027027027,"BSS","WLV","BSS.WLV",0.0168,"N"
"BSS.preg","WLV.lact",0.0210526315789474,"BSS","WLV","BSS.WLV",0.0168,"N"
"BSS.preg","WOF.preg",0.0642201834862385,"BSS","WOF","BSS.WOF",0,"N"
"WOF.preg","BSS.lact",0.0888888888888889,"WOF","BSS","BSS.WOF",0,"N"
"BSS.cyc","WOF.cyc",0.0192307692307692,"BSS","WOF","BSS.WOF",0,"N"
"BSS.preg","WOF.cyc",0.0294117647058824,"BSS","WOF","BSS.WOF",0,"N"
"BSS.lact","WOF.lact",0.0961538461538462,"BSS","WOF","BSS.WOF",0,"N"
"WOF.lact","BSS.cyc",0.0634920634920635,"WOF","BSS","BSS.WOF",0,"N"
"WOF.juvenile","BSS.juvenile",0.202614379084967,"WOF","BSS","BSS.WOF",0,"N"
"ZEP.juvenile","BSS.juvenile",0.0789473684210526,"ZEP","BSS","BSS.ZEP",0.0369,"N"
"BSS.preg","ZEP.cyc",0.115789473684211,"BSS","ZEP","BSS.ZEP",0.0369,"N"
"ZEP.preg","BSS.preg",0.03125,"ZEP","BSS","BSS.ZEP",0.0369,"N"
"ZIP.cyc","BSS.juvenile",0.0285714285714286,"ZIP","BSS","BSS.ZIP",0.0108,"N"
"ZIP.cyc","BSS.preg",0.0462962962962963,"ZIP","BSS","BSS.ZIP",0.0108,"N"
"BSS.preg","ZIP.preg",0.0384615384615385,"BSS","ZIP","BSS.ZIP",0.0108,"N"
"ZIP.preg","BSS.juvenile",0.0137931034482759,"ZIP","BSS","BSS.ZIP",0.0108,"N"
"ZIP.lact","BSS.juvenile",0.0364963503649635,"ZIP","BSS","BSS.ZIP",0.0108,"N"
"BUT.lact","CLV.cyc",0.0833333333333333,"BUT","CLV","BUT.CLV",0,"N"
"BUT.lact","DCH.juvenile",0.0227272727272727,"BUT","DCH","BUT.DCH",0.0344,"N"
"BUT.lact","DJY.juvenile",0.0714285714285714,"BUT","DJY","BUT.DJY",0,"N"
"BUT.juvenile","EDE.juvenile",0.00884955752212389,"BUT","EDE","BUT.EDE",0.1116,"N"
"JUI.preg","BUT.lact",0.0512820512820513,"JUI","BUT","BUT.JUI",0.0726,"N"
"BUT.juvenile","JUI.juvenile",0.0384615384615385,"BUT","JUI","BUT.JUI",0.0726,"N"
"NIR.preg","BUT.lact",0.037037037037037,"NIR","BUT","BUT.NIR",0,"N"
"PDR.juvenile","BUT.lact",0.0526315789473684,"PDR","BUT","BUT.PDR",0,"N"
"BUT.juvenile","PDR.juvenile",0.0526315789473684,"BUT","PDR","BUT.PDR",0,"N"
"RHO.lact","BUT.lact",0.0277777777777778,"RHO","BUT","BUT.RHO",0.2544,"Y"
"BUT.juvenile","RHO.preg",0.0238095238095238,"BUT","RHO","BUT.RHO",0.2544,"Y"
"BUT.lact","RSO.preg",0.0666666666666667,"BUT","RSO","BUT.RSO",0,"N"
"SOG.cyc","BUT.lact",0.0588235294117647,"SOG","BUT","BUT.SOG",0.0892,"N"
"VLT.juvenile","BUT.juvenile",0.0666666666666667,"VLT","BUT","BUT.VLT",0.0053,"N"
"VLT.juvenile","BUT.lact",0.0625,"VLT","BUT","BUT.VLT",0.0053,"N"
"WLV.lact","BUT.lact",0.0555555555555556,"WLV","BUT","BUT.WLV",0,"N"
"WOF.cyc","BUT.juvenile",0.0344827586206897,"WOF","BUT","BUT.WOF",0,"N"
"BZD.juvenile","DCK.juvenile",0.0416666666666667,"BZD","DCK","BZD.DCK",0,"N"
"BZD.juvenile","GMP.cyc",0.05,"BZD","GMP","BZD.GMP",0,"N"
"BZD.juvenile","WOP.preg",0.227272727272727,"BZD","WOP","BZD.WOP",0.0544,"N"
"CSK.juvenile","CAD.juvenile",0.0294117647058824,"CSK","CAD","CAD.CSK",0.039,"N"
"HAT.juvenile","CAD.juvenile",0.032258064516129,"HAT","CAD","CAD.HAT",0,"N"
"CAD.juvenile","JMY.juvenile",0.0232558139534884,"CAD","JMY","CAD.JMY",0.0045,"N"
"RIP.preg","CAD.juvenile",0.0476190476190476,"RIP","CAD","CAD.RIP",0.0063,"N"
"SUM.juvenile","CAD.juvenile",0.0645161290322581,"SUM","CAD","CAD.SUM",0.0262,"N"
"ENC.juvenile","CCU.juvenile",0.0555555555555556,"ENC","CCU","CCU.ENC",0.0222,"N"
"GEK.juvenile","CCU.juvenile",0.027027027027027,"GEK","CCU","CCU.GEK",0.0152,"N"
"LOO.juvenile","CCU.juvenile",0.0769230769230769,"LOO","CCU","CCU.LOO",0.0325,"N"
"NUM.lact","CCU.juvenile",0.117647058823529,"NUM","CCU","CCU.NUM",0.4872,"Y"
"CCU.juvenile","NUM.preg",0.0625,"CCU","NUM","CCU.NUM",0.4872,"Y"
"CCU.juvenile","TUF.juvenile",0.0217391304347826,"CCU","TUF","CCU.TUF",0.004,"N"
"VBE.lact","CCU.juvenile",0.0416666666666667,"VBE","CCU","CCU.VBE",0,"N"
"CDB.juvenile","COI.lact",0.0333333333333333,"CDB","COI","CDB.COI",0.0347,"N"
"CDB.juvenile","FRL.lact",0.0333333333333333,"CDB","FRL","CDB.FRL",0,"N"
"CDB.juvenile","FSB.juvenile",0.0232558139534884,"CDB","FSB","CDB.FSB",0,"N"
"CDB.juvenile","GMP.preg",0.025,"CDB","GMP","CDB.GMP",0.0104,"N"
"CDB.lact","HRS.lact",0.0625,"CDB","HRS","CDB.HRS",0.2398,"Y"
"CDB.juvenile","HRS.lact",0.0769230769230769,"CDB","HRS","CDB.HRS",0.2398,"Y"
"CDB.juvenile","LOO.juvenile",0.0303030303030303,"CDB","LOO","CDB.LOO",0.0173,"N"
"CDB.juvenile","NET.juvenile",0.0357142857142857,"CDB","NET","CDB.NET",0.0247,"N"
"PHA.lact","CDB.juvenile",0.03125,"PHA","CDB","CDB.PHA",0.061,"N"
"CDB.juvenile","PWE.juvenile",0.0588235294117647,"CDB","PWE","CDB.PWE",0,"N"
"CDB.juvenile","RDC.juvenile",0.0857142857142857,"CDB","RDC","CDB.RDC",0.0092,"N"
"CDB.lact","RIP.lact",0.0588235294117647,"CDB","RIP","CDB.RIP",0.0012,"N"
"VBE.cyc","CDB.juvenile",0.0238095238095238,"VBE","CDB","CDB.VBE",0,"N"
"CDB.lact","VBE.lact",0.0454545454545455,"CDB","VBE","CDB.VBE",0,"N"
"WHE.lact","CDB.juvenile",0.0740740740740741,"WHE","CDB","CDB.WHE",6e-04,"N"
"CDB.lact","ZEP.preg",0.0192307692307692,"CDB","ZEP","CDB.ZEP",0,"N"
"CHL.lact","ENC.juvenile",0.16,"CHL","ENC","CHL.ENC",0.2069,"Y"
"CHL.lact","IND.lact",0.0769230769230769,"CHL","IND","CHL.IND",0,"N"
"CHL.juvenile","MYS.juvenile",0.03125,"CHL","MYS","CHL.MYS",0,"N"
