"Dolphin1","Dolphin2","IDPair","DyadML","Closekin"
"TAF","WLB","TAF.WLB",NA,"N"
"TAF","WLV","TAF.WLV",0,"N"
"TAF","WNG","TAF.WNG",0,"N"
"TAF","WOF","TAF.WOF",0,"N"
"TAF","WOM","TAF.WOM",NA,"N"
"TAF","WON","TAF.WON",0.0347,"N"
"TAF","WOP","TAF.WOP",0.0371,"N"
"TAF","WPY","TAF.WPY",0,"N"
"TAF","WYL","TAF.WYL",NA,"N"
"TAF","YAD","TAF.YAD",NA,"N"
"TAF","YAN","TAF.YAN",NA,"N"
"TAF","YIN","TAF.YIN",NA,"N"
"TAF","YOG","TAF.YOG",NA,"N"
"TAF","ZAG","TAF.ZAG",NA,"N"
"TAF","ZEP","TAF.ZEP",0,"N"
"TAF","ZIG","TAF.ZIG",NA,"N"
"TAF","ZIP","TAF.ZIP",0.0036,"N"
"TAF","ZOE","TAF.ZOE",NA,"N"
"TAL","TAM","TAL.TAM",0.0124,"N"
"TAL","TAT","TAL.TAT",NA,"N"
"TAL","TAW","TAL.TAW",0,"N"
"TAL","TBA","TAL.TBA",NA,"N"
"TAL","TDL","TAL.TDL",0.008,"N"
"TAL","TDM","TAL.TDM",NA,"N"
"TAL","TDO","TAL.TDO",0.0107,"N"
"TAL","THU","TAL.THU",NA,"N"
"TAL","TIP","TAL.TIP",NA,"N"
"TAL","TOG","TAL.TOG",0,"N"
"TAL","TON","TAL.TON",NA,"N"
"TAL","TOR","TAL.TOR",0,"N"
"TAL","TRE","TAL.TRE",NA,"N"
"TAL","TRY","TAL.TRY",NA,"N"
"TAL","TST","TAL.TST",0,"N"
"TAL","TTM","TAL.TTM",0,"N"
"TAL","TUF","TAL.TUF",0,"N"
"TAL","TUK","TAL.TUK",0.0157,"N"
"TAL","TUL","TAL.TUL",0.0152,"N"
"TAL","TUN","TAL.TUN",0,"N"
"TAL","TUX","TAL.TUX",0,"N"
"TAL","TWE","TAL.TWE",NA,"N"
"TAL","TWO","TAL.TWO",NA,"N"
"TAL","UHF","TAL.UHF",NA,"N"
"TAL","URP","TAL.URP",NA,"N"
"TAL","URS","TAL.URS",NA,"N"
"TAL","UVE","TAL.UVE",0.0025,"N"
"TAL","VAM","TAL.VAM",NA,"N"
"TAL","VBE","TAL.VBE",0.0163,"N"
"TAL","VEC","TAL.VEC",NA,"N"
"TAL","VEG","TAL.VEG",NA,"N"
"TAL","VEN","TAL.VEN",NA,"N"
"TAL","VLT","TAL.VLT",0,"N"
"TAL","WAC","TAL.WAC",0.0454,"N"
"TAL","WAN","TAL.WAN",NA,"N"
"TAL","WED","TAL.WED",NA,"N"
"TAL","WEE","TAL.WEE",NA,"N"
"TAL","WES","TAL.WES",0.0243,"N"
"TAL","WHE","TAL.WHE",0.0174,"N"
"TAL","WHL","TAL.WHL",0,"N"
"TAL","WHN","TAL.WHN",0,"N"
"TAL","WHO","TAL.WHO",0,"N"
"TAL","WHT","TAL.WHT",0.005,"N"
"TAL","WHZ","TAL.WHZ",0,"N"
"TAL","WIF","TAL.WIF",NA,"N"
"TAL","WIY","TAL.WIY",0,"N"
"TAL","WLB","TAL.WLB",NA,"N"
"TAL","WLV","TAL.WLV",0,"N"
"TAL","WNG","TAL.WNG",0,"N"
"TAL","WOF","TAL.WOF",0,"N"
"TAL","WOM","TAL.WOM",NA,"N"
"TAL","WON","TAL.WON",0.0279,"N"
"TAL","WOP","TAL.WOP",0.0771,"N"
"TAL","WPY","TAL.WPY",0,"N"
"TAL","WYL","TAL.WYL",NA,"N"
"TAL","YAD","TAL.YAD",NA,"N"
"TAL","YAN","TAL.YAN",NA,"N"
"TAL","YIN","TAL.YIN",NA,"N"
"TAL","YOG","TAL.YOG",NA,"N"
"TAL","ZAG","TAL.ZAG",NA,"N"
"TAL","ZEP","TAL.ZEP",0,"N"
"TAL","ZIG","TAL.ZIG",NA,"N"
"TAL","ZIP","TAL.ZIP",0,"N"
"TAL","ZOE","TAL.ZOE",NA,"N"
"TAM","TAT","TAM.TAT",NA,"N"
"TAM","TAW","TAM.TAW",0,"N"
"TAM","TBA","TAM.TBA",NA,"N"
"TAM","TDL","TAM.TDL",0,"N"
"TAM","TDM","TAM.TDM",NA,"N"
"TAM","TDO","TAM.TDO",0.0036,"N"
"TAM","THU","TAM.THU",NA,"N"
"TAM","TIP","TAM.TIP",NA,"N"
"TAM","TOG","TAM.TOG",0.0147,"N"
"TAM","TON","TAM.TON",NA,"N"
"TAM","TOR","TAM.TOR",0,"N"
"TAM","TRE","TAM.TRE",NA,"N"
"TAM","TRY","TAM.TRY",NA,"N"
"TAM","TST","TAM.TST",0,"N"
"TAM","TTM","TAM.TTM",0,"N"
"TAM","TUF","TAM.TUF",0.0097,"N"
"TAM","TUK","TAM.TUK",0,"N"
"TAM","TUL","TAM.TUL",0.0259,"N"
"TAM","TUN","TAM.TUN",0.004,"N"
"TAM","TUX","TAM.TUX",0,"N"
"TAM","TWE","TAM.TWE",NA,"N"
"TAM","TWO","TAM.TWO",NA,"N"
"TAM","UHF","TAM.UHF",NA,"N"
"TAM","URP","TAM.URP",NA,"N"
"TAM","URS","TAM.URS",NA,"N"
"TAM","UVE","TAM.UVE",0,"N"
"TAM","VAM","TAM.VAM",NA,"N"
"TAM","VBE","TAM.VBE",0,"N"
"TAM","VEC","TAM.VEC",NA,"N"
"TAM","VEG","TAM.VEG",NA,"N"
"TAM","VEN","TAM.VEN",NA,"N"
"TAM","VLT","TAM.VLT",0,"N"
"TAM","WAC","TAM.WAC",0.0389,"N"
"TAM","WAN","TAM.WAN",NA,"N"
"TAM","WED","TAM.WED",NA,"N"
"TAM","WEE","TAM.WEE",NA,"N"
"TAM","WES","TAM.WES",0.0119,"N"
"TAM","WHE","TAM.WHE",0,"N"
"TAM","WHL","TAM.WHL",0,"N"
"TAM","WHN","TAM.WHN",0,"N"
"TAM","WHO","TAM.WHO",0,"N"
"TAM","WHT","TAM.WHT",0,"N"
"TAM","WHZ","TAM.WHZ",0,"N"
"TAM","WIF","TAM.WIF",NA,"N"
"TAM","WIY","TAM.WIY",0,"N"
"TAM","WLB","TAM.WLB",NA,"N"
"TAM","WLV","TAM.WLV",2e-04,"N"
"TAM","WNG","TAM.WNG",0,"N"
"TAM","WOF","TAM.WOF",0,"N"
"TAM","WOM","TAM.WOM",NA,"N"
"TAM","WON","TAM.WON",0,"N"
"TAM","WOP","TAM.WOP",0.1338,"Y"
"TAM","WPY","TAM.WPY",0.0035,"N"
"TAM","WYL","TAM.WYL",NA,"N"
"TAM","YAD","TAM.YAD",NA,"N"
"TAM","YAN","TAM.YAN",NA,"N"
"TAM","YIN","TAM.YIN",NA,"N"
"TAM","YOG","TAM.YOG",NA,"N"
"TAM","ZAG","TAM.ZAG",NA,"N"
"TAM","ZEP","TAM.ZEP",0.0035,"N"
"TAM","ZIG","TAM.ZIG",NA,"N"
"TAM","ZIP","TAM.ZIP",0,"N"
"TAM","ZOE","TAM.ZOE",NA,"N"
"TAT","TAW","TAT.TAW",NA,"N"
"TAT","TBA","TAT.TBA",NA,"N"
"TAT","TDL","TAT.TDL",NA,"N"
"TAT","TDM","TAT.TDM",NA,"N"
"TAT","TDO","TAT.TDO",NA,"N"
"TAT","THU","TAT.THU",NA,"N"
"TAT","TIP","TAT.TIP",NA,"N"
"TAT","TOG","TAT.TOG",NA,"N"
"TAT","TON","TAT.TON",NA,"N"
"TAT","TOR","TAT.TOR",NA,"N"
"TAT","TRE","TAT.TRE",NA,"N"
"TAT","TRY","TAT.TRY",NA,"N"
"TAT","TST","TAT.TST",NA,"N"
"TAT","TTM","TAT.TTM",NA,"N"
"TAT","TUF","TAT.TUF",NA,"N"
"TAT","TUK","TAT.TUK",NA,"N"
"TAT","TUL","TAT.TUL",NA,"N"
"TAT","TUN","TAT.TUN",NA,"N"
"TAT","TUX","TAT.TUX",NA,"N"
"TAT","TWE","TAT.TWE",NA,"N"
"TAT","TWO","TAT.TWO",NA,"N"
"TAT","UHF","TAT.UHF",NA,"N"
"TAT","URP","TAT.URP",NA,"N"
"TAT","URS","TAT.URS",NA,"N"
"TAT","UVE","TAT.UVE",NA,"N"
"TAT","VAM","TAT.VAM",NA,"N"
"TAT","VBE","TAT.VBE",NA,"N"
"TAT","VEC","TAT.VEC",NA,"N"
"TAT","VEG","TAT.VEG",NA,"N"
"TAT","VEN","TAT.VEN",NA,"N"
"TAT","VLT","TAT.VLT",NA,"N"
"TAT","WAC","TAT.WAC",NA,"N"
"TAT","WAN","TAT.WAN",NA,"N"
"TAT","WED","TAT.WED",NA,"N"
"TAT","WEE","TAT.WEE",NA,"N"
"TAT","WES","TAT.WES",NA,"N"
"TAT","WHE","TAT.WHE",NA,"N"
"TAT","WHL","TAT.WHL",NA,"N"
"TAT","WHN","TAT.WHN",NA,"N"
"TAT","WHO","TAT.WHO",NA,"N"
"TAT","WHT","TAT.WHT",NA,"N"
"TAT","WHZ","TAT.WHZ",NA,"N"
"TAT","WIF","TAT.WIF",NA,"N"
"TAT","WIY","TAT.WIY",NA,"N"
"TAT","WLB","TAT.WLB",NA,"N"
"TAT","WLV","TAT.WLV",NA,"N"
"TAT","WNG","TAT.WNG",NA,"N"
"TAT","WOF","TAT.WOF",NA,"N"
"TAT","WOM","TAT.WOM",NA,"N"
"TAT","WON","TAT.WON",NA,"N"
"TAT","WOP","TAT.WOP",NA,"N"
"TAT","WPY","TAT.WPY",NA,"N"
"TAT","WYL","TAT.WYL",NA,"N"
"TAT","YAD","TAT.YAD",NA,"N"
"TAT","YAN","TAT.YAN",NA,"N"
"TAT","YIN","TAT.YIN",NA,"N"
"TAT","YOG","TAT.YOG",NA,"N"
"TAT","ZAG","TAT.ZAG",NA,"N"
"TAT","ZEP","TAT.ZEP",NA,"N"
"TAT","ZIG","TAT.ZIG",NA,"N"
"TAT","ZIP","TAT.ZIP",NA,"N"
"TAT","ZOE","TAT.ZOE",NA,"N"
"TAW","TBA","TAW.TBA",NA,"N"
"TAW","TDL","TAW.TDL",0,"N"
"TAW","TDM","TAW.TDM",NA,"N"
"TAW","TDO","TAW.TDO",0,"N"
"TAW","THU","TAW.THU",NA,"N"
"TAW","TIP","TAW.TIP",NA,"N"
"TAW","TOG","TAW.TOG",0,"N"
"TAW","TON","TAW.TON",NA,"N"
"TAW","TOR","TAW.TOR",0,"N"
"TAW","TRE","TAW.TRE",NA,"N"
"TAW","TRY","TAW.TRY",NA,"N"
"TAW","TST","TAW.TST",0,"N"
"TAW","TTM","TAW.TTM",0,"N"
"TAW","TUF","TAW.TUF",0,"N"
"TAW","TUK","TAW.TUK",0.4785,"Y"
"TAW","TUL","TAW.TUL",9e-04,"N"
"TAW","TUN","TAW.TUN",0,"N"
"TAW","TUX","TAW.TUX",0.2943,"Y"
"TAW","TWE","TAW.TWE",NA,"N"
"TAW","TWO","TAW.TWO",NA,"N"
"TAW","UHF","TAW.UHF",NA,"N"
"TAW","URP","TAW.URP",NA,"N"
"TAW","URS","TAW.URS",NA,"N"
"TAW","UVE","TAW.UVE",0,"N"
"TAW","VAM","TAW.VAM",NA,"N"
"TAW","VBE","TAW.VBE",0,"N"
"TAW","VEC","TAW.VEC",NA,"N"
"TAW","VEG","TAW.VEG",NA,"N"
"TAW","VEN","TAW.VEN",NA,"N"
"TAW","VLT","TAW.VLT",0.0037,"N"
"TAW","WAC","TAW.WAC",0.0017,"N"
"TAW","WAN","TAW.WAN",NA,"N"
"TAW","WED","TAW.WED",NA,"N"
"TAW","WEE","TAW.WEE",NA,"N"
"TAW","WES","TAW.WES",0.0014,"N"
"TAW","WHE","TAW.WHE",0,"N"
"TAW","WHL","TAW.WHL",0.0076,"N"
"TAW","WHN","TAW.WHN",0,"N"
"TAW","WHO","TAW.WHO",0,"N"
"TAW","WHT","TAW.WHT",0,"N"
"TAW","WHZ","TAW.WHZ",0,"N"
"TAW","WIF","TAW.WIF",NA,"N"
"TAW","WIY","TAW.WIY",0.1143,"N"
"TAW","WLB","TAW.WLB",NA,"N"
"TAW","WLV","TAW.WLV",0,"N"
"TAW","WNG","TAW.WNG",0,"N"
"TAW","WOF","TAW.WOF",0,"N"
"TAW","WOM","TAW.WOM",NA,"N"
"TAW","WON","TAW.WON",0,"N"
"TAW","WOP","TAW.WOP",0,"N"
"TAW","WPY","TAW.WPY",0,"N"
"TAW","WYL","TAW.WYL",NA,"N"
"TAW","YAD","TAW.YAD",NA,"N"
"TAW","YAN","TAW.YAN",NA,"N"
"TAW","YIN","TAW.YIN",NA,"N"
"TAW","YOG","TAW.YOG",NA,"N"
"TAW","ZAG","TAW.ZAG",NA,"N"
"TAW","ZEP","TAW.ZEP",0,"N"
"TAW","ZIG","TAW.ZIG",NA,"N"
"TAW","ZIP","TAW.ZIP",0,"N"
"TAW","ZOE","TAW.ZOE",NA,"N"
"TBA","TDL","TBA.TDL",NA,"N"
"TBA","TDM","TBA.TDM",NA,"N"
"TBA","TDO","TBA.TDO",NA,"N"
"TBA","THU","TBA.THU",NA,"N"
"TBA","TIP","TBA.TIP",NA,"N"
"TBA","TOG","TBA.TOG",NA,"N"
"TBA","TON","TBA.TON",NA,"N"
"TBA","TOR","TBA.TOR",NA,"N"
"TBA","TRE","TBA.TRE",NA,"N"
"TBA","TRY","TBA.TRY",NA,"N"
"TBA","TST","TBA.TST",NA,"N"
"TBA","TTM","TBA.TTM",NA,"N"
"TBA","TUF","TBA.TUF",NA,"N"
"TBA","TUK","TBA.TUK",NA,"N"
"TBA","TUL","TBA.TUL",NA,"N"
"TBA","TUN","TBA.TUN",NA,"N"
"TBA","TUX","TBA.TUX",NA,"N"
"TBA","TWE","TBA.TWE",NA,"N"
"TBA","TWO","TBA.TWO",NA,"N"
"TBA","UHF","TBA.UHF",NA,"N"
"TBA","URP","TBA.URP",NA,"N"
"TBA","URS","TBA.URS",NA,"N"
"TBA","UVE","TBA.UVE",NA,"N"
"TBA","VAM","TBA.VAM",NA,"N"
"TBA","VBE","TBA.VBE",NA,"N"
"TBA","VEC","TBA.VEC",NA,"N"
"TBA","VEG","TBA.VEG",NA,"N"
"TBA","VEN","TBA.VEN",NA,"N"
"TBA","VLT","TBA.VLT",NA,"N"
"TBA","WAC","TBA.WAC",NA,"N"
"TBA","WAN","TBA.WAN",NA,"N"
"TBA","WED","TBA.WED",NA,"N"
"TBA","WEE","TBA.WEE",NA,"N"
"TBA","WES","TBA.WES",NA,"N"
"TBA","WHE","TBA.WHE",NA,"N"
"TBA","WHL","TBA.WHL",NA,"N"
"TBA","WHN","TBA.WHN",NA,"N"
"TBA","WHO","TBA.WHO",NA,"N"
"TBA","WHT","TBA.WHT",NA,"N"
"TBA","WHZ","TBA.WHZ",NA,"N"
"TBA","WIF","TBA.WIF",NA,"N"
"TBA","WIY","TBA.WIY",NA,"N"
"TBA","WLB","TBA.WLB",NA,"N"
"TBA","WLV","TBA.WLV",NA,"N"
"TBA","WNG","TBA.WNG",NA,"N"
"TBA","WOF","TBA.WOF",NA,"N"
"TBA","WOM","TBA.WOM",NA,"N"
"TBA","WON","TBA.WON",NA,"N"
"TBA","WOP","TBA.WOP",NA,"N"
"TBA","WPY","TBA.WPY",NA,"N"
"TBA","WYL","TBA.WYL",NA,"N"
"TBA","YAD","TBA.YAD",NA,"N"
"TBA","YAN","TBA.YAN",NA,"N"
"TBA","YIN","TBA.YIN",NA,"N"
"TBA","YOG","TBA.YOG",NA,"N"
"TBA","ZAG","TBA.ZAG",NA,"N"
"TBA","ZEP","TBA.ZEP",NA,"N"
"TBA","ZIG","TBA.ZIG",NA,"N"
"TBA","ZIP","TBA.ZIP",NA,"N"
"TBA","ZOE","TBA.ZOE",NA,"N"
"TDL","TDM","TDL.TDM",NA,"N"
"TDL","TDO","TDL.TDO",0.0662,"N"
"TDL","THU","TDL.THU",NA,"N"
"TDL","TIP","TDL.TIP",NA,"N"
"TDL","TOG","TDL.TOG",0,"N"
"TDL","TON","TDL.TON",NA,"N"
"TDL","TOR","TDL.TOR",0.1101,"N"
"TDL","TRE","TDL.TRE",NA,"N"
"TDL","TRY","TDL.TRY",NA,"N"
"TDL","TST","TDL.TST",0.0045,"N"
"TDL","TTM","TDL.TTM",0.0199,"N"
"TDL","TUF","TDL.TUF",0,"N"
"TDL","TUK","TDL.TUK",0.0048,"N"
"TDL","TUL","TDL.TUL",0,"N"
"TDL","TUN","TDL.TUN",0,"N"
"TDL","TUX","TDL.TUX",0.0193,"N"
"TDL","TWE","TDL.TWE",NA,"N"
"TDL","TWO","TDL.TWO",NA,"N"
"TDL","UHF","TDL.UHF",NA,"N"
"TDL","URP","TDL.URP",NA,"N"
"TDL","URS","TDL.URS",NA,"N"
"TDL","UVE","TDL.UVE",4e-04,"N"
"TDL","VAM","TDL.VAM",NA,"N"
"TDL","VBE","TDL.VBE",0,"N"
"TDL","VEC","TDL.VEC",NA,"N"
"TDL","VEG","TDL.VEG",NA,"N"
"TDL","VEN","TDL.VEN",NA,"N"
"TDL","VLT","TDL.VLT",0.0056,"N"
"TDL","WAC","TDL.WAC",0,"N"
"TDL","WAN","TDL.WAN",NA,"N"
"TDL","WED","TDL.WED",NA,"N"
"TDL","WEE","TDL.WEE",NA,"N"
"TDL","WES","TDL.WES",0,"N"
"TDL","WHE","TDL.WHE",0.0012,"N"
"TDL","WHL","TDL.WHL",0.0245,"N"
"TDL","WHN","TDL.WHN",7e-04,"N"
"TDL","WHO","TDL.WHO",0.0356,"N"
"TDL","WHT","TDL.WHT",5e-04,"N"
"TDL","WHZ","TDL.WHZ",0.0105,"N"
"TDL","WIF","TDL.WIF",NA,"N"
"TDL","WIY","TDL.WIY",0,"N"
"TDL","WLB","TDL.WLB",NA,"N"
"TDL","WLV","TDL.WLV",0.0048,"N"
"TDL","WNG","TDL.WNG",0.0041,"N"
"TDL","WOF","TDL.WOF",0.1076,"N"
"TDL","WOM","TDL.WOM",NA,"N"
"TDL","WON","TDL.WON",0,"N"
"TDL","WOP","TDL.WOP",0.0428,"N"
"TDL","WPY","TDL.WPY",0.011,"N"
"TDL","WYL","TDL.WYL",NA,"N"
"TDL","YAD","TDL.YAD",NA,"N"
"TDL","YAN","TDL.YAN",NA,"N"
"TDL","YIN","TDL.YIN",NA,"N"
"TDL","YOG","TDL.YOG",NA,"N"
"TDL","ZAG","TDL.ZAG",NA,"N"
"TDL","ZEP","TDL.ZEP",0,"N"
"TDL","ZIG","TDL.ZIG",NA,"N"
"TDL","ZIP","TDL.ZIP",0,"N"
"TDL","ZOE","TDL.ZOE",NA,"N"
"TDM","TDO","TDM.TDO",NA,"N"
"TDM","THU","TDM.THU",NA,"N"
"TDM","TIP","TDM.TIP",NA,"N"
"TDM","TOG","TDM.TOG",NA,"N"
"TDM","TON","TDM.TON",NA,"N"
"TDM","TOR","TDM.TOR",NA,"N"
"TDM","TRE","TDM.TRE",NA,"N"
"TDM","TRY","TDM.TRY",NA,"N"
"TDM","TST","TDM.TST",NA,"N"
"TDM","TTM","TDM.TTM",NA,"N"
"TDM","TUF","TDM.TUF",NA,"N"
"TDM","TUK","TDM.TUK",NA,"N"
"TDM","TUL","TDM.TUL",NA,"N"
"TDM","TUN","TDM.TUN",NA,"N"
"TDM","TUX","TDM.TUX",NA,"N"
"TDM","TWE","TDM.TWE",NA,"N"
"TDM","TWO","TDM.TWO",NA,"N"
"TDM","UHF","TDM.UHF",NA,"N"
"TDM","URP","TDM.URP",NA,"N"
"TDM","URS","TDM.URS",NA,"N"
"TDM","UVE","TDM.UVE",NA,"N"
"TDM","VAM","TDM.VAM",NA,"N"
"TDM","VBE","TDM.VBE",NA,"N"
"TDM","VEC","TDM.VEC",NA,"N"
"TDM","VEG","TDM.VEG",NA,"N"
"TDM","VEN","TDM.VEN",NA,"N"
"TDM","VLT","TDM.VLT",NA,"N"
"TDM","WAC","TDM.WAC",NA,"N"
"TDM","WAN","TDM.WAN",NA,"N"
"TDM","WED","TDM.WED",NA,"N"
"TDM","WEE","TDM.WEE",NA,"N"
"TDM","WES","TDM.WES",NA,"N"
"TDM","WHE","TDM.WHE",NA,"N"
"TDM","WHL","TDM.WHL",NA,"N"
"TDM","WHN","TDM.WHN",NA,"N"
"TDM","WHO","TDM.WHO",NA,"N"
"TDM","WHT","TDM.WHT",NA,"N"
"TDM","WHZ","TDM.WHZ",NA,"N"
"TDM","WIF","TDM.WIF",NA,"N"
"TDM","WIY","TDM.WIY",NA,"N"
"TDM","WLB","TDM.WLB",NA,"N"
"TDM","WLV","TDM.WLV",NA,"N"
"TDM","WNG","TDM.WNG",NA,"N"
"TDM","WOF","TDM.WOF",NA,"N"
"TDM","WOM","TDM.WOM",NA,"N"
"TDM","WON","TDM.WON",NA,"N"
"TDM","WOP","TDM.WOP",NA,"N"
"TDM","WPY","TDM.WPY",NA,"N"
"TDM","WYL","TDM.WYL",NA,"N"
"TDM","YAD","TDM.YAD",NA,"N"
"TDM","YAN","TDM.YAN",NA,"N"
"TDM","YIN","TDM.YIN",NA,"N"
"TDM","YOG","TDM.YOG",NA,"N"
"TDM","ZAG","TDM.ZAG",NA,"N"
"TDM","ZEP","TDM.ZEP",NA,"N"
"TDM","ZIG","TDM.ZIG",NA,"N"
"TDM","ZIP","TDM.ZIP",NA,"N"
"TDM","ZOE","TDM.ZOE",NA,"N"
"TDO","THU","TDO.THU",NA,"N"
"TDO","TIP","TDO.TIP",NA,"N"
"TDO","TOG","TDO.TOG",0,"N"
"TDO","TON","TDO.TON",NA,"N"
"TDO","TOR","TDO.TOR",0.4629,"Y"
"TDO","TRE","TDO.TRE",NA,"N"
"TDO","TRY","TDO.TRY",NA,"N"
"TDO","TST","TDO.TST",0,"N"
"TDO","TTM","TDO.TTM",0,"N"
"TDO","TUF","TDO.TUF",0,"N"
"TDO","TUK","TDO.TUK",0,"N"
"TDO","TUL","TDO.TUL",0,"N"
"TDO","TUN","TDO.TUN",0,"N"
"TDO","TUX","TDO.TUX",0,"N"
"TDO","TWE","TDO.TWE",NA,"N"
"TDO","TWO","TDO.TWO",NA,"N"
"TDO","UHF","TDO.UHF",NA,"N"
"TDO","URP","TDO.URP",NA,"N"
"TDO","URS","TDO.URS",NA,"N"
"TDO","UVE","TDO.UVE",0.0144,"N"
"TDO","VAM","TDO.VAM",NA,"N"
"TDO","VBE","TDO.VBE",0.0075,"N"
"TDO","VEC","TDO.VEC",NA,"N"
"TDO","VEG","TDO.VEG",NA,"N"
"TDO","VEN","TDO.VEN",NA,"N"
"TDO","VLT","TDO.VLT",0.0169,"N"
"TDO","WAC","TDO.WAC",0.0034,"N"
"TDO","WAN","TDO.WAN",NA,"N"
"TDO","WED","TDO.WED",NA,"N"
"TDO","WEE","TDO.WEE",NA,"N"
"TDO","WES","TDO.WES",0,"N"
"TDO","WHE","TDO.WHE",0,"N"
"TDO","WHL","TDO.WHL",0.0028,"N"
"TDO","WHN","TDO.WHN",0,"N"
"TDO","WHO","TDO.WHO",0.0026,"N"
"TDO","WHT","TDO.WHT",0.0048,"N"
"TDO","WHZ","TDO.WHZ",0.0182,"N"
"TDO","WIF","TDO.WIF",NA,"N"
"TDO","WIY","TDO.WIY",0,"N"
"TDO","WLB","TDO.WLB",NA,"N"
"TDO","WLV","TDO.WLV",0,"N"
"TDO","WNG","TDO.WNG",0,"N"
"TDO","WOF","TDO.WOF",0,"N"
"TDO","WOM","TDO.WOM",NA,"N"
"TDO","WON","TDO.WON",0.217,"Y"
"TDO","WOP","TDO.WOP",0.0868,"N"
"TDO","WPY","TDO.WPY",0,"N"
"TDO","WYL","TDO.WYL",NA,"N"
"TDO","YAD","TDO.YAD",NA,"N"
"TDO","YAN","TDO.YAN",NA,"N"
"TDO","YIN","TDO.YIN",NA,"N"
"TDO","YOG","TDO.YOG",NA,"N"
"TDO","ZAG","TDO.ZAG",NA,"N"
"TDO","ZEP","TDO.ZEP",0,"N"
"TDO","ZIG","TDO.ZIG",NA,"N"
"TDO","ZIP","TDO.ZIP",0,"N"
"TDO","ZOE","TDO.ZOE",NA,"N"
"THU","TIP","THU.TIP",NA,"N"
"THU","TOG","THU.TOG",NA,"N"
"THU","TON","THU.TON",NA,"N"
"THU","TOR","THU.TOR",NA,"N"
"THU","TRE","THU.TRE",NA,"N"
"THU","TRY","THU.TRY",NA,"N"
"THU","TST","THU.TST",NA,"N"
"THU","TTM","THU.TTM",NA,"N"
"THU","TUF","THU.TUF",NA,"N"
"THU","TUK","THU.TUK",NA,"N"
"THU","TUL","THU.TUL",NA,"N"
"THU","TUN","THU.TUN",NA,"N"
"THU","TUX","THU.TUX",NA,"N"
"THU","TWE","THU.TWE",NA,"N"
"THU","TWO","THU.TWO",NA,"N"
"THU","UHF","THU.UHF",NA,"N"
"THU","URP","THU.URP",NA,"N"
"THU","URS","THU.URS",NA,"N"
"THU","UVE","THU.UVE",NA,"N"
"THU","VAM","THU.VAM",NA,"N"
"THU","VBE","THU.VBE",NA,"N"
"THU","VEC","THU.VEC",NA,"N"
"THU","VEG","THU.VEG",NA,"N"
"THU","VEN","THU.VEN",NA,"N"
"THU","VLT","THU.VLT",NA,"N"
"THU","WAC","THU.WAC",NA,"N"
"THU","WAN","THU.WAN",NA,"N"
"THU","WED","THU.WED",NA,"N"
"THU","WEE","THU.WEE",NA,"N"
"THU","WES","THU.WES",NA,"N"
"THU","WHE","THU.WHE",NA,"N"
"THU","WHL","THU.WHL",NA,"N"
"THU","WHN","THU.WHN",NA,"N"
"THU","WHO","THU.WHO",NA,"N"
"THU","WHT","THU.WHT",NA,"N"
"THU","WHZ","THU.WHZ",NA,"N"
"THU","WIF","THU.WIF",NA,"N"
"THU","WIY","THU.WIY",NA,"N"
"THU","WLB","THU.WLB",NA,"N"
"THU","WLV","THU.WLV",NA,"N"
"THU","WNG","THU.WNG",NA,"N"
"THU","WOF","THU.WOF",NA,"N"
"THU","WOM","THU.WOM",NA,"N"
"THU","WON","THU.WON",NA,"N"
"THU","WOP","THU.WOP",NA,"N"
"THU","WPY","THU.WPY",NA,"N"
"THU","WYL","THU.WYL",NA,"N"
"THU","YAD","THU.YAD",NA,"N"
"THU","YAN","THU.YAN",NA,"N"
"THU","YIN","THU.YIN",NA,"N"
"THU","YOG","THU.YOG",NA,"N"
"THU","ZAG","THU.ZAG",NA,"N"
"THU","ZEP","THU.ZEP",NA,"N"
"THU","ZIG","THU.ZIG",NA,"N"
"THU","ZIP","THU.ZIP",NA,"N"
"THU","ZOE","THU.ZOE",NA,"N"
"TIP","TOG","TIP.TOG",NA,"N"
"TIP","TON","TIP.TON",NA,"N"
"TIP","TOR","TIP.TOR",NA,"N"
"TIP","TRE","TIP.TRE",NA,"N"
"TIP","TRY","TIP.TRY",NA,"N"
"TIP","TST","TIP.TST",NA,"N"
"TIP","TTM","TIP.TTM",NA,"N"
"TIP","TUF","TIP.TUF",NA,"N"
"TIP","TUK","TIP.TUK",NA,"N"
"TIP","TUL","TIP.TUL",NA,"N"
"TIP","TUN","TIP.TUN",NA,"N"
"TIP","TUX","TIP.TUX",NA,"N"
"TIP","TWE","TIP.TWE",NA,"N"
"TIP","TWO","TIP.TWO",NA,"N"
"TIP","UHF","TIP.UHF",NA,"N"
"TIP","URP","TIP.URP",NA,"N"
"TIP","URS","TIP.URS",NA,"N"
"TIP","UVE","TIP.UVE",NA,"N"
"TIP","VAM","TIP.VAM",NA,"N"
"TIP","VBE","TIP.VBE",NA,"N"
"TIP","VEC","TIP.VEC",NA,"N"
"TIP","VEG","TIP.VEG",NA,"N"
"TIP","VEN","TIP.VEN",NA,"N"
"TIP","VLT","TIP.VLT",NA,"N"
"TIP","WAC","TIP.WAC",NA,"N"
"TIP","WAN","TIP.WAN",NA,"N"
"TIP","WED","TIP.WED",NA,"N"
"TIP","WEE","TIP.WEE",NA,"N"
