"Dolphin1","Dolphin2","IDPair","DyadML","Closekin"
"CCU","DBH","CCU.DBH",NA,"N"
"CCU","DCH","CCU.DCH",0.0167,"N"
"CCU","DCK","CCU.DCK",0,"N"
"CCU","DCR","CCU.DCR",NA,"N"
"CCU","DEM","CCU.DEM",0.0068,"N"
"CCU","DEN","CCU.DEN",NA,"N"
"CCU","DID","CCU.DID",NA,"N"
"CCU","DJY","CCU.DJY",0,"N"
"CCU","DMK","CCU.DMK",0,"N"
"CCU","DNZ","CCU.DNZ",0,"N"
"CCU","DOD","CCU.DOD",2e-04,"N"
"CCU","DOP","CCU.DOP",0.0206,"N"
"CCU","DOU","CCU.DOU",0.0167,"N"
"CCU","DOY","CCU.DOY",0,"N"
"CCU","DOZ","CCU.DOZ",NA,"N"
"CCU","DUC","CCU.DUC",0,"N"
"CCU","DUN","CCU.DUN",NA,"N"
"CCU","DUR","CCU.DUR",NA,"N"
"CCU","EDE","CCU.EDE",0.0087,"N"
"CCU","EED","CCU.EED",0,"N"
"CCU","EFT","CCU.EFT",NA,"N"
"CCU","ENC","CCU.ENC",0.0222,"N"
"CCU","EPC","CCU.EPC",0,"N"
"CCU","EQU","CCU.EQU",NA,"N"
"CCU","ESM","CCU.ESM",4e-04,"N"
"CCU","ESP","CCU.ESP",0.0375,"N"
"CCU","EST","CCU.EST",NA,"N"
"CCU","FAO","CCU.FAO",0,"N"
"CCU","FAT","CCU.FAT",NA,"N"
"CCU","FCN","CCU.FCN",NA,"N"
"CCU","FEA","CCU.FEA",NA,"N"
"CCU","FEN","CCU.FEN",NA,"N"
"CCU","FID","CCU.FID",0,"N"
"CCU","FIN","CCU.FIN",NA,"N"
"CCU","FKY","CCU.FKY",0.0142,"N"
"CCU","FLF","CCU.FLF",0,"N"
"CCU","FLI","CCU.FLI",NA,"N"
"CCU","FNT","CCU.FNT",0,"N"
"CCU","FOA","CCU.FOA",NA,"N"
"CCU","FOO","CCU.FOO",NA,"N"
"CCU","FRA","CCU.FRA",NA,"N"
"CCU","FRK","CCU.FRK",0.0023,"N"
"CCU","FRL","CCU.FRL",0,"N"
"CCU","FRO","CCU.FRO",NA,"N"
"CCU","FSB","CCU.FSB",0,"N"
"CCU","FUF","CCU.FUF",0,"N"
"CCU","FUT","CCU.FUT",0,"N"
"CCU","GAB","CCU.GAB",0,"N"
"CCU","GAF","CCU.GAF",NA,"N"
"CCU","GAN","CCU.GAN",NA,"N"
"CCU","GEK","CCU.GEK",0.0152,"N"
"CCU","GHA","CCU.GHA",NA,"N"
"CCU","GMP","CCU.GMP",0.2605,"Y"
"CCU","GNO","CCU.GNO",NA,"N"
"CCU","GOB","CCU.GOB",NA,"N"
"CCU","GOD","CCU.GOD",0.0018,"N"
"CCU","GOO","CCU.GOO",NA,"N"
"CCU","GRF","CCU.GRF",0,"N"
"CCU","GRG","CCU.GRG",0.0402,"N"
"CCU","GRV","CCU.GRV",5e-04,"N"
"CCU","GTL","CCU.GTL",NA,"N"
"CCU","GUA","CCU.GUA",0,"N"
"CCU","GUM","CCU.GUM",0.0096,"N"
"CCU","HAB","CCU.HAB",0.0458,"N"
"CCU","HAL","CCU.HAL",NA,"N"
"CCU","HAM","CCU.HAM",NA,"N"
"CCU","HAT","CCU.HAT",0.0308,"N"
"CCU","HBB","CCU.HBB",0.0225,"N"
"CCU","HEA","CCU.HEA",NA,"N"
"CCU","HFF","CCU.HFF",0.0109,"N"
"CCU","HIC","CCU.HIC",NA,"N"
"CCU","HLL","CCU.HLL",NA,"N"
"CCU","HNK","CCU.HNK",0.153,"Y"
"CCU","HOH","CCU.HOH",NA,"N"
"CCU","HOL","CCU.HOL",NA,"N"
"CCU","HOW","CCU.HOW",0.0194,"N"
"CCU","HPP","CCU.HPP",NA,"N"
"CCU","HRA","CCU.HRA",NA,"N"
"CCU","HRS","CCU.HRS",0,"N"
"CCU","HUB","CCU.HUB",0.0282,"N"
"CCU","HUL","CCU.HUL",NA,"N"
"CCU","HYM","CCU.HYM",NA,"N"
"CCU","HYR","CCU.HYR",NA,"N"
"CCU","IBL","CCU.IBL",0.0043,"N"
"CCU","IBX","CCU.IBX",0,"N"
"CCU","IND","CCU.IND",0,"N"
"CCU","ITG","CCU.ITG",0.0145,"N"
"CCU","JAB","CCU.JAB",NA,"N"
"CCU","JAC","CCU.JAC",0,"N"
"CCU","JAG","CCU.JAG",NA,"N"
"CCU","JAH","CCU.JAH",0.0135,"N"
"CCU","JAS","CCU.JAS",0.0027,"N"
"CCU","JCR","CCU.JCR",NA,"N"
"CCU","JEL","CCU.JEL",NA,"N"
"CCU","JFR","CCU.JFR",NA,"N"
"CCU","JIT","CCU.JIT",NA,"N"
"CCU","JMC","CCU.JMC",NA,"N"
"CCU","JMY","CCU.JMY",0,"N"
"CCU","JND","CCU.JND",0,"N"
"CCU","JNG","CCU.JNG",NA,"N"
"CCU","JNI","CCU.JNI",0,"N"
"CCU","JOK","CCU.JOK",NA,"N"
"CCU","JOL","CCU.JOL",NA,"N"
"CCU","JOY","CCU.JOY",NA,"N"
"CCU","JUI","CCU.JUI",0,"N"
"CCU","JUM","CCU.JUM",0,"N"
"CCU","KEA","CCU.KEA",NA,"N"
"CCU","KES","CCU.KES",NA,"N"
"CCU","KIT","CCU.KIT",0,"N"
"CCU","KIY","CCU.KIY",0,"N"
"CCU","KNG","CCU.KNG",0.054,"N"
"CCU","KOA","CCU.KOA",0.0316,"N"
"CCU","KST","CCU.KST",NA,"N"
"CCU","KWA","CCU.KWA",NA,"N"
"CCU","KWI","CCU.KWI",NA,"N"
"CCU","KYD","CCU.KYD",NA,"N"
"CCU","LAD","CCU.LAD",NA,"N"
"CCU","LAS","CCU.LAS",0,"N"
"CCU","LAU","CCU.LAU",NA,"N"
"CCU","LDO","CCU.LDO",0.0136,"N"
"CCU","LEN","CCU.LEN",0,"N"
"CCU","LEV","CCU.LEV",0,"N"
"CCU","LIC","CCU.LIC",0,"N"
"CCU","LIF","CCU.LIF",0.0937,"N"
"CCU","LIT","CCU.LIT",0,"N"
"CCU","LLA","CCU.LLA",0,"N"
"CCU","LLO","CCU.LLO",NA,"N"
"CCU","LNS","CCU.LNS",NA,"N"
"CCU","LOO","CCU.LOO",0.0325,"N"
"CCU","LYR","CCU.LYR",0.0326,"N"
"CCU","MDC","CCU.MDC",NA,"N"
"CCU","MDH","CCU.MDH",0,"N"
"CCU","MEO","CCU.MEO",0,"N"
"CCU","MER","CCU.MER",NA,"N"
"CCU","MIN","CCU.MIN",NA,"N"
"CCU","MIS","CCU.MIS",0.0104,"N"
"CCU","MNG","CCU.MNG",0.0018,"N"
"CCU","MNM","CCU.MNM",NA,"N"
"CCU","MNV","CCU.MNV",0.0315,"N"
"CCU","MOO","CCU.MOO",NA,"N"
"CCU","MOU","CCU.MOU",0,"N"
"CCU","MOZ","CCU.MOZ",NA,"N"
"CCU","MRA","CCU.MRA",NA,"N"
"CCU","MSC","CCU.MSC",0,"N"
"CCU","MTS","CCU.MTS",NA,"N"
"CCU","MUN","CCU.MUN",NA,"N"
"CCU","MUR","CCU.MUR",NA,"N"
"CCU","MYS","CCU.MYS",0.0163,"N"
"CCU","NET","CCU.NET",0,"N"
"CCU","NEV","CCU.NEV",NA,"N"
"CCU","NIB","CCU.NIB",NA,"N"
"CCU","NIC","CCU.NIC",0,"N"
"CCU","NIP","CCU.NIP",NA,"N"
"CCU","NIR","CCU.NIR",8e-04,"N"
"CCU","NIT","CCU.NIT",NA,"N"
"CCU","NOE","CCU.NOE",0,"N"
"CCU","NOO","CCU.NOO",NA,"N"
"CCU","NUD","CCU.NUD",NA,"N"
"CCU","NUM","CCU.NUM",0.4872,"Y"
"CCU","OLI","CCU.OLI",0.0421,"N"
"CCU","OMA","CCU.OMA",0,"N"
"CCU","OPY","CCU.OPY",0,"N"
"CCU","OSI","CCU.OSI",NA,"N"
"CCU","PDR","CCU.PDR",0,"N"
"CCU","PDT","CCU.PDT",0.0131,"N"
"CCU","PDX","CCU.PDX",NA,"N"
"CCU","PEG","CCU.PEG",9e-04,"N"
"CCU","PGP","CCU.PGP",NA,"N"
"CCU","PHA","CCU.PHA",0.0144,"N"
"CCU","PHO","CCU.PHO",NA,"N"
"CCU","PHX","CCU.PHX",0,"N"
"CCU","PIC","CCU.PIC",0,"N"
"CCU","PIL","CCU.PIL",NA,"N"
"CCU","PIX","CCU.PIX",NA,"N"
"CCU","PKA","CCU.PKA",NA,"N"
"CCU","PNF","CCU.PNF",NA,"N"
"CCU","POK","CCU.POK",NA,"N"
"CCU","POL","CCU.POL",0,"N"
"CCU","POS","CCU.POS",NA,"N"
"CCU","PRN","CCU.PRN",0,"N"
"CCU","PRS","CCU.PRS",NA,"N"
"CCU","PSI","CCU.PSI",0,"N"
"CCU","PSU","CCU.PSU",NA,"N"
"CCU","PTE","CCU.PTE",NA,"N"
"CCU","PUC","CCU.PUC",0,"N"
"CCU","PWE","CCU.PWE",0.011,"N"
"CCU","PZL","CCU.PZL",0.0115,"N"
"CCU","PZZ","CCU.PZZ",0,"N"
"CCU","QUI","CCU.QUI",NA,"N"
"CCU","QUO","CCU.QUO",NA,"N"
"CCU","RAP","CCU.RAP",NA,"N"
"CCU","RAZ","CCU.RAZ",NA,"N"
"CCU","RBD","CCU.RBD",0.0606,"N"
"CCU","RDC","CCU.RDC",0.0067,"N"
"CCU","REG","CCU.REG",0.0084,"N"
"CCU","REN","CCU.REN",NA,"N"
"CCU","REP","CCU.REP",NA,"N"
"CCU","RHO","CCU.RHO",0,"N"
"CCU","RHY","CCU.RHY",NA,"N"
"CCU","RIP","CCU.RIP",0,"N"
"CCU","RKS","CCU.RKS",0,"N"
"CCU","RKT","CCU.RKT",0,"N"
"CCU","RLF","CCU.RLF",0.0023,"N"
"CCU","RPC","CCU.RPC",0,"N"
"CCU","RSH","CCU.RSH",0.0442,"N"
"CCU","RSO","CCU.RSO",0.0216,"N"
"CCU","RUF","CCU.RUF",NA,"N"
"CCU","SAS","CCU.SAS",NA,"N"
"CCU","SCA","CCU.SCA",0,"N"
"CCU","SCH","CCU.SCH",NA,"N"
"CCU","SCR","CCU.SCR",NA,"N"
"CCU","SCT","CCU.SCT",0,"N"
"CCU","SCU","CCU.SCU",NA,"N"
"CCU","SEM","CCU.SEM",0,"N"
"CCU","SEQ","CCU.SEQ",0.0627,"N"
"CCU","SER","CCU.SER",NA,"N"
"CCU","SGG","CCU.SGG",NA,"N"
"CCU","SHB","CCU.SHB",0.0483,"N"
"CCU","SHC","CCU.SHC",0.0461,"N"
"CCU","SHO","CCU.SHO",NA,"N"
"CCU","SKF","CCU.SKF",0.0032,"N"
"CCU","SKR","CCU.SKR",NA,"N"
"CCU","SKW","CCU.SKW",NA,"N"
"CCU","SLI","CCU.SLI",NA,"N"
"CCU","SLT","CCU.SLT",NA,"N"
"CCU","SLV","CCU.SLV",NA,"N"
"CCU","SMB","CCU.SMB",NA,"N"
"CCU","SNW","CCU.SNW",NA,"N"
"CCU","SOG","CCU.SOG",0.0162,"N"
"CCU","SON","CCU.SON",0.0385,"N"
"CCU","SOP","CCU.SOP",0,"N"
"CCU","SPE","CCU.SPE",0,"N"
"CCU","SPO","CCU.SPO",NA,"N"
"CCU","SQE","CCU.SQE",0,"N"
"CCU","SQL","CCU.SQL",NA,"N"
"CCU","SQU","CCU.SQU",NA,"N"
"CCU","STV","CCU.STV",0.0169,"N"
"CCU","SUM","CCU.SUM",0,"N"
"CCU","SUP","CCU.SUP",0.0023,"N"
"CCU","SUR","CCU.SUR",0.0308,"N"
"CCU","SVD","CCU.SVD",0.0198,"N"
"CCU","SYM","CCU.SYM",NA,"N"
"CCU","TAB","CCU.TAB",NA,"N"
"CCU","TAF","CCU.TAF",0.0407,"N"
"CCU","TAL","CCU.TAL",0,"N"
"CCU","TAM","CCU.TAM",0.0184,"N"
"CCU","TAT","CCU.TAT",NA,"N"
"CCU","TAW","CCU.TAW",0,"N"
"CCU","TBA","CCU.TBA",NA,"N"
"CCU","TDL","CCU.TDL",0,"N"
"CCU","TDM","CCU.TDM",NA,"N"
"CCU","TDO","CCU.TDO",0,"N"
"CCU","THU","CCU.THU",NA,"N"
"CCU","TIP","CCU.TIP",NA,"N"
"CCU","TOG","CCU.TOG",0.0191,"N"
"CCU","TON","CCU.TON",NA,"N"
"CCU","TOR","CCU.TOR",0,"N"
"CCU","TRE","CCU.TRE",NA,"N"
"CCU","TRY","CCU.TRY",NA,"N"
"CCU","TST","CCU.TST",0,"N"
"CCU","TTM","CCU.TTM",0,"N"
"CCU","TUF","CCU.TUF",0.004,"N"
"CCU","TUK","CCU.TUK",0,"N"
"CCU","TUL","CCU.TUL",0,"N"
"CCU","TUN","CCU.TUN",0.023,"N"
"CCU","TUX","CCU.TUX",0,"N"
"CCU","TWE","CCU.TWE",NA,"N"
"CCU","TWO","CCU.TWO",NA,"N"
"CCU","UHF","CCU.UHF",NA,"N"
"CCU","URP","CCU.URP",NA,"N"
"CCU","URS","CCU.URS",NA,"N"
"CCU","UVE","CCU.UVE",0,"N"
"CCU","VAM","CCU.VAM",NA,"N"
"CCU","VBE","CCU.VBE",0,"N"
"CCU","VEC","CCU.VEC",NA,"N"
"CCU","VEG","CCU.VEG",NA,"N"
"CCU","VEN","CCU.VEN",NA,"N"
"CCU","VLT","CCU.VLT",0,"N"
"CCU","WAC","CCU.WAC",0.011,"N"
"CCU","WAN","CCU.WAN",NA,"N"
"CCU","WED","CCU.WED",NA,"N"
"CCU","WEE","CCU.WEE",NA,"N"
"CCU","WES","CCU.WES",0.0381,"N"
"CCU","WHE","CCU.WHE",0,"N"
"CCU","WHL","CCU.WHL",0,"N"
"CCU","WHN","CCU.WHN",0,"N"
"CCU","WHO","CCU.WHO",0.0218,"N"
"CCU","WHT","CCU.WHT",0,"N"
"CCU","WHZ","CCU.WHZ",0.0048,"N"
"CCU","WIF","CCU.WIF",NA,"N"
"CCU","WIY","CCU.WIY",0,"N"
"CCU","WLB","CCU.WLB",NA,"N"
"CCU","WLV","CCU.WLV",0.0388,"N"
"CCU","WNG","CCU.WNG",0,"N"
"CCU","WOF","CCU.WOF",0.0217,"N"
"CCU","WOM","CCU.WOM",NA,"N"
"CCU","WON","CCU.WON",0,"N"
"CCU","WOP","CCU.WOP",0.0247,"N"
"CCU","WPY","CCU.WPY",0,"N"
"CCU","WYL","CCU.WYL",NA,"N"
"CCU","YAD","CCU.YAD",NA,"N"
"CCU","YAN","CCU.YAN",NA,"N"
"CCU","YIN","CCU.YIN",NA,"N"
"CCU","YOG","CCU.YOG",NA,"N"
"CCU","ZAG","CCU.ZAG",NA,"N"
"CCU","ZEP","CCU.ZEP",0,"N"
"CCU","ZIG","CCU.ZIG",NA,"N"
"CCU","ZIP","CCU.ZIP",0.0171,"N"
"CCU","ZOE","CCU.ZOE",NA,"N"
"CDB","CED","CDB.CED",NA,"N"
"CDB","CER","CDB.CER",0.0201,"N"
"CDB","CHA","CDB.CHA",NA,"N"
"CDB","CHC","CDB.CHC",0.0014,"N"
"CDB","CHL","CDB.CHL",0.0144,"N"
"CDB","CHM","CDB.CHM",NA,"N"
"CDB","CHS","CDB.CHS",NA,"N"
"CDB","CHT","CDB.CHT",0,"N"
"CDB","CII","CDB.CII",NA,"N"
"CDB","CKY","CDB.CKY",NA,"N"
"CDB","CLA","CDB.CLA",0,"N"
"CDB","CLO","CDB.CLO",0,"N"
"CDB","CLV","CDB.CLV",0.0091,"N"
"CDB","COC","CDB.COC",NA,"N"
"CDB","COI","CDB.COI",0.0347,"N"
"CDB","COK","CDB.COK",0,"N"
"CDB","COP","CDB.COP",9e-04,"N"
"CDB","COR","CDB.COR",NA,"N"
"CDB","COU","CDB.COU",NA,"N"
"CDB","CRE","CDB.CRE",NA,"N"
"CDB","CRO","CDB.CRO",NA,"N"
"CDB","CRP","CDB.CRP",0.0053,"N"
"CDB","CRS","CDB.CRS",0,"N"
"CDB","CRV","CDB.CRV",0.0066,"N"
"CDB","CSK","CDB.CSK",0.0326,"N"
"CDB","CTY","CDB.CTY",NA,"N"
"CDB","CUR","CDB.CUR",0,"N"
"CDB","CVO","CDB.CVO",0.0032,"N"
"CDB","CYR","CDB.CYR",0,"N"
"CDB","CYS","CDB.CYS",0,"N"
"CDB","DBH","CDB.DBH",NA,"N"
"CDB","DCH","CDB.DCH",0,"N"
"CDB","DCK","CDB.DCK",0.0028,"N"
"CDB","DCR","CDB.DCR",NA,"N"
"CDB","DEM","CDB.DEM",0,"N"
"CDB","DEN","CDB.DEN",NA,"N"
"CDB","DID","CDB.DID",NA,"N"
"CDB","DJY","CDB.DJY",0,"N"
"CDB","DMK","CDB.DMK",0,"N"
"CDB","DNZ","CDB.DNZ",0.0173,"N"
"CDB","DOD","CDB.DOD",0,"N"
"CDB","DOP","CDB.DOP",0.0019,"N"
"CDB","DOU","CDB.DOU",0,"N"
"CDB","DOY","CDB.DOY",0.0011,"N"
"CDB","DOZ","CDB.DOZ",NA,"N"
"CDB","DUC","CDB.DUC",0,"N"
"CDB","DUN","CDB.DUN",NA,"N"
"CDB","DUR","CDB.DUR",NA,"N"
"CDB","EDE","CDB.EDE",0,"N"
"CDB","EED","CDB.EED",0,"N"
"CDB","EFT","CDB.EFT",NA,"N"
"CDB","ENC","CDB.ENC",0.0185,"N"
"CDB","EPC","CDB.EPC",0,"N"
"CDB","EQU","CDB.EQU",NA,"N"
"CDB","ESM","CDB.ESM",0,"N"
"CDB","ESP","CDB.ESP",0.0195,"N"
"CDB","EST","CDB.EST",NA,"N"
"CDB","FAO","CDB.FAO",0,"N"
"CDB","FAT","CDB.FAT",NA,"N"
"CDB","FCN","CDB.FCN",NA,"N"
"CDB","FEA","CDB.FEA",NA,"N"
"CDB","FEN","CDB.FEN",NA,"N"
"CDB","FID","CDB.FID",0,"N"
"CDB","FIN","CDB.FIN",NA,"N"
"CDB","FKY","CDB.FKY",0,"N"
"CDB","FLF","CDB.FLF",0,"N"
"CDB","FLI","CDB.FLI",NA,"N"
"CDB","FNT","CDB.FNT",0.013,"N"
"CDB","FOA","CDB.FOA",NA,"N"
"CDB","FOO","CDB.FOO",NA,"N"
"CDB","FRA","CDB.FRA",NA,"N"
"CDB","FRK","CDB.FRK",0.0397,"N"
"CDB","FRL","CDB.FRL",0,"N"
"CDB","FRO","CDB.FRO",NA,"N"
"CDB","FSB","CDB.FSB",0,"N"
"CDB","FUF","CDB.FUF",0,"N"
"CDB","FUT","CDB.FUT",0,"N"
"CDB","GAB","CDB.GAB",0.0033,"N"
"CDB","GAF","CDB.GAF",NA,"N"
"CDB","GAN","CDB.GAN",NA,"N"
"CDB","GEK","CDB.GEK",0,"N"
"CDB","GHA","CDB.GHA",NA,"N"
"CDB","GMP","CDB.GMP",0.0104,"N"
"CDB","GNO","CDB.GNO",NA,"N"
"CDB","GOB","CDB.GOB",NA,"N"
"CDB","GOD","CDB.GOD",0.0068,"N"
"CDB","GOO","CDB.GOO",NA,"N"
"CDB","GRF","CDB.GRF",0.0047,"N"
"CDB","GRG","CDB.GRG",0.019,"N"
"CDB","GRV","CDB.GRV",0,"N"
"CDB","GTL","CDB.GTL",NA,"N"
"CDB","GUA","CDB.GUA",0.008,"N"
"CDB","GUM","CDB.GUM",0,"N"
"CDB","HAB","CDB.HAB",0,"N"
"CDB","HAL","CDB.HAL",NA,"N"
"CDB","HAM","CDB.HAM",NA,"N"
"CDB","HAT","CDB.HAT",0.0152,"N"
"CDB","HBB","CDB.HBB",0.0066,"N"
"CDB","HEA","CDB.HEA",NA,"N"
"CDB","HFF","CDB.HFF",0,"N"
"CDB","HIC","CDB.HIC",NA,"N"
"CDB","HLL","CDB.HLL",NA,"N"
"CDB","HNK","CDB.HNK",0,"N"
"CDB","HOH","CDB.HOH",NA,"N"
"CDB","HOL","CDB.HOL",NA,"N"
"CDB","HOW","CDB.HOW",0,"N"
"CDB","HPP","CDB.HPP",NA,"N"
"CDB","HRA","CDB.HRA",NA,"N"
"CDB","HRS","CDB.HRS",0.2398,"Y"
"CDB","HUB","CDB.HUB",0.0171,"N"
"CDB","HUL","CDB.HUL",NA,"N"
"CDB","HYM","CDB.HYM",NA,"N"
"CDB","HYR","CDB.HYR",NA,"N"
"CDB","IBL","CDB.IBL",0,"N"
"CDB","IBX","CDB.IBX",0.0083,"N"
"CDB","IND","CDB.IND",0.003,"N"
"CDB","ITG","CDB.ITG",0.0024,"N"
"CDB","JAB","CDB.JAB",NA,"N"
"CDB","JAC","CDB.JAC",0.0062,"N"
"CDB","JAG","CDB.JAG",NA,"N"
"CDB","JAH","CDB.JAH",0.0212,"N"
"CDB","JAS","CDB.JAS",0,"N"
"CDB","JCR","CDB.JCR",NA,"N"
"CDB","JEL","CDB.JEL",NA,"N"
"CDB","JFR","CDB.JFR",NA,"N"
"CDB","JIT","CDB.JIT",NA,"N"
"CDB","JMC","CDB.JMC",NA,"N"
"CDB","JMY","CDB.JMY",0.0258,"N"
"CDB","JND","CDB.JND",0,"N"
"CDB","JNG","CDB.JNG",NA,"N"
"CDB","JNI","CDB.JNI",0.0202,"N"
"CDB","JOK","CDB.JOK",NA,"N"
"CDB","JOL","CDB.JOL",NA,"N"
"CDB","JOY","CDB.JOY",NA,"N"
"CDB","JUI","CDB.JUI",0.0337,"N"
"CDB","JUM","CDB.JUM",0,"N"
"CDB","KEA","CDB.KEA",NA,"N"
"CDB","KES","CDB.KES",NA,"N"
"CDB","KIT","CDB.KIT",0,"N"
"CDB","KIY","CDB.KIY",0,"N"
"CDB","KNG","CDB.KNG",0,"N"
"CDB","KOA","CDB.KOA",0.0229,"N"
"CDB","KST","CDB.KST",NA,"N"
"CDB","KWA","CDB.KWA",NA,"N"
"CDB","KWI","CDB.KWI",NA,"N"
"CDB","KYD","CDB.KYD",NA,"N"
"CDB","LAD","CDB.LAD",NA,"N"
"CDB","LAS","CDB.LAS",0.0021,"N"
"CDB","LAU","CDB.LAU",NA,"N"
"CDB","LDO","CDB.LDO",0.0028,"N"
"CDB","LEN","CDB.LEN",0.0024,"N"
"CDB","LEV","CDB.LEV",0,"N"
"CDB","LIC","CDB.LIC",0,"N"
"CDB","LIF","CDB.LIF",0,"N"
"CDB","LIT","CDB.LIT",0.0107,"N"
"CDB","LLA","CDB.LLA",0.001,"N"
"CDB","LLO","CDB.LLO",NA,"N"
"CDB","LNS","CDB.LNS",NA,"N"
"CDB","LOO","CDB.LOO",0.0173,"N"
"CDB","LYR","CDB.LYR",0.0221,"N"
"CDB","MDC","CDB.MDC",NA,"N"
"CDB","MDH","CDB.MDH",0,"N"
"CDB","MEO","CDB.MEO",0,"N"
"CDB","MER","CDB.MER",NA,"N"
"CDB","MIN","CDB.MIN",NA,"N"
"CDB","MIS","CDB.MIS",0,"N"
"CDB","MNG","CDB.MNG",0,"N"
"CDB","MNM","CDB.MNM",NA,"N"
"CDB","MNV","CDB.MNV",0.0068,"N"
"CDB","MOO","CDB.MOO",NA,"N"
"CDB","MOU","CDB.MOU",0.0024,"N"
"CDB","MOZ","CDB.MOZ",NA,"N"
"CDB","MRA","CDB.MRA",NA,"N"
"CDB","MSC","CDB.MSC",0.0227,"N"
"CDB","MTS","CDB.MTS",NA,"N"
"CDB","MUN","CDB.MUN",NA,"N"
"CDB","MUR","CDB.MUR",NA,"N"
"CDB","MYS","CDB.MYS",0,"N"
"CDB","NET","CDB.NET",0.0247,"N"
"CDB","NEV","CDB.NEV",NA,"N"
"CDB","NIB","CDB.NIB",NA,"N"
"CDB","NIC","CDB.NIC",0,"N"
"CDB","NIP","CDB.NIP",NA,"N"
"CDB","NIR","CDB.NIR",0.0083,"N"
"CDB","NIT","CDB.NIT",NA,"N"
"CDB","NOE","CDB.NOE",0.0045,"N"
"CDB","NOO","CDB.NOO",NA,"N"
"CDB","NUD","CDB.NUD",NA,"N"
"CDB","NUM","CDB.NUM",0,"N"
"CDB","OLI","CDB.OLI",0.0188,"N"
"CDB","OMA","CDB.OMA",0,"N"
"CDB","OPY","CDB.OPY",0.0193,"N"
"CDB","OSI","CDB.OSI",NA,"N"
"CDB","PDR","CDB.PDR",0,"N"
"CDB","PDT","CDB.PDT",0,"N"
"CDB","PDX","CDB.PDX",NA,"N"
"CDB","PEG","CDB.PEG",0,"N"
"CDB","PGP","CDB.PGP",NA,"N"
"CDB","PHA","CDB.PHA",0.061,"N"
"CDB","PHO","CDB.PHO",NA,"N"
"CDB","PHX","CDB.PHX",0.015,"N"
"CDB","PIC","CDB.PIC",0,"N"
"CDB","PIL","CDB.PIL",NA,"N"
"CDB","PIX","CDB.PIX",NA,"N"
"CDB","PKA","CDB.PKA",NA,"N"
"CDB","PNF","CDB.PNF",NA,"N"
"CDB","POK","CDB.POK",NA,"N"
"CDB","POL","CDB.POL",0,"N"
"CDB","POS","CDB.POS",NA,"N"
"CDB","PRN","CDB.PRN",0,"N"
"CDB","PRS","CDB.PRS",NA,"N"
"CDB","PSI","CDB.PSI",0,"N"
"CDB","PSU","CDB.PSU",NA,"N"
"CDB","PTE","CDB.PTE",NA,"N"
"CDB","PUC","CDB.PUC",0,"N"
"CDB","PWE","CDB.PWE",0,"N"
"CDB","PZL","CDB.PZL",0,"N"
"CDB","PZZ","CDB.PZZ",0.0061,"N"
"CDB","QUI","CDB.QUI",NA,"N"
"CDB","QUO","CDB.QUO",NA,"N"
"CDB","RAP","CDB.RAP",NA,"N"
"CDB","RAZ","CDB.RAZ",NA,"N"
"CDB","RBD","CDB.RBD",0.0221,"N"
"CDB","RDC","CDB.RDC",0.0092,"N"
"CDB","REG","CDB.REG",0,"N"
"CDB","REN","CDB.REN",NA,"N"
"CDB","REP","CDB.REP",NA,"N"
"CDB","RHO","CDB.RHO",0.0133,"N"
"CDB","RHY","CDB.RHY",NA,"N"
"CDB","RIP","CDB.RIP",0.0012,"N"
"CDB","RKS","CDB.RKS",0,"N"
"CDB","RKT","CDB.RKT",0,"N"
"CDB","RLF","CDB.RLF",0.0071,"N"
"CDB","RPC","CDB.RPC",0.0151,"N"
"CDB","RSH","CDB.RSH",0.0098,"N"
"CDB","RSO","CDB.RSO",0,"N"
"CDB","RUF","CDB.RUF",NA,"N"
"CDB","SAS","CDB.SAS",NA,"N"
"CDB","SCA","CDB.SCA",0,"N"
"CDB","SCH","CDB.SCH",NA,"N"
"CDB","SCR","CDB.SCR",NA,"N"
"CDB","SCT","CDB.SCT",0.018,"N"
"CDB","SCU","CDB.SCU",NA,"N"
"CDB","SEM","CDB.SEM",0,"N"
"CDB","SEQ","CDB.SEQ",0.0188,"N"
"CDB","SER","CDB.SER",NA,"N"
"CDB","SGG","CDB.SGG",NA,"N"
"CDB","SHB","CDB.SHB",0.0277,"N"
"CDB","SHC","CDB.SHC",0.0215,"N"
"CDB","SHO","CDB.SHO",NA,"N"
"CDB","SKF","CDB.SKF",0.0085,"N"
"CDB","SKR","CDB.SKR",NA,"N"
"CDB","SKW","CDB.SKW",NA,"N"
"CDB","SLI","CDB.SLI",NA,"N"
"CDB","SLT","CDB.SLT",NA,"N"
"CDB","SLV","CDB.SLV",NA,"N"
"CDB","SMB","CDB.SMB",NA,"N"
"CDB","SNW","CDB.SNW",NA,"N"
"CDB","SOG","CDB.SOG",0.0283,"N"
"CDB","SON","CDB.SON",0,"N"
"CDB","SOP","CDB.SOP",0,"N"
"CDB","SPE","CDB.SPE",0,"N"
"CDB","SPO","CDB.SPO",NA,"N"
"CDB","SQE","CDB.SQE",0,"N"
"CDB","SQL","CDB.SQL",NA,"N"
"CDB","SQU","CDB.SQU",NA,"N"
"CDB","STV","CDB.STV",0.0213,"N"
"CDB","SUM","CDB.SUM",0,"N"
"CDB","SUP","CDB.SUP",8e-04,"N"
"CDB","SUR","CDB.SUR",0.0018,"N"
