"Dolphin.ID","Observation.Date","Observation.ID","AgeClass","ReproCat","Combined.ID","ReproSightings","Repro.ID","Age.ID"
"ALG",1988-05-10,688,"adult","unknown","ALG.unknown.adult",11,"ALG.unknown","ALG.adult"
"ALG",1988-05-14,692,"adult","unknown","ALG.unknown.adult",11,"ALG.unknown","ALG.adult"
"ALG",1988-05-16,696,"adult","unknown","ALG.unknown.adult",11,"ALG.unknown","ALG.adult"
"ALG",1988-07-10,732,"adult","cyc","ALG.cyc.adult",20,"ALG.cyc","ALG.adult"
"ALG",1988-08-22,830,"adult","cyc","ALG.cyc.adult",20,"ALG.cyc","ALG.adult"
"ALG",1988-12-07,933,"adult","preg","ALG.preg.adult",42,"ALG.preg","ALG.adult"
"ALG",1989-05-31,1023,"adult","preg","ALG.preg.adult",42,"ALG.preg","ALG.adult"
"ALG",1989-06-16,1075,"adult","preg","ALG.preg.adult",42,"ALG.preg","ALG.adult"
"ALG",1989-06-17,1081,"adult","preg","ALG.preg.adult",42,"ALG.preg","ALG.adult"
"ALG",1989-07-13,1181,"adult","preg","ALG.preg.adult",42,"ALG.preg","ALG.adult"
"ALG",1990-03-28,1306,"adult","lact","ALG.lact.adult",28,"ALG.lact","ALG.adult"
"ALG",1990-03-29,1311,"adult","lact","ALG.lact.adult",28,"ALG.lact","ALG.adult"
"ALG",1990-04-18,1379,"adult","lact","ALG.lact.adult",28,"ALG.lact","ALG.adult"
"ALG",1990-06-01,1500,"adult","lact","ALG.lact.adult",28,"ALG.lact","ALG.adult"
"ALG",1990-08-16,1661,"adult","lact","ALG.lact.adult",28,"ALG.lact","ALG.adult"
"ALG",1990-09-16,1804,"adult","cyc","ALG.cyc.adult",20,"ALG.cyc","ALG.adult"
"ALG",1990-09-28,1821,"adult","cyc","ALG.cyc.adult",20,"ALG.cyc","ALG.adult"
"ALG",1990-10-11,1846,"adult","cyc","ALG.cyc.adult",20,"ALG.cyc","ALG.adult"
"ALG",1990-10-15,1854,"adult","cyc","ALG.cyc.adult",20,"ALG.cyc","ALG.adult"
"ALG",1990-10-21,1876,"adult","cyc","ALG.cyc.adult",20,"ALG.cyc","ALG.adult"
"ALG",1990-10-22,1891,"adult","cyc","ALG.cyc.adult",20,"ALG.cyc","ALG.adult"
"ALG",1990-10-24,1897,"adult","cyc","ALG.cyc.adult",20,"ALG.cyc","ALG.adult"
"ALG",1990-11-25,1969,"adult","preg","ALG.preg.adult",42,"ALG.preg","ALG.adult"
"ALG",1990-11-26,1972,"adult","preg","ALG.preg.adult",42,"ALG.preg","ALG.adult"
"ALG",1990-12-12,2003,"adult","preg","ALG.preg.adult",42,"ALG.preg","ALG.adult"
"ALG",1991-03-13,2061,"adult","preg","ALG.preg.adult",42,"ALG.preg","ALG.adult"
"ALG",1991-04-27,2151,"adult","preg","ALG.preg.adult",42,"ALG.preg","ALG.adult"
"ALG",1991-05-15,2192,"adult","preg","ALG.preg.adult",42,"ALG.preg","ALG.adult"
"ALG",1991-05-16,2201,"adult","preg","ALG.preg.adult",42,"ALG.preg","ALG.adult"
"ALG",1991-08-25,2448,"adult","preg","ALG.preg.adult",42,"ALG.preg","ALG.adult"
"ALG",1991-08-26,2453,"adult","preg","ALG.preg.adult",42,"ALG.preg","ALG.adult"
"ALG",1991-09-10,2481,"adult","preg","ALG.preg.adult",42,"ALG.preg","ALG.adult"
"ALG",1991-09-11,2489,"adult","preg","ALG.preg.adult",42,"ALG.preg","ALG.adult"
"ALG",1991-09-19,2518,"adult","preg","ALG.preg.adult",42,"ALG.preg","ALG.adult"
"ALG",1991-09-20,2524,"adult","preg","ALG.preg.adult",42,"ALG.preg","ALG.adult"
"ALG",1991-09-28,2552,"adult","preg","ALG.preg.adult",42,"ALG.preg","ALG.adult"
"ALG",1991-11-03,2710,"adult","lact","ALG.lact.adult",28,"ALG.lact","ALG.adult"
"ALG",1991-11-04,2715,"adult","lact","ALG.lact.adult",28,"ALG.lact","ALG.adult"
"ALG",1991-11-17,2745,"adult","lact","ALG.lact.adult",28,"ALG.lact","ALG.adult"
"ALG",1992-10-20,2992,"adult","lact","ALG.lact.adult",28,"ALG.lact","ALG.adult"
"ALG",1992-10-31,3019,"adult","lact","ALG.lact.adult",28,"ALG.lact","ALG.adult"
"ALG",1992-11-03,3035,"adult","lact","ALG.lact.adult",28,"ALG.lact","ALG.adult"
"ALG",1993-01-05,3078,"adult","lact","ALG.lact.adult",28,"ALG.lact","ALG.adult"
"ALG",1993-01-29,3089,"adult","lact","ALG.lact.adult",28,"ALG.lact","ALG.adult"
"ALG",1993-03-20,3111,"adult","lact","ALG.lact.adult",28,"ALG.lact","ALG.adult"
"ALG",1993-08-07,3388,"adult","lact","ALG.lact.adult",28,"ALG.lact","ALG.adult"
"ALG",1994-05-12,3761,"adult","unknown","ALG.unknown.adult",11,"ALG.unknown","ALG.adult"
"ALG",1994-08-03,3964,"adult","unknown","ALG.unknown.adult",11,"ALG.unknown","ALG.adult"
"ALG",1994-09-15,4063,"adult","unknown","ALG.unknown.adult",11,"ALG.unknown","ALG.adult"
"ALG",1995-08-11,4227,"adult","unknown","ALG.unknown.adult",11,"ALG.unknown","ALG.adult"
"ALG",1995-08-15,4267,"adult","unknown","ALG.unknown.adult",11,"ALG.unknown","ALG.adult"
"ALG",1995-08-23,4299,"adult","unknown","ALG.unknown.adult",11,"ALG.unknown","ALG.adult"
"ALG",1995-09-24,4385,"adult","unknown","ALG.unknown.adult",11,"ALG.unknown","ALG.adult"
"ALG",1996-07-07,4529,"adult","cyc","ALG.cyc.adult",20,"ALG.cyc","ALG.adult"
"ALG",1996-07-12,4562,"adult","cyc","ALG.cyc.adult",20,"ALG.cyc","ALG.adult"
"ALG",1996-07-19,4576,"adult","cyc","ALG.cyc.adult",20,"ALG.cyc","ALG.adult"
"ALG",1996-07-21,4590,"adult","cyc","ALG.cyc.adult",20,"ALG.cyc","ALG.adult"
"ALG",1996-07-28,4621,"adult","cyc","ALG.cyc.adult",20,"ALG.cyc","ALG.adult"
"ALG",1996-08-01,4641,"adult","cyc","ALG.cyc.adult",20,"ALG.cyc","ALG.adult"
"ALG",1996-08-03,4656,"adult","cyc","ALG.cyc.adult",20,"ALG.cyc","ALG.adult"
"ALG",1996-08-04,4661,"adult","cyc","ALG.cyc.adult",20,"ALG.cyc","ALG.adult"
"ALG",1996-08-20,4684,"adult","cyc","ALG.cyc.adult",20,"ALG.cyc","ALG.adult"
"ALG",1996-09-03,4766,"adult","cyc","ALG.cyc.adult",20,"ALG.cyc","ALG.adult"
"ALG",1996-09-13,4809,"adult","cyc","ALG.cyc.adult",20,"ALG.cyc","ALG.adult"
"ALG",1996-09-17,4824,"adult","preg","ALG.preg.adult",42,"ALG.preg","ALG.adult"
"ALG",1996-09-18,4832,"adult","preg","ALG.preg.adult",42,"ALG.preg","ALG.adult"
"ALG",1996-09-20,4852,"adult","preg","ALG.preg.adult",42,"ALG.preg","ALG.adult"
"ALG",1996-10-01,4874,"adult","preg","ALG.preg.adult",42,"ALG.preg","ALG.adult"
"ALG",1996-10-07,4907,"adult","preg","ALG.preg.adult",42,"ALG.preg","ALG.adult"
"ALG",1996-12-17,5044,"adult","preg","ALG.preg.adult",42,"ALG.preg","ALG.adult"
"ALG",1997-04-04,5165,"adult","preg","ALG.preg.adult",42,"ALG.preg","ALG.adult"
"ALG",1997-04-08,5169,"adult","preg","ALG.preg.adult",42,"ALG.preg","ALG.adult"
"ALG",1997-04-26,5214,"adult","preg","ALG.preg.adult",42,"ALG.preg","ALG.adult"
"ALG",1997-05-13,5237,"adult","preg","ALG.preg.adult",42,"ALG.preg","ALG.adult"
"ALG",1997-05-20,5247,"adult","preg","ALG.preg.adult",42,"ALG.preg","ALG.adult"
"ALG",1997-07-01,5367,"adult","preg","ALG.preg.adult",42,"ALG.preg","ALG.adult"
"ALG",1997-07-04,5373,"adult","preg","ALG.preg.adult",42,"ALG.preg","ALG.adult"
"ALG",1997-07-06,5381,"adult","preg","ALG.preg.adult",42,"ALG.preg","ALG.adult"
"ALG",1997-07-07,5391,"adult","preg","ALG.preg.adult",42,"ALG.preg","ALG.adult"
"ALG",1997-07-12,5403,"adult","preg","ALG.preg.adult",42,"ALG.preg","ALG.adult"
"ALG",1997-07-13,5429,"adult","preg","ALG.preg.adult",42,"ALG.preg","ALG.adult"
"ALG",1997-07-19,5466,"adult","preg","ALG.preg.adult",42,"ALG.preg","ALG.adult"
"ALG",1997-07-23,5520,"adult","preg","ALG.preg.adult",42,"ALG.preg","ALG.adult"
"ALG",1997-07-26,5546,"adult","preg","ALG.preg.adult",42,"ALG.preg","ALG.adult"
"ALG",1997-07-27,5574,"adult","preg","ALG.preg.adult",42,"ALG.preg","ALG.adult"
"ALG",1997-07-30,5589,"adult","preg","ALG.preg.adult",42,"ALG.preg","ALG.adult"
"ALG",1997-08-13,5727,"adult","preg","ALG.preg.adult",42,"ALG.preg","ALG.adult"
"ALG",1997-10-01,5882,"adult","lact","ALG.lact.adult",28,"ALG.lact","ALG.adult"
"ALG",1997-11-01,6028,"adult","lact","ALG.lact.adult",28,"ALG.lact","ALG.adult"
"ALG",1998-04-25,6225,"adult","lact","ALG.lact.adult",28,"ALG.lact","ALG.adult"
"ALG",1998-05-02,6237,"adult","lact","ALG.lact.adult",28,"ALG.lact","ALG.adult"
"ALG",1998-05-30,6393,"adult","lact","ALG.lact.adult",28,"ALG.lact","ALG.adult"
"ALG",1998-07-06,6587,"adult","lact","ALG.lact.adult",28,"ALG.lact","ALG.adult"
"ALG",1998-09-07,7119,"adult","lact","ALG.lact.adult",28,"ALG.lact","ALG.adult"
"ALG",1998-10-30,7218,"adult","lact","ALG.lact.adult",28,"ALG.lact","ALG.adult"
"ALG",1998-11-11,7234,"adult","lact","ALG.lact.adult",28,"ALG.lact","ALG.adult"
"ALG",1998-12-04,7275,"adult","lact","ALG.lact.adult",28,"ALG.lact","ALG.adult"
"ALG",1998-12-06,7297,"adult","lact","ALG.lact.adult",28,"ALG.lact","ALG.adult"
"ALG",1999-02-18,7388,"adult","lact","ALG.lact.adult",28,"ALG.lact","ALG.adult"
"ALG",1999-06-24,7770,"adult","lact","ALG.lact.adult",28,"ALG.lact","ALG.adult"
"ALG",1999-10-04,8345,"adult","unknown","ALG.unknown.adult",11,"ALG.unknown","ALG.adult"
"ALG",2000-09-27,8930,"elder","unknown","ALG.unknown.elder",18,"ALG.unknown","ALG.elder"
"ALG",2001-09-05,10033,"elder","unknown","ALG.unknown.elder",18,"ALG.unknown","ALG.elder"
"ALG",2001-09-20,10144,"elder","unknown","ALG.unknown.elder",18,"ALG.unknown","ALG.elder"
"ALG",2001-10-07,10229,"elder","unknown","ALG.unknown.elder",18,"ALG.unknown","ALG.elder"
"ALG",2001-10-15,10236,"elder","unknown","ALG.unknown.elder",18,"ALG.unknown","ALG.elder"
"ALG",2001-10-22,10246,"elder","unknown","ALG.unknown.elder",18,"ALG.unknown","ALG.elder"
"ALG",2002-03-19,10318,"elder","unknown","ALG.unknown.elder",18,"ALG.unknown","ALG.elder"
"ALG",2002-07-30,11008,"elder","unknown","ALG.unknown.elder",18,"ALG.unknown","ALG.elder"
"ALG",2002-08-14,11175,"elder","unknown","ALG.unknown.elder",18,"ALG.unknown","ALG.elder"
"ALG",2002-10-03,11537,"elder","unknown","ALG.unknown.elder",18,"ALG.unknown","ALG.elder"
"ALG",2002-10-31,11661,"elder","unknown","ALG.unknown.elder",18,"ALG.unknown","ALG.elder"
"ALG",2002-11-04,11666,"elder","unknown","ALG.unknown.elder",18,"ALG.unknown","ALG.elder"
"ALG",2003-01-08,11780,"elder","unknown","ALG.unknown.elder",18,"ALG.unknown","ALG.elder"
"ALG",2003-03-09,11913,"elder","unknown","ALG.unknown.elder",18,"ALG.unknown","ALG.elder"
"ALG",2003-03-11,11921,"elder","unknown","ALG.unknown.elder",18,"ALG.unknown","ALG.elder"
"ALG",2003-04-16,12133,"elder","unknown","ALG.unknown.elder",18,"ALG.unknown","ALG.elder"
"ALG",2003-05-01,12240,"elder","unknown","ALG.unknown.elder",18,"ALG.unknown","ALG.elder"
"ALG",2003-05-02,12251,"elder","unknown","ALG.unknown.elder",18,"ALG.unknown","ALG.elder"
"ALI",1993-03-22,3113,"adult","unknown","ALI.unknown.adult",22,"ALI.unknown","ALI.adult"
"ALI",1993-04-16,3138,"adult","unknown","ALI.unknown.adult",22,"ALI.unknown","ALI.adult"
"ALI",1996-10-06,4899,"adult","unknown","ALI.unknown.adult",22,"ALI.unknown","ALI.adult"
"ALI",1996-10-07,4904,"adult","unknown","ALI.unknown.adult",22,"ALI.unknown","ALI.adult"
"ALI",1996-12-16,5041,"adult","unknown","ALI.unknown.adult",22,"ALI.unknown","ALI.adult"
"ALI",1997-01-29,5102,"adult","unknown","ALI.unknown.adult",22,"ALI.unknown","ALI.adult"
"ALI",1997-02-09,5109,"adult","unknown","ALI.unknown.adult",22,"ALI.unknown","ALI.adult"
"ALI",1997-04-04,5162,"adult","unknown","ALI.unknown.adult",22,"ALI.unknown","ALI.adult"
"ALI",1997-11-02,6036,"adult","unknown","ALI.unknown.adult",22,"ALI.unknown","ALI.adult"
"ALI",1997-12-09,6065,"adult","unknown","ALI.unknown.adult",22,"ALI.unknown","ALI.adult"
"ALI",1997-12-10,6069,"adult","unknown","ALI.unknown.adult",22,"ALI.unknown","ALI.adult"
"ALI",1997-12-22,6086,"adult","unknown","ALI.unknown.adult",22,"ALI.unknown","ALI.adult"
"ALI",1998-01-09,6108,"adult","unknown","ALI.unknown.adult",22,"ALI.unknown","ALI.adult"
"ALI",1998-01-10,6115,"adult","unknown","ALI.unknown.adult",22,"ALI.unknown","ALI.adult"
"ALI",1998-12-06,7298,"adult","unknown","ALI.unknown.adult",22,"ALI.unknown","ALI.adult"
"ALI",1998-12-07,7313,"adult","unknown","ALI.unknown.adult",22,"ALI.unknown","ALI.adult"
"ALI",1999-11-03,8449,"adult","preg","ALI.preg.adult",5,"ALI.preg","ALI.adult"
"ALI",2001-08-02,9734,"adult","lact","ALI.lact.adult",10,"ALI.lact","ALI.adult"
"ALI",2001-09-27,10198,"adult","lact","ALI.lact.adult",10,"ALI.lact","ALI.adult"
"ALI",2001-10-07,10231,"adult","lact","ALI.lact.adult",10,"ALI.lact","ALI.adult"
"ALI",2002-07-22,10896,"adult","lact","ALI.lact.adult",10,"ALI.lact","ALI.adult"
"ALI",2002-07-23,10926,"adult","lact","ALI.lact.adult",10,"ALI.lact","ALI.adult"
"ALI",2002-08-19,11216,"adult","lact","ALI.lact.adult",10,"ALI.lact","ALI.adult"
"ALI",2002-11-09,11673,"adult","unknown","ALI.unknown.adult",22,"ALI.unknown","ALI.adult"
"ALI",2002-11-14,11701,"adult","unknown","ALI.unknown.adult",22,"ALI.unknown","ALI.adult"
"ALI",2003-02-09,11816,"adult","unknown","ALI.unknown.adult",22,"ALI.unknown","ALI.adult"
"ALI",2003-12-21,13200,"adult","preg","ALI.preg.adult",5,"ALI.preg","ALI.adult"
"ALI",2004-08-21,13998,"adult","preg","ALI.preg.adult",5,"ALI.preg","ALI.adult"
"ALI",2004-09-18,14252,"adult","preg","ALI.preg.adult",5,"ALI.preg","ALI.adult"
"ALI",2004-09-19,14270,"adult","preg","ALI.preg.adult",5,"ALI.preg","ALI.adult"
"ALI",2004-10-24,14558,"adult","lact","ALI.lact.adult",10,"ALI.lact","ALI.adult"
"ALI",2004-11-21,14694,"adult","lact","ALI.lact.adult",10,"ALI.lact","ALI.adult"
"ALI",2004-12-07,14737,"adult","lact","ALI.lact.adult",10,"ALI.lact","ALI.adult"
"ALI",2006-07-20,15783,"adult","lact","ALI.lact.adult",10,"ALI.lact","ALI.adult"
"ALI",2006-08-01,15868,"adult","unknown","ALI.unknown.adult",22,"ALI.unknown","ALI.adult"
"ALI",2006-08-20,16011,"adult","unknown","ALI.unknown.adult",22,"ALI.unknown","ALI.adult"
"ALI",2006-11-09,16230,"adult","unknown","ALI.unknown.adult",22,"ALI.unknown","ALI.adult"
"ALT",2002-08-20,11249,"adult","lact","ALT.lact.adult",10,"ALT.lact","ALT.adult"
"ALT",2003-08-17,12737,"adult","lact","ALT.lact.adult",10,"ALT.lact","ALT.adult"
"ALT",2004-09-18,14250,"adult","unknown","ALT.unknown.adult",9,"ALT.unknown","ALT.adult"
"ALT",2004-11-21,14706,"adult","unknown","ALT.unknown.adult",9,"ALT.unknown","ALT.adult"
"ALT",2005-07-09,14986,"adult","cyc","ALT.cyc.adult",8,"ALT.cyc","ALT.adult"
"ALT",2005-10-01,15342,"adult","cyc","ALT.cyc.adult",8,"ALT.cyc","ALT.adult"
"ALT",2005-10-23,15393,"adult","cyc","ALT.cyc.adult",8,"ALT.cyc","ALT.adult"
"ALT",2006-07-19,15762,"adult","preg","ALT.preg.adult",6,"ALT.preg","ALT.adult"
"ALT",2009-09-15,17162,"adult","unknown","ALT.unknown.adult",9,"ALT.unknown","ALT.adult"
"ALT",2009-10-10,17223,"adult","unknown","ALT.unknown.adult",9,"ALT.unknown","ALT.adult"
"ALT",2009-10-18,17248,"adult","unknown","ALT.unknown.adult",9,"ALT.unknown","ALT.adult"
"ALT",2010-10-10,17726,"adult","unknown","ALT.unknown.adult",9,"ALT.unknown","ALT.adult"
"ALT",2010-12-06,17844,"adult","unknown","ALT.unknown.adult",9,"ALT.unknown","ALT.adult"
"ALT",2013-09-16,19146,"adult","cyc","ALT.cyc.adult",8,"ALT.cyc","ALT.adult"
"ALT",2013-10-14,19249,"adult","cyc","ALT.cyc.adult",8,"ALT.cyc","ALT.adult"
"ALT",2013-11-18,19495,"adult","preg","ALT.preg.adult",6,"ALT.preg","ALT.adult"
"ALT",2014-09-09,19917,"adult","preg","ALT.preg.adult",6,"ALT.preg","ALT.adult"
"ALT",2014-09-26,19996,"adult","preg","ALT.preg.adult",6,"ALT.preg","ALT.adult"
"ALT",2014-11-18,20191,"adult","lact","ALT.lact.adult",10,"ALT.lact","ALT.adult"
"ALT",2014-11-20,20212,"adult","lact","ALT.lact.adult",10,"ALT.lact","ALT.adult"
"ALT",2014-12-24,20260,"adult","cyc","ALT.cyc.adult",8,"ALT.cyc","ALT.adult"
"ALT",2014-12-25,20271,"adult","cyc","ALT.cyc.adult",8,"ALT.cyc","ALT.adult"
"ALT",2014-12-27,20288,"adult","cyc","ALT.cyc.adult",8,"ALT.cyc","ALT.adult"
"ALT",2015-08-06,20969,"adult","preg","ALT.preg.adult",6,"ALT.preg","ALT.adult"
"ALT",2015-08-28,21120,"adult","preg","ALT.preg.adult",6,"ALT.preg","ALT.adult"
"ALT",2017-05-17,22087,"adult","lact","ALT.lact.adult",10,"ALT.lact","ALT.adult"
"ALT",2017-05-30,22127,"adult","lact","ALT.lact.adult",10,"ALT.lact","ALT.adult"
"ALT",2017-05-31,22163,"adult","lact","ALT.lact.adult",10,"ALT.lact","ALT.adult"
"ALT",2017-06-14,22236,"adult","lact","ALT.lact.adult",10,"ALT.lact","ALT.adult"
"ALT",2017-10-06,22464,"adult","lact","ALT.lact.adult",10,"ALT.lact","ALT.adult"
"ALT",2017-10-20,22528,"adult","lact","ALT.lact.adult",10,"ALT.lact","ALT.adult"
"ALT",2018-09-21,25262,"adult","unknown","ALT.unknown.adult",9,"ALT.unknown","ALT.adult"
"ALT",2018-10-16,25308,"adult","unknown","ALT.unknown.adult",9,"ALT.unknown","ALT.adult"
"AMA",1999-08-09,8057,"adult","unknown","AMA.unknown.adult",12,"AMA.unknown","AMA.adult"
"AMA",1999-10-04,8342,"adult","unknown","AMA.unknown.adult",12,"AMA.unknown","AMA.adult"
"AMA",1999-10-21,8380,"adult","unknown","AMA.unknown.adult",12,"AMA.unknown","AMA.adult"
"AMA",1999-11-03,8451,"adult","unknown","AMA.unknown.adult",12,"AMA.unknown","AMA.adult"
"AMA",2002-03-21,10325,"adult","unknown","AMA.unknown.adult",12,"AMA.unknown","AMA.adult"
"AMA",2002-05-08,10423,"adult","unknown","AMA.unknown.adult",12,"AMA.unknown","AMA.adult"
"AMA",2002-05-09,10430,"adult","unknown","AMA.unknown.adult",12,"AMA.unknown","AMA.adult"
"AMA",2002-06-21,10596,"adult","unknown","AMA.unknown.adult",12,"AMA.unknown","AMA.adult"
"AMA",2003-05-02,12261,"adult","unknown","AMA.unknown.adult",12,"AMA.unknown","AMA.adult"
"AMA",2004-09-19,14270,"adult","unknown","AMA.unknown.adult",12,"AMA.unknown","AMA.adult"
"AMA",2004-10-05,14404,"adult","unknown","AMA.unknown.adult",12,"AMA.unknown","AMA.adult"
"AMA",2004-11-09,14660,"adult","unknown","AMA.unknown.adult",12,"AMA.unknown","AMA.adult"
"AMO",2001-06-28,9354,"juvenile","juvenile","AMO.juvenile.juvenile",29,"AMO.juvenile","AMO.juvenile"
"AMO",2001-07-20,9632,"juvenile","juvenile","AMO.juvenile.juvenile",29,"AMO.juvenile","AMO.juvenile"
"AMO",2001-08-08,9812,"juvenile","juvenile","AMO.juvenile.juvenile",29,"AMO.juvenile","AMO.juvenile"
"AMO",2001-11-10,10307,"juvenile","juvenile","AMO.juvenile.juvenile",29,"AMO.juvenile","AMO.juvenile"
"AMO",2002-07-22,10891,"juvenile","juvenile","AMO.juvenile.juvenile",29,"AMO.juvenile","AMO.juvenile"
"AMO",2002-08-14,11175,"juvenile","juvenile","AMO.juvenile.juvenile",29,"AMO.juvenile","AMO.juvenile"
"AMO",2002-08-30,11361,"juvenile","juvenile","AMO.juvenile.juvenile",29,"AMO.juvenile","AMO.juvenile"
"AMO",2002-11-14,11692,"juvenile","juvenile","AMO.juvenile.juvenile",29,"AMO.juvenile","AMO.juvenile"
"AMO",2003-07-06,12422,"juvenile","juvenile","AMO.juvenile.juvenile",29,"AMO.juvenile","AMO.juvenile"
"AMO",2003-07-19,12523,"juvenile","juvenile","AMO.juvenile.juvenile",29,"AMO.juvenile","AMO.juvenile"
"AMO",2003-09-27,12922,"juvenile","juvenile","AMO.juvenile.juvenile",29,"AMO.juvenile","AMO.juvenile"
"AMO",2003-10-01,12951,"juvenile","juvenile","AMO.juvenile.juvenile",29,"AMO.juvenile","AMO.juvenile"
"AMO",2003-10-12,13082,"juvenile","juvenile","AMO.juvenile.juvenile",29,"AMO.juvenile","AMO.juvenile"
"AMO",2003-10-21,13095,"juvenile","juvenile","AMO.juvenile.juvenile",29,"AMO.juvenile","AMO.juvenile"
"AMO",2003-10-26,13113,"juvenile","juvenile","AMO.juvenile.juvenile",29,"AMO.juvenile","AMO.juvenile"
"AMO",2004-09-18,14247,"juvenile","juvenile","AMO.juvenile.juvenile",29,"AMO.juvenile","AMO.juvenile"
"AMO",2004-10-04,14359,"juvenile","juvenile","AMO.juvenile.juvenile",29,"AMO.juvenile","AMO.juvenile"
"AMO",2004-10-05,14402,"juvenile","juvenile","AMO.juvenile.juvenile",29,"AMO.juvenile","AMO.juvenile"
"AMO",2004-10-24,14553,"juvenile","juvenile","AMO.juvenile.juvenile",29,"AMO.juvenile","AMO.juvenile"
"AMO",2005-08-10,15148,"juvenile","juvenile","AMO.juvenile.juvenile",29,"AMO.juvenile","AMO.juvenile"
"AMO",2005-08-21,15190,"juvenile","juvenile","AMO.juvenile.juvenile",29,"AMO.juvenile","AMO.juvenile"
"AMO",2005-08-27,15234,"juvenile","juvenile","AMO.juvenile.juvenile",29,"AMO.juvenile","AMO.juvenile"
"AMO",2005-09-07,15266,"juvenile","juvenile","AMO.juvenile.juvenile",29,"AMO.juvenile","AMO.juvenile"
"AMO",2005-09-08,15281,"juvenile","juvenile","AMO.juvenile.juvenile",29,"AMO.juvenile","AMO.juvenile"
"AMO",2006-07-07,15679,"juvenile","juvenile","AMO.juvenile.juvenile",29,"AMO.juvenile","AMO.juvenile"
"AMO",2006-07-19,15771,"juvenile","juvenile","AMO.juvenile.juvenile",29,"AMO.juvenile","AMO.juvenile"
"AMO",2006-08-29,16058,"juvenile","juvenile","AMO.juvenile.juvenile",29,"AMO.juvenile","AMO.juvenile"
"AMO",2006-10-19,16181,"juvenile","juvenile","AMO.juvenile.juvenile",29,"AMO.juvenile","AMO.juvenile"
"AMO",2006-10-21,16191,"juvenile","juvenile","AMO.juvenile.juvenile",29,"AMO.juvenile","AMO.juvenile"
"AMO",2007-07-26,16459,"adult","unknown","AMO.unknown.adult",8,"AMO.unknown","AMO.adult"
"AMO",2009-10-10,17224,"adult","unknown","AMO.unknown.adult",8,"AMO.unknown","AMO.adult"
"AMO",2009-11-04,17311,"adult","unknown","AMO.unknown.adult",8,"AMO.unknown","AMO.adult"
"AMO",2010-07-29,17614,"adult","unknown","AMO.unknown.adult",8,"AMO.unknown","AMO.adult"
"AMO",2013-05-23,18733,"adult","lact","AMO.lact.adult",9,"AMO.lact","AMO.adult"
"AMO",2013-09-12,19136,"adult","lact","AMO.lact.adult",9,"AMO.lact","AMO.adult"
"AMO",2013-10-06,19201,"adult","lact","AMO.lact.adult",9,"AMO.lact","AMO.adult"
"AMO",2013-10-14,19242,"adult","lact","AMO.lact.adult",9,"AMO.lact","AMO.adult"
"AMO",2013-10-24,19316,"adult","lact","AMO.lact.adult",9,"AMO.lact","AMO.adult"
"AMO",2013-11-15,19464,"adult","lact","AMO.lact.adult",9,"AMO.lact","AMO.adult"
"AMO",2013-11-18,19487,"adult","lact","AMO.lact.adult",9,"AMO.lact","AMO.adult"
"AMO",2013-11-23,19554,"adult","lact","AMO.lact.adult",9,"AMO.lact","AMO.adult"
"AMO",2013-11-30,19614,"adult","lact","AMO.lact.adult",9,"AMO.lact","AMO.adult"
"AMO",2015-04-27,20344,"adult","unknown","AMO.unknown.adult",8,"AMO.unknown","AMO.adult"
"AMO",2015-06-10,20572,"adult","unknown","AMO.unknown.adult",8,"AMO.unknown","AMO.adult"
"AMO",2015-09-11,21247,"adult","unknown","AMO.unknown.adult",8,"AMO.unknown","AMO.adult"
"AMO",2015-09-18,21279,"adult","unknown","AMO.unknown.adult",8,"AMO.unknown","AMO.adult"
"AMP",2004-10-04,14360,"adult","unknown","AMP.unknown.adult",10,"AMP.unknown","AMP.adult"
"AMP",2004-10-05,14387,"adult","unknown","AMP.unknown.adult",10,"AMP.unknown","AMP.adult"
"AMP",2004-10-19,14499,"adult","unknown","AMP.unknown.adult",10,"AMP.unknown","AMP.adult"
"AMP",2004-10-23,14532,"adult","unknown","AMP.unknown.adult",10,"AMP.unknown","AMP.adult"
"AMP",2004-10-24,14551,"adult","unknown","AMP.unknown.adult",10,"AMP.unknown","AMP.adult"
"AMP",2004-11-16,14687,"adult","unknown","AMP.unknown.adult",10,"AMP.unknown","AMP.adult"
"AMP",2009-06-12,16888,"adult","unknown","AMP.unknown.adult",10,"AMP.unknown","AMP.adult"
"AMP",2009-09-15,17176,"adult","unknown","AMP.unknown.adult",10,"AMP.unknown","AMP.adult"
"AMP",2009-10-18,17254,"adult","unknown","AMP.unknown.adult",10,"AMP.unknown","AMP.adult"
"AMP",2009-11-04,17302,"adult","unknown","AMP.unknown.adult",10,"AMP.unknown","AMP.adult"
"AMP",2013-07-24,18985,"elder","lact","AMP.lact.elder",12,"AMP.lact","AMP.elder"
"AMP",2013-09-16,19146,"elder","unknown","AMP.unknown.elder",29,"AMP.unknown","AMP.elder"
"AMP",2013-11-08,19381,"elder","unknown","AMP.unknown.elder",29,"AMP.unknown","AMP.elder"
"AMP",2013-11-22,19525,"elder","unknown","AMP.unknown.elder",29,"AMP.unknown","AMP.elder"
"AMP",2013-11-23,19544,"elder","unknown","AMP.unknown.elder",29,"AMP.unknown","AMP.elder"
"AMP",2014-07-15,19845,"elder","unknown","AMP.unknown.elder",29,"AMP.unknown","AMP.elder"
"AMP",2014-09-25,19978,"elder","unknown","AMP.unknown.elder",29,"AMP.unknown","AMP.elder"
