"Repro.ID","Dolphin.ID","Combined.ID","Sightings","entrydate","departdate","genotyped","Age.ID","repro.strength","ReproCat","norm_repro","avg.tot.repro.str","norm.repro.indiv"
"DOD.lact","DOD","DOD.lact.adult",209,2003-10-15,2024-11-30,"Y","DOD.adult",0.713369224118785,"lact","1.79048258843935",0.40601894129213,1.75698508510103
"DOD.preg","DOD","DOD.preg.adult",209,2003-10-15,2024-11-30,"Y","DOD.adult",0.57118710427523,"preg","1.25016190460877",0.40601894129213,1.40679915685082
"DOD.unknown","DOD","DOD.unknown.adult",209,2003-10-15,2024-11-30,"Y","DOD.adult",0.364758966274378,"unknown","",0.40601894129213,0.898379186728469
"DOP.juvenile","DOP","DOP.juvenile.juvenile",22,2013-11-01,2024-11-30,"Y","DOP.juvenile",0.978411027050671,"juvenile","1.4199007085694",0.844816298509185,1.15813464865348
"DOP.unknown","DOP","DOP.unknown.adult",22,2013-11-01,2024-11-30,"Y","DOP.adult",0.7112215699677,"unknown","",0.844816298509185,0.841865351346518
"DOU.juvenile","DOU","DOU.juvenile.juvenile",22,2021-11-19,2024-11-30,"Y","DOU.juvenile",1.62087575167527,"juvenile","2.35226562730418",1.62087575167527,1
"DOY.juvenile","DOY","DOY.juvenile.juvenile",23,2019-05-10,2024-11-30,"Y","DOY.juvenile",2.79587520638254,"juvenile","4.05746161567802",2.79587520638254,1
"DUC.juvenile","DUC","DUC.juvenile.juvenile",48,1997-12-22,2024-11-30,"Y","DUC.juvenile",0.828281170742509,"juvenile","1.20202756174689",0.933209630967384,0.887561747389915
"DUC.lact","DUC","DUC.lact.adult",48,1997-12-22,2024-11-30,"Y","DUC.adult",1.04644247038463,"lact","2.62646180922876",0.933209630967384,1.12133698116667
"DUC.unknown","DUC","DUC.unknown.adult",48,1997-12-22,2024-11-30,"Y","DUC.adult",0.924905251775012,"unknown","",0.933209630967384,0.991101271443413
"EDE.cyc","EDE","EDE.cyc.adult",337,2007-11-19,2024-11-30,"Y","EDE.adult",1.60884939873476,"cyc","5.42256291703322",1.67213441534358,0.962153152265679
"EDE.juvenile","EDE","EDE.juvenile.juvenile",337,2007-11-19,2024-11-30,"Y","EDE.juvenile",1.48810480120899,"juvenile","2.15958426800596",1.67213441534358,0.889943288980883
"EDE.lact","EDE","EDE.lact.adult",337,2007-11-19,2024-11-30,"Y","EDE.adult",1.13970162338924,"lact","2.86053258775669",1.67213441534358,0.681584932964291
"EDE.preg","EDE","EDE.preg.adult",337,2007-11-19,2024-11-30,"Y","EDE.adult",2.59600829962412,"preg","5.68190467877657",1.67213441534358,1.55251173338879
"EDE.unknown","EDE","EDE.unknown.adult",337,2007-11-19,2024-11-30,"Y","EDE.adult",1.5280079537608,"unknown","",1.67213441534358,0.913806892400353
"EED.cyc","EED","EED.cyc.adult",250,1978-11-01,2018-05-01,"Y","EED.adult",0.252746920972991,"cyc","0.851873445793183",0.0361067029961415,7
"EED.lact","EED","EED.lact.adult",250,1978-11-01,2018-05-01,"Y","EED.adult",0,"lact","0",0.0361067029961415,0
"EED.lact","EED","EED.lact.elder",250,1978-11-01,2018-05-01,"Y","EED.elder",0,"lact","0",0.0361067029961415,0
"EED.preg","EED","EED.preg.adult",250,1978-11-01,2018-05-01,"Y","EED.adult",0,"preg","0",0.0361067029961415,0
"EED.preg","EED","EED.preg.elder",250,1978-11-01,2018-05-01,"Y","EED.elder",0,"preg","0",0.0361067029961415,0
"EED.unknown","EED","EED.unknown.adult",250,1978-11-01,2018-05-01,"Y","EED.adult",0,"unknown","",0.0361067029961415,0
"EED.unknown","EED","EED.unknown.elder",250,1978-11-01,2018-05-01,"Y","EED.elder",0,"unknown","",0.0361067029961415,0
"ENC.juvenile","ENC","ENC.juvenile.juvenile",32,2010-11-01,2024-11-30,"Y","ENC.juvenile",0.710229842621147,"juvenile","1.03070777914758",0.730078484722279,0.972813002277854
"ENC.unknown","ENC","ENC.unknown.adult",32,2010-11-01,2024-11-30,"Y","ENC.adult",0.749927126823412,"unknown","",0.730078484722279,1.02718699772215
"EPC.unknown","EPC","EPC.unknown.adult",13,1994-11-01,2024-11-30,"Y","EPC.adult",0,"unknown","",0,NA
"ESM.unknown","ESM","ESM.unknown.adult",10,2002-11-01,2024-11-30,"Y","ESM.adult",0.111111111111111,"unknown","",0.111111111111111,1
"ESP.cyc","ESP","ESP.cyc.elder",54,1995-11-01,2024-11-30,"Y","ESP.elder",0,"cyc","0",0.904142041244067,0
"ESP.unknown","ESP","ESP.unknown.adult",54,1995-11-01,2024-11-30,"Y","ESP.adult",1.80828408248813,"unknown","",0.904142041244067,2
"FAO.unknown","FAO","FAO.unknown.adult",19,2016-02-01,2024-11-30,"Y","FAO.adult",1.24664398414247,"unknown","",1.24664398414247,1
"FID.cyc","FID","FID.cyc.adult",53,1985-11-01,2024-11-30,"Y","FID.adult",0.0294117647058824,"cyc","0.0991311832816977",0.00735294117647059,4
"FID.lact","FID","FID.lact.adult",53,1985-11-01,2024-11-30,"Y","FID.adult",0,"lact","0",0.00735294117647059,0
"FID.unknown","FID","FID.unknown.elder",53,1985-11-01,2024-11-30,"Y","FID.elder",0,"unknown","",0.00735294117647059,0
"FID.unknown","FID","FID.unknown.adult",53,1985-11-01,2024-11-30,"Y","FID.adult",0,"unknown","",0.00735294117647059,0
"FKY.cyc","FKY","FKY.cyc.adult",12,1982-11-01,2024-11-30,"Y","FKY.adult",0,"cyc","0",0,NA
"FLF.juvenile","FLF","FLF.juvenile.juvenile",10,2013-11-01,2024-11-30,"Y","FLF.juvenile",0.915608577246508,"juvenile","1.32875982757828",0.915608577246508,1
"FNT.juvenile","FNT","FNT.juvenile.juvenile",67,1993-11-01,2024-11-30,"Y","FNT.juvenile",0.170507343795153,"juvenile","0.247445594517493",0.0426268359487882,4
"FNT.lact","FNT","FNT.lact.adult",67,1993-11-01,2024-11-30,"Y","FNT.adult",0,"lact","0",0.0426268359487882,0
"FNT.preg","FNT","FNT.preg.adult",67,1993-11-01,2024-11-30,"Y","FNT.adult",0,"preg","0",0.0426268359487882,0
"FNT.unknown","FNT","FNT.unknown.adult",67,1993-11-01,2024-11-30,"Y","FNT.adult",0,"unknown","",0.0426268359487882,0
"FRK.juvenile","FRK","FRK.juvenile.juvenile",22,2012-01-01,2024-11-30,"Y","FRK.juvenile",0.094288139704099,"juvenile","0.136833899735482",0.125786345475749,0.749589626342051
"FRK.unknown","FRK","FRK.unknown.adult",22,2012-01-01,2024-11-30,"Y","FRK.adult",0.1572845512474,"unknown","",0.125786345475749,1.25041037365795
"FRL.cyc","FRL","FRL.cyc.adult",64,1999-11-01,2024-11-30,"Y","FRL.adult",0.327873812011743,"cyc","1.10508564436137",0.76216411363434,0.430187942657512
"FRL.juvenile","FRL","FRL.juvenile.juvenile",64,1999-11-01,2024-11-30,"Y","FRL.juvenile",1.00020594668716,"juvenile","1.45153017816803",0.76216411363434,1.31232359119839
"FRL.lact","FRL","FRL.lact.adult",64,1999-11-01,2024-11-30,"Y","FRL.adult",0.726922875377546,"lact","1.8245008440188",0.76216411363434,0.953761614294921
"FRL.unknown","FRL","FRL.unknown.adult",64,1999-11-01,2024-11-30,"Y","FRL.adult",0.993653820460913,"unknown","",0.76216411363434,1.30372685184917
"FSB.juvenile","FSB","FSB.juvenile.juvenile",52,2011-11-01,2024-11-30,"Y","FSB.juvenile",0.922520279395232,"juvenile","1.33879030608585",1.17042424214401,0.788193072372916
"FSB.unknown","FSB","FSB.unknown.adult",52,2011-11-01,2024-11-30,"Y","FSB.adult",1.41832820489279,"unknown","",1.17042424214401,1.21180692762708
"FUF.juvenile","FUF","FUF.juvenile.juvenile",205,1991-11-01,2024-11-30,"Y","FUF.juvenile",0.265652678302957,"juvenile","0.385523482183929",0.0885508927676523,3
"FUF.unknown","FUF","FUF.unknown.adult",205,1991-11-01,2024-11-30,"Y","FUF.adult",0,"unknown","",0.0885508927676523,0
"FUF.unknown","FUF","FUF.unknown.elder",205,1991-11-01,2024-11-30,"Y","FUF.elder",0,"unknown","",0.0885508927676523,0
"FUT.juvenile","FUT","FUT.juvenile.juvenile",261,2011-11-13,2024-11-30,"Y","FUT.juvenile",1.78626813843364,"juvenile","2.59228823606208",1.70311400428787,1.04882476095928
"FUT.lact","FUT","FUT.lact.adult",261,2011-11-13,2024-11-30,"Y","FUT.adult",1.71396605735178,"lact","4.30187661467354",1.70311400428787,1.00637188880873
"FUT.unknown","FUT","FUT.unknown.adult",261,2011-11-13,2024-11-30,"Y","FUT.adult",1.6091078170782,"unknown","",1.70311400428787,0.944803350231988
"GAB.cyc","GAB","GAB.cyc.adult",118,1994-11-01,2024-11-30,"Y","GAB.adult",0,"cyc","0",0.0511046291398968,0
"GAB.cyc","GAB","GAB.cyc.elder",118,1994-11-01,2024-11-30,"Y","GAB.elder",0,"cyc","0",0.0511046291398968,0
"GAB.juvenile","GAB","GAB.juvenile.juvenile",118,1994-11-01,2024-11-30,"Y","GAB.juvenile",0.357732403979278,"juvenile","0.519152462354767",0.0511046291398968,7
"GAB.lact","GAB","GAB.lact.adult",118,1994-11-01,2024-11-30,"Y","GAB.adult",0,"lact","0",0.0511046291398968,0
"GAB.preg","GAB","GAB.preg.adult",118,1994-11-01,2024-11-30,"Y","GAB.adult",0,"preg","0",0.0511046291398968,0
"GAB.unknown","GAB","GAB.unknown.adult",118,1994-11-01,2024-11-30,"Y","GAB.adult",0,"unknown","",0.0511046291398968,0
"GAB.unknown","GAB","GAB.unknown.elder",118,1994-11-01,2024-11-30,"Y","GAB.elder",0,"unknown","",0.0511046291398968,0
"GEK.juvenile","GEK","GEK.juvenile.juvenile",43,2013-11-08,2024-11-30,"Y","GEK.juvenile",1.05242871640221,"juvenile","1.52731749624986",1.05242871640221,1
"GMP.cyc","GMP","GMP.cyc.adult",115,2001-11-01,2024-11-30,"Y","GMP.adult",0.536882262008242,"cyc","1.80954031313827",0.718052892460211,0.747691803271988
"GMP.juvenile","GMP","GMP.juvenile.juvenile",115,2001-11-01,2024-11-30,"Y","GMP.juvenile",0.660883763716861,"juvenile","0.959095204816194",0.718052892460211,0.920383123104656
"GMP.lact","GMP","GMP.lact.adult",115,2001-11-01,2024-11-30,"Y","GMP.adult",0.660918644901287,"lact","1.65883708752992",0.718052892460211,0.920431700562936
"GMP.preg","GMP","GMP.preg.adult",115,2001-11-01,2024-11-30,"Y","GMP.adult",0.890923909849263,"preg","1.94997247602768",0.718052892460211,1.24074969853092
"GMP.unknown","GMP","GMP.unknown.adult",115,2001-11-01,2024-11-30,"Y","GMP.adult",0.840655881825402,"unknown","",0.718052892460211,1.1707436745295
"GOD.cyc","GOD","GOD.cyc.adult",44,1986-11-01,2019-12-15,"Y","GOD.adult",0.0833333333333333,"cyc","0.28087168596481",0.0872695174165762,0.954896231814211
"GOD.preg","GOD","GOD.preg.adult",44,1986-11-01,2019-12-15,"Y","GOD.adult",0.265744736332972,"preg","0.581637686192754",0.0872695174165762,3.04510376818579
"GOD.unknown","GOD","GOD.unknown.adult",44,1986-11-01,2019-12-15,"Y","GOD.adult",0,"unknown","",0.0872695174165762,0
"GOD.unknown","GOD","GOD.unknown.elder",44,1986-11-01,2019-12-15,"Y","GOD.elder",0,"unknown","",0.0872695174165762,0
"GRF.unknown","GRF","GRF.unknown.adult",12,1996-11-01,2024-11-30,"Y","GRF.adult",0,"unknown","",0,NA
"GRG.juvenile","GRG","GRG.juvenile.juvenile",30,2000-10-18,2016-05-01,"Y","GRG.juvenile",0.0599161104931405,"juvenile","0.086952135035092",0.193433215084566,0.309750889819756
"GRG.unknown","GRG","GRG.unknown.adult",30,2000-10-18,2016-05-01,"Y","GRG.adult",0.326950319675992,"unknown","",0.193433215084566,1.69024911018024
"GRV.cyc","GRV","GRV.cyc.elder",37,1984-11-01,2024-11-30,"Y","GRV.elder",0,"cyc","0",0,NA
"GRV.lact","GRV","GRV.lact.adult",37,1984-11-01,2024-11-30,"Y","GRV.adult",0,"lact","0",0,NA
"GRV.unknown","GRV","GRV.unknown.adult",37,1984-11-01,2024-11-30,"Y","GRV.adult",0,"unknown","",0,NA
"GRV.unknown","GRV","GRV.unknown.elder",37,1984-11-01,2024-11-30,"Y","GRV.elder",0,"unknown","",0,NA
"GUA.juvenile","GUA","GUA.juvenile.juvenile",83,2010-11-01,2024-11-30,"Y","GUA.juvenile",0.456054519684571,"juvenile","0.661840594334251",0.533375115390141,0.855035239788017
"GUA.unknown","GUA","GUA.unknown.adult",83,2010-11-01,2024-11-30,"Y","GUA.adult",0.610695711095711,"unknown","",0.533375115390141,1.14496476021198
"GUM.cyc","GUM","GUM.cyc.adult",176,1976-11-01,2017-05-01,"Y","GUM.adult",0,"cyc","0",0,NA
"GUM.cyc","GUM","GUM.cyc.elder",176,1976-11-01,2017-05-01,"Y","GUM.elder",0,"cyc","0",0,NA
"GUM.lact","GUM","GUM.lact.elder",176,1976-11-01,2017-05-01,"Y","GUM.elder",0,"lact","0",0,NA
"GUM.lact","GUM","GUM.lact.adult",176,1976-11-01,2017-05-01,"Y","GUM.adult",0,"lact","0",0,NA
"GUM.preg","GUM","GUM.preg.adult",176,1976-11-01,2017-05-01,"Y","GUM.adult",0,"preg","0",0,NA
"GUM.unknown","GUM","GUM.unknown.elder",176,1976-11-01,2017-05-01,"Y","GUM.elder",0,"unknown","",0,NA
"HAB.unknown","HAB","HAB.unknown.adult",21,2015-12-01,2024-11-30,"Y","HAB.adult",0.35536222643608,"unknown","",0.35536222643608,1
"HAT.juvenile","HAT","HAT.juvenile.juvenile",47,2002-11-01,2024-11-30,"Y","HAT.juvenile",0.544592653061135,"juvenile","0.790329904901154",0.832626067831975,0.654066301910492
"HAT.unknown","HAT","HAT.unknown.adult",47,2002-11-01,2024-11-30,"Y","HAT.adult",1.12065948260282,"unknown","",0.832626067831975,1.34593369808951
"HBB.lact","HBB","HBB.lact.elder",144,1985-11-01,2017-05-01,"Y","HBB.elder",0,"lact","0",0.178800918791822,0
"HBB.preg","HBB","HBB.preg.adult",144,1985-11-01,2017-05-01,"Y","HBB.adult",0.715203675167289,"preg","1.56537215570521",0.178800918791822,4
"HBB.unknown","HBB","HBB.unknown.adult",144,1985-11-01,2017-05-01,"Y","HBB.adult",0,"unknown","",0.178800918791822,0
"HBB.unknown","HBB","HBB.unknown.elder",144,1985-11-01,2017-05-01,"Y","HBB.elder",0,"unknown","",0.178800918791822,0
"HFF.cyc","HFF","HFF.cyc.adult",233,2009-12-10,2024-11-30,"Y","HFF.adult",1.0578540384888,"cyc","3.56545496754039",1.67011915576245,0.633400338436251
"HFF.juvenile","HFF","HFF.juvenile.juvenile",233,2009-12-10,2024-11-30,"Y","HFF.juvenile",2.25329680568288,"juvenile","3.27005485685374",1.67011915576245,1.34918325911555
"HFF.lact","HFF","HFF.lact.adult",233,2009-12-10,2024-11-30,"Y","HFF.adult",1.92142984879075,"lact","4.82258916259981",1.67011915576245,1.15047470844293
"HFF.preg","HFF","HFF.preg.adult",233,2009-12-10,2024-11-30,"Y","HFF.adult",1.4532861208566,"preg","3.18081926428809",1.67011915576245,0.870169122869046
"HFF.unknown","HFF","HFF.unknown.adult",233,2009-12-10,2024-11-30,"Y","HFF.adult",1.6647289649932,"unknown","",1.67011915576245,0.99677257113623
"HNK.cyc","HNK","HNK.cyc.adult",44,1992-11-01,2024-11-30,"Y","HNK.adult",0.245459471775261,"cyc","0.827311388082592",0.0788936035759992,3.1112721519788
"HNK.juvenile","HNK","HNK.juvenile.juvenile",44,1992-11-01,2024-11-30,"Y","HNK.juvenile",0.0701149425287356,"juvenile","0.101752999327857",0.0788936035759992,0.888727848021202
"HNK.unknown","HNK","HNK.unknown.adult",44,1992-11-01,2024-11-30,"Y","HNK.adult",0,"unknown","",0.0788936035759992,0
"HNK.unknown","HNK","HNK.unknown.elder",44,1992-11-01,2024-11-30,"Y","HNK.elder",0,"unknown","",0.0788936035759992,0
"HOW.juvenile","HOW","HOW.juvenile.juvenile",42,2005-11-01,2021-05-01,"Y","HOW.juvenile",0.616710699907438,"juvenile","0.894989871915614",1.02964825265166,0.598952796082758
"HOW.unknown","HOW","HOW.unknown.adult",42,2005-11-01,2021-05-01,"Y","HOW.adult",1.44258580539588,"unknown","",1.02964825265166,1.40104720391724
"HRS.cyc","HRS","HRS.cyc.adult",70,2001-10-15,2024-11-30,"Y","HRS.adult",0.253811791045834,"cyc","0.855462548025497",0.573178200066439,0.4428148017779
"HRS.juvenile","HRS","HRS.juvenile.juvenile",70,2001-10-15,2024-11-30,"Y","HRS.juvenile",0.569143849943171,"juvenile","0.825959370315208",0.573178200066439,0.992961438305225
"HRS.lact","HRS","HRS.lact.adult",70,2001-10-15,2024-11-30,"Y","HRS.adult",0.763052199424173,"lact","1.91518169125815",0.573178200066439,1.33126521444068
"HRS.preg","HRS","HRS.preg.adult",70,2001-10-15,2024-11-30,"Y","HRS.adult",0.545397146712936,"preg","1.19371521275503",0.573178200066439,0.951531559730844
"HRS.unknown","HRS","HRS.unknown.adult",70,2001-10-15,2024-11-30,"Y","HRS.adult",0.734486013206079,"unknown","",0.573178200066439,1.28142698574535
"HUB.juvenile","HUB","HUB.juvenile.juvenile",34,2011-12-01,2024-11-30,"Y","HUB.juvenile",0.507348120991194,"juvenile","0.736279474137043",0.361272362974483,1.40433692966165
"HUB.unknown","HUB","HUB.unknown.adult",34,2011-12-01,2024-11-30,"Y","HUB.adult",0.215196604957773,"unknown","",0.361272362974483,0.595663070338353
"IBL.juvenile","IBL","IBL.juvenile.juvenile",30,2003-11-01,2024-11-30,"Y","IBL.juvenile",0.138888888888889,"juvenile","0.201559903040154",0.404795267655175,0.343108973811427
"IBL.unknown","IBL","IBL.unknown.adult",30,2003-11-01,2024-11-30,"Y","IBL.adult",0.670701646421461,"unknown","",0.404795267655175,1.65689102618857
"IBX.cyc","IBX","IBX.cyc.adult",78,1980-11-01,2024-11-30,"Y","IBX.adult",0,"cyc","0",0,NA
"IBX.lact","IBX","IBX.lact.elder",78,1980-11-01,2024-11-30,"Y","IBX.elder",0,"lact","0",0,NA
"IBX.lact","IBX","IBX.lact.adult",78,1980-11-01,2024-11-30,"Y","IBX.adult",0,"lact","0",0,NA
"IBX.preg","IBX","IBX.preg.adult",78,1980-11-01,2024-11-30,"Y","IBX.adult",0,"preg","0",0,NA
"IBX.unknown","IBX","IBX.unknown.adult",78,1980-11-01,2024-11-30,"Y","IBX.adult",0,"unknown","",0,NA
"IBX.unknown","IBX","IBX.unknown.elder",78,1980-11-01,2024-11-30,"Y","IBX.elder",0,"unknown","",0,NA
"IND.cyc","IND","IND.cyc.adult",88,1999-11-01,2024-11-30,"Y","IND.adult",0.664343009931245,"cyc","2.23914169509991",0.357239666206238,1.8596563393599
"IND.juvenile","IND","IND.juvenile.juvenile",88,1999-11-01,2024-11-30,"Y","IND.juvenile",0.0856006344814208,"juvenile","0.124226320221006",0.357239666206238,0.239616824722937
"IND.lact","IND","IND.lact.adult",88,1999-11-01,2024-11-30,"Y","IND.adult",0.293722018722019,"lact","0.737211730731267",0.357239666206238,0.82219878279824
"IND.unknown","IND","IND.unknown.adult",88,1999-11-01,2024-11-30,"Y","IND.adult",0.385293001690268,"unknown","",0.357239666206238,1.07852805311892
"ITG.juvenile","ITG","ITG.juvenile.juvenile",25,2015-10-21,2024-11-30,"Y","ITG.juvenile",1.09738606009035,"juvenile","1.59256100065988",0.968106949459094,1.13353804629074
"ITG.unknown","ITG","ITG.unknown.adult",25,2015-10-21,2024-11-30,"Y","ITG.adult",0.838827838827839,"unknown","",0.968106949459094,0.86646195370926
"JAC.juvenile","JAC","JAC.juvenile.juvenile",16,2016-03-01,2024-11-30,"Y","JAC.juvenile",0.323907152114999,"juvenile","0.470064198055044",0.759910256227657,0.426243953757037
"JAC.unknown","JAC","JAC.unknown.adult",16,2016-03-01,2024-11-30,"Y","JAC.adult",1.19591336034031,"unknown","",0.759910256227657,1.57375604624296
"JAH.juvenile","JAH","JAH.juvenile.juvenile",43,2012-11-01,2024-11-30,"Y","JAH.juvenile",1.0968669514905,"juvenile","1.5918076540107",0.747848931384518,1.46669588664095
"JAH.lact","JAH","JAH.lact.adult",43,2012-11-01,2024-11-30,"Y","JAH.adult",0.398830911278536,"lact","1.00102412359846",0.747848931384518,0.533304113359053
"JAS.cyc","JAS","JAS.cyc.elder",216,1983-11-01,2020-05-01,"Y","JAS.elder",0,"cyc","0",0.00419287211740042,0
"JAS.cyc","JAS","JAS.cyc.adult",216,1983-11-01,2020-05-01,"Y","JAS.adult",0,"cyc","0",0.00419287211740042,0
"JAS.juvenile","JAS","JAS.juvenile.juvenile",216,1983-11-01,2020-05-01,"Y","JAS.juvenile",0.0377358490566038,"juvenile","0.054763445354306",0.00419287211740042,9
"JAS.lact","JAS","JAS.lact.elder",216,1983-11-01,2020-05-01,"Y","JAS.elder",0,"lact","0",0.00419287211740042,0
"JAS.lact","JAS","JAS.lact.adult",216,1983-11-01,2020-05-01,"Y","JAS.adult",0,"lact","0",0.00419287211740042,0
"JAS.preg","JAS","JAS.preg.elder",216,1983-11-01,2020-05-01,"Y","JAS.elder",0,"preg","0",0.00419287211740042,0
"JAS.preg","JAS","JAS.preg.adult",216,1983-11-01,2020-05-01,"Y","JAS.adult",0,"preg","0",0.00419287211740042,0
"JAS.unknown","JAS","JAS.unknown.adult",216,1983-11-01,2020-05-01,"Y","JAS.adult",0,"unknown","",0.00419287211740042,0
"JAS.unknown","JAS","JAS.unknown.elder",216,1983-11-01,2020-05-01,"Y","JAS.elder",0,"unknown","",0.00419287211740042,0
"JMY.cyc","JMY","JMY.cyc.adult",74,2000-11-01,2024-11-30,"Y","JMY.adult",0.515263854079644,"cyc","1.7366763289449",0.611723877789079,0.842314437588957
"JMY.juvenile","JMY","JMY.juvenile.juvenile",74,2000-11-01,2024-11-30,"Y","JMY.juvenile",0.704849967509343,"juvenile","1.02290033598508",0.611723877789079,1.15223549889346
"JMY.lact","JMY","JMY.lact.adult",74,2000-11-01,2024-11-30,"Y","JMY.adult",0.178409090909091,"lact","0.447788270213952",0.611723877789079,0.291649708940422
"JMY.unknown","JMY","JMY.unknown.adult",74,2000-11-01,2024-11-30,"Y","JMY.adult",1.04837259865824,"unknown","",0.611723877789079,1.71380035457716
"JND.juvenile","JND","JND.juvenile.juvenile",27,2022-12-19,2024-11-30,"Y","JND.juvenile",1.44933159781041,"juvenile","2.10331538155942",1.44933159781041,1
"JNI.cyc","JNI","JNI.cyc.adult",61,1986-11-01,2019-05-01,"Y","JNI.adult",0.277407407407407,"cyc","0.934990634611746",0.252655325385171,1.09796778272732
"JNI.lact","JNI","JNI.lact.adult",61,1986-11-01,2019-05-01,"Y","JNI.adult",0,"lact","0",0.252655325385171,0
"JNI.lact","JNI","JNI.lact.elder",61,1986-11-01,2019-05-01,"Y","JNI.elder",0,"lact","0",0.252655325385171,0
"JNI.preg","JNI","JNI.preg.adult",61,1986-11-01,2019-05-01,"Y","JNI.adult",1.23852454490362,"preg","2.71076883979394",0.252655325385171,4.90203221727267
"JNI.unknown","JNI","JNI.unknown.adult",61,1986-11-01,2019-05-01,"Y","JNI.adult",0,"unknown","",0.252655325385171,0
"JNI.unknown","JNI","JNI.unknown.elder",61,1986-11-01,2019-05-01,"Y","JNI.elder",0,"unknown","",0.252655325385171,0
"JUI.cyc","JUI","JUI.cyc.adult",111,2005-11-01,2024-11-30,"Y","JUI.adult",0.948839997397319,"cyc","3.19802747735797",1.06092202093059,0.894354136004302
"JUI.juvenile","JUI","JUI.juvenile.juvenile",111,2005-11-01,2024-11-30,"Y","JUI.juvenile",0.731352979021318,"juvenile","1.06136233588558",1.06092202093059,0.68935601730635
"JUI.preg","JUI","JUI.preg.adult",111,2005-11-01,2024-11-30,"Y","JUI.adult",1.4591217750676,"preg","3.19359180857079",1.06092202093059,1.37533366852705
"JUI.unknown","JUI","JUI.unknown.adult",111,2005-11-01,2024-11-30,"Y","JUI.adult",1.10437333223613,"unknown","",1.06092202093059,1.0409561781623
"JUM.cyc","JUM","JUM.cyc.adult",68,1989-11-01,2024-11-30,"Y","JUM.adult",0.32875298338476,"cyc","1.10804885651086",0.118609994190455,2.77171401641646
"JUM.lact","JUM","JUM.lact.adult",68,1989-11-01,2024-11-30,"Y","JUM.adult",0.145686993377061,"lact","0.365659207300303",0.118609994190455,1.22828598358354
"JUM.unknown","JUM","JUM.unknown.adult",68,1989-11-01,2024-11-30,"Y","JUM.adult",0,"unknown","",0.118609994190455,0
"JUM.unknown","JUM","JUM.unknown.elder",68,1989-11-01,2024-11-30,"Y","JUM.elder",0,"unknown","",0.118609994190455,0
"KIT.cyc","KIT","KIT.cyc.adult",236,1993-11-01,2024-11-30,"Y","KIT.adult",0,"cyc","0",0.0066453447050462,0
"KIT.juvenile","KIT","KIT.juvenile.juvenile",236,1993-11-01,2024-11-30,"Y","KIT.juvenile",0.0465174129353234,"juvenile","0.0675075257346426",0.0066453447050462,7
"KIT.lact","KIT","KIT.lact.adult",236,1993-11-01,2024-11-30,"Y","KIT.adult",0,"lact","0",0.0066453447050462,0
"KIT.lact","KIT","KIT.lact.elder",236,1993-11-01,2024-11-30,"Y","KIT.elder",0,"lact","0",0.0066453447050462,0
"KIT.preg","KIT","KIT.preg.adult",236,1993-11-01,2024-11-30,"Y","KIT.adult",0,"preg","0",0.0066453447050462,0
"KIT.preg","KIT","KIT.preg.elder",236,1993-11-01,2024-11-30,"Y","KIT.elder",0,"preg","0",0.0066453447050462,0
"KIT.unknown","KIT","KIT.unknown.adult",236,1993-11-01,2024-11-30,"Y","KIT.adult",0,"unknown","",0.0066453447050462,0
"KIY.cyc","KIY","KIY.cyc.juvenile",515,2001-12-13,2024-11-30,"Y","KIY.juvenile",0,"cyc","0",0.826226360605858,0
"KIY.cyc","KIY","KIY.cyc.adult",515,2001-12-13,2024-11-30,"Y","KIY.adult",0,"cyc","0",0.826226360605858,0
"KIY.juvenile","KIY","KIY.juvenile.juvenile",515,2001-12-13,2024-11-30,"Y","KIY.juvenile",0.39566510812203,"juvenile","0.574201589972028",0.826226360605858,0.478882213140592
"KIY.lact","KIY","KIY.lact.adult",515,2001-12-13,2024-11-30,"Y","KIY.adult",1.07173758936864,"lact","2.68994992811882",0.826226360605858,1.29714765888461
"KIY.preg","KIY","KIY.preg.adult",515,2001-12-13,2024-11-30,"Y","KIY.adult",2.47627847450692,"preg","5.41985102755326",0.826226360605858,2.99709449198777
"KIY.unknown","KIY","KIY.unknown.adult",515,2001-12-13,2024-11-30,"Y","KIY.adult",1.01367699163756,"unknown","",0.826226360605858,1.22687563598703
"KNG.juvenile","KNG","KNG.juvenile.juvenile",35,2000-11-01,2024-11-30,"Y","KNG.juvenile",0.203829787234043,"juvenile","0.29580416749144",0.401278119275616,0.507951411858674
"KNG.lact","KNG","KNG.lact.adult",35,2000-11-01,2024-11-30,"Y","KNG.adult",0.617948717948718,"lact","1.55098703816716",0.401278119275616,1.53995119161801
"KNG.unknown","KNG","KNG.unknown.adult",35,2000-11-01,2024-11-30,"Y","KNG.adult",0.382055852644088,"unknown","",0.401278119275616,0.952097396523319
"KOA.juvenile","KOA","KOA.juvenile.juvenile",33,2003-11-01,2024-11-30,"Y","KOA.juvenile",0.423283890908836,"juvenile","0.614282832072317",0.525654275256429,0.805251494820137
"KOA.lact","KOA","KOA.lact.adult",33,2003-11-01,2024-11-30,"Y","KOA.adult",0.166666666666667,"lact","0.418316006144669",0.525654275256429,0.317065178601205
"KOA.unknown","KOA","KOA.unknown.adult",33,2003-11-01,2024-11-30,"Y","KOA.adult",0.987012268193786,"unknown","",0.525654275256429,1.87768332657866
"LAS.unknown","LAS","LAS.unknown.adult",23,1976-11-01,2020-05-01,"Y","LAS.adult",0,"unknown","",0,NA
