"Repro.ID","Dolphin.ID","Combined.ID","Sightings","entrydate","departdate","genotyped","Age.ID","repro.strength","ReproCat","norm_repro","avg.tot.repro.str","norm.repro.indiv"
"LAS.unknown","LAS","LAS.unknown.elder",23,1976-11-01,2020-05-01,"Y","LAS.elder",0,"unknown","",0,NA
"LDO.juvenile","LDO","LDO.juvenile.juvenile",15,2013-12-15,2024-11-30,"Y","LDO.juvenile",0.528690679170219,"juvenile","0.767252462628834",0.578070013603901,0.914578972664862
"LDO.unknown","LDO","LDO.unknown.adult",15,2013-12-15,2024-11-30,"Y","LDO.adult",0.627449348037583,"unknown","",0.578070013603901,1.08542102733514
"LEN.cyc","LEN","LEN.cyc.adult",168,2006-02-15,2021-05-01,"Y","LEN.adult",1.20405469018031,"cyc","4.05821844989736",1.84036834900688,0.65424657559996
"LEN.juvenile","LEN","LEN.juvenile.juvenile",168,2006-02-15,2021-05-01,"Y","LEN.juvenile",2.05324648586633,"juvenile","2.97973557078302",1.84036834900688,1.11567148336055
"LEN.preg","LEN","LEN.preg.adult",168,2006-02-15,2021-05-01,"Y","LEN.adult",2.13940456396238,"preg","4.68253233378871",1.84036834900688,1.16248715379009
"LEN.unknown","LEN","LEN.unknown.adult",168,2006-02-15,2021-05-01,"Y","LEN.adult",1.96476765601852,"unknown","",1.84036834900688,1.0675947872494
"LEV.unknown","LEV","LEV.unknown.adult",10,1992-11-01,2024-11-30,"Y","LEV.adult",0,"unknown","",0,NA
"LIC.cyc","LIC","LIC.cyc.elder",630,1988-11-01,2024-11-30,"Y","LIC.elder",0,"cyc","0",0.013142304309691,0
"LIC.cyc","LIC","LIC.cyc.adult",630,1988-11-01,2024-11-30,"Y","LIC.adult",0,"cyc","0",0.013142304309691,0
"LIC.juvenile","LIC","LIC.juvenile.juvenile",630,1988-11-01,2024-11-30,"Y","LIC.juvenile",0.118280738787219,"juvenile","0.171652710538581",0.013142304309691,9
"LIC.lact","LIC","LIC.lact.elder",630,1988-11-01,2024-11-30,"Y","LIC.elder",0,"lact","0",0.013142304309691,0
"LIC.lact","LIC","LIC.lact.adult",630,1988-11-01,2024-11-30,"Y","LIC.adult",0,"lact","0",0.013142304309691,0
"LIC.preg","LIC","LIC.preg.elder",630,1988-11-01,2024-11-30,"Y","LIC.elder",0,"preg","0",0.013142304309691,0
"LIC.preg","LIC","LIC.preg.adult",630,1988-11-01,2024-11-30,"Y","LIC.adult",0,"preg","0",0.013142304309691,0
"LIC.unknown","LIC","LIC.unknown.adult",630,1988-11-01,2024-11-30,"Y","LIC.adult",0,"unknown","",0.013142304309691,0
"LIC.unknown","LIC","LIC.unknown.elder",630,1988-11-01,2024-11-30,"Y","LIC.elder",0,"unknown","",0.013142304309691,0
"LIF.cyc","LIF","LIF.cyc.adult",38,1991-11-01,2024-11-30,"Y","LIF.adult",0.24906015037594,"cyc","0.839447332112872",0.150685666298972,1.65284566537195
"LIF.lact","LIF","LIF.lact.adult",38,1991-11-01,2024-11-30,"Y","LIF.adult",0.353682514819949,"lact","0.887706342256103",0.150685666298972,2.34715433462805
"LIF.unknown","LIF","LIF.unknown.adult",38,1991-11-01,2024-11-30,"Y","LIF.adult",0,"unknown","",0.150685666298972,0
"LIF.unknown","LIF","LIF.unknown.elder",38,1991-11-01,2024-11-30,"Y","LIF.elder",0,"unknown","",0.150685666298972,0
"LIT.juvenile","LIT","LIT.juvenile.juvenile",154,1991-11-01,2024-11-30,"Y","LIT.juvenile",0.356205013947474,"juvenile","0.516935866130421",0.0593675023245791,6
"LIT.lact","LIT","LIT.lact.adult",154,1991-11-01,2024-11-30,"Y","LIT.adult",0,"lact","0",0.0593675023245791,0
"LIT.lact","LIT","LIT.lact.elder",154,1991-11-01,2024-11-30,"Y","LIT.elder",0,"lact","0",0.0593675023245791,0
"LIT.preg","LIT","LIT.preg.elder",154,1991-11-01,2024-11-30,"Y","LIT.elder",0,"preg","0",0.0593675023245791,0
"LIT.unknown","LIT","LIT.unknown.adult",154,1991-11-01,2024-11-30,"Y","LIT.adult",0,"unknown","",0.0593675023245791,0
"LIT.unknown","LIT","LIT.unknown.elder",154,1991-11-01,2024-11-30,"Y","LIT.elder",0,"unknown","",0.0593675023245791,0
"LLA.unknown","LLA","LLA.unknown.adult",11,1998-11-01,2024-11-30,"Y","LLA.adult",0,"unknown","",0,NA
"LOO.juvenile","LOO","LOO.juvenile.juvenile",29,2014-11-01,2024-11-30,"Y","LOO.juvenile",1.12454306374078,"juvenile","1.6319720944229",1.12454306374078,1
"LYR.juvenile","LYR","LYR.juvenile.juvenile",22,2011-11-01,2024-11-30,"Y","LYR.juvenile",0.952696188782902,"juvenile","1.3825825303522",0.952696188782902,1
"MDH.cyc","MDH","MDH.cyc.adult",22,2004-11-01,2024-11-30,"Y","MDH.adult",0.400439281447346,"cyc","1.34966467327984",0.238850130852819,1.67652946229324
"MDH.juvenile","MDH","MDH.juvenile.juvenile",22,2004-11-01,2024-11-30,"Y","MDH.juvenile",0,"juvenile","0",0.238850130852819,0
"MDH.unknown","MDH","MDH.unknown.adult",22,2004-11-01,2024-11-30,"Y","MDH.adult",0.316111111111111,"unknown","",0.238850130852819,1.32347053770676
"MEO.unknown","MEO","MEO.unknown.adult",18,1998-11-01,2024-11-30,"Y","MEO.adult",0,"unknown","",0,NA
"MIS.unknown","MIS","MIS.unknown.adult",21,1985-11-01,2024-11-30,"Y","MIS.adult",0,"unknown","",0,NA
"MNG.juvenile","MNG","MNG.juvenile.juvenile",21,2000-11-01,2024-11-30,"Y","MNG.juvenile",0.1,"juvenile","0.145123130188911",1.00121390937721,0.0998787562412147
"MNG.unknown","MNG","MNG.unknown.adult",21,2000-11-01,2024-11-30,"Y","MNG.adult",1.90242781875442,"unknown","",1.00121390937721,1.90012124375879
"MNV.unknown","MNV","MNV.unknown.adult",18,1987-11-01,2024-11-30,"Y","MNV.adult",0,"unknown","",0,NA
"MNV.unknown","MNV","MNV.unknown.elder",18,1987-11-01,2024-11-30,"Y","MNV.elder",0,"unknown","",0,NA
"MOU.cyc","MOU","MOU.cyc.adult",450,1995-09-29,2024-11-30,"Y","MOU.adult",0.693976916660181,"cyc","2.33902159923607",0.259323323241473,2.67610683059916
"MOU.juvenile","MOU","MOU.juvenile.juvenile",450,1995-09-29,2024-11-30,"Y","MOU.juvenile",0.351502411522223,"juvenile","0.510111302290556",0.259323323241473,1.35546007635771
"MOU.lact","MOU","MOU.lact.adult",450,1995-09-29,2024-11-30,"Y","MOU.adult",0,"lact","0",0.259323323241473,0
"MOU.lact","MOU","MOU.lact.elder",450,1995-09-29,2024-11-30,"Y","MOU.elder",0,"lact","0",0.259323323241473,0
"MOU.preg","MOU","MOU.preg.adult",450,1995-09-29,2024-11-30,"Y","MOU.adult",0,"preg","0",0.259323323241473,0
"MOU.preg","MOU","MOU.preg.elder",450,1995-09-29,2024-11-30,"Y","MOU.elder",0,"preg","0",0.259323323241473,0
"MOU.unknown","MOU","MOU.unknown.adult",450,1995-09-29,2024-11-30,"Y","MOU.adult",0.76978393450791,"unknown","",0.259323323241473,2.96843309304313
"MSC.lact","MSC","MSC.lact.adult",22,2002-11-01,2024-11-30,"Y","MSC.adult",0.443055555555556,"lact","1.11202338300124",0.493351117341259,0.898053211966452
"MSC.unknown","MSC","MSC.unknown.adult",22,2002-11-01,2024-11-30,"Y","MSC.adult",0.543646679126962,"unknown","",0.493351117341259,1.10194678803355
"MYS.cyc","MYS","MYS.cyc.adult",66,2003-01-01,2024-11-30,"Y","MYS.adult",0.568960113960114,"cyc","1.91765743745649",0.721187100195254,0.788921645722828
"MYS.juvenile","MYS","MYS.juvenile.juvenile",66,2003-01-01,2024-11-30,"Y","MYS.juvenile",0.598888654199186,"juvenile","0.8691259613201",0.721187100195254,0.830420641241424
"MYS.lact","MYS","MYS.lact.adult",66,2003-01-01,2024-11-30,"Y","MYS.adult",0.941137034844129,"lact","2.36215611390499",0.721187100195254,1.30498317924617
"MYS.preg","MYS","MYS.preg.adult",66,2003-01-01,2024-11-30,"Y","MYS.adult",0.467826441011301,"preg","1.02393557232555",0.721187100195254,0.648689418993548
"MYS.unknown","MYS","MYS.unknown.adult",66,2003-01-01,2024-11-30,"Y","MYS.adult",1.02912325696154,"unknown","",0.721187100195254,1.42698511479603
"NET.cyc","NET","NET.cyc.adult",39,2013-12-01,2024-11-30,"Y","NET.adult",0.705919201099088,"cyc","2.37927259401159",0.865698442296072,0.815433142315463
"NET.juvenile","NET","NET.juvenile.juvenile",39,2013-12-01,2024-11-30,"Y","NET.juvenile",1.19557932034712,"juvenile","1.73506213357905",0.865698442296072,1.38105749292573
"NET.unknown","NET","NET.unknown.adult",39,2013-12-01,2024-11-30,"Y","NET.adult",0.695596805442007,"unknown","",0.865698442296072,0.803509364758808
"NIC.cyc","NIC","NIC.cyc.adult",711,1979-12-29,2015-07-06,"Y","NIC.adult",0,"cyc","0",0.0450367692635734,0
"NIC.cyc","NIC","NIC.cyc.elder",711,1979-12-29,2015-07-06,"Y","NIC.elder",0,"cyc","0",0.0450367692635734,0
"NIC.juvenile","NIC","NIC.juvenile.juvenile",711,1979-12-29,2015-07-06,"Y","NIC.juvenile",0.40533092337216,"juvenile","0.588228923621295",0.0450367692635734,9
"NIC.lact","NIC","NIC.lact.elder",711,1979-12-29,2015-07-06,"Y","NIC.elder",0,"lact","0",0.0450367692635734,0
"NIC.lact","NIC","NIC.lact.adult",711,1979-12-29,2015-07-06,"Y","NIC.adult",0,"lact","0",0.0450367692635734,0
"NIC.preg","NIC","NIC.preg.elder",711,1979-12-29,2015-07-06,"Y","NIC.elder",0,"preg","0",0.0450367692635734,0
"NIC.preg","NIC","NIC.preg.adult",711,1979-12-29,2015-07-06,"Y","NIC.adult",0,"preg","0",0.0450367692635734,0
"NIC.unknown","NIC","NIC.unknown.adult",711,1979-12-29,2015-07-06,"Y","NIC.adult",0,"unknown","",0.0450367692635734,0
"NIC.unknown","NIC","NIC.unknown.elder",711,1979-12-29,2015-07-06,"Y","NIC.elder",0,"unknown","",0.0450367692635734,0
"NIR.cyc","NIR","NIR.cyc.adult",80,2004-11-01,2024-11-30,"Y","NIR.adult",0.418297747172872,"cyc","1.40985592180472",1.11021637685023,0.376771371684872
"NIR.juvenile","NIR","NIR.juvenile.juvenile",80,2004-11-01,2024-11-30,"Y","NIR.juvenile",0.530670762928827,"juvenile","0.770126022159689",1.11021637685023,0.477988592128662
"NIR.lact","NIR","NIR.lact.adult",80,2004-11-01,2024-11-30,"Y","NIR.adult",0.758950914492152,"lact","1.90488789246121",1.11021637685023,0.683606304426306
"NIR.preg","NIR","NIR.preg.adult",80,2004-11-01,2024-11-30,"Y","NIR.adult",2.13474895889468,"preg","4.67234257275424",1.11021637685023,1.92282243660567
"NIR.unknown","NIR","NIR.unknown.adult",80,2004-11-01,2024-11-30,"Y","NIR.adult",1.70841350076264,"unknown","",1.11021637685023,1.53881129515449
"NOE.cyc","NOE","NOE.cyc.adult",143,2012-08-27,2024-11-30,"Y","NOE.adult",0.390478356425375,"cyc","1.31609177162356",0.844083205823933,0.462606474967379
"NOE.juvenile","NOE","NOE.juvenile.juvenile",143,2012-08-27,2024-11-30,"Y","NOE.juvenile",1.6554207715738,"juvenile","2.40239844150532",0.844083205823933,1.96120567279608
"NOE.lact","NOE","NOE.lact.adult",143,2012-08-27,2024-11-30,"Y","NOE.adult",0.657507212003982,"lact","1.65027474562093",0.844083205823933,0.778960187179853
"NOE.preg","NOE","NOE.preg.adult",143,2012-08-27,2024-11-30,"Y","NOE.adult",1.2523172303561,"preg","2.74095700368258",0.844083205823933,1.48364192263922
"NOE.unknown","NOE","NOE.unknown.adult",143,2012-08-27,2024-11-30,"Y","NOE.adult",0.264692458760412,"unknown","",0.844083205823933,0.313585742417465
"NUM.cyc","NUM","NUM.cyc.adult",58,1995-11-01,2024-11-30,"Y","NUM.adult",0,"cyc","0",0.0997261789877253,0
"NUM.juvenile","NUM","NUM.juvenile.juvenile",58,1995-11-01,2024-11-30,"Y","NUM.juvenile",0.186228890338479,"juvenile","0.270261194975275",0.0997261789877253,1.86740224311012
"NUM.lact","NUM","NUM.lact.adult",58,1995-11-01,2024-11-30,"Y","NUM.adult",0,"lact","0",0.0997261789877253,0
"NUM.preg","NUM","NUM.preg.adult",58,1995-11-01,2024-11-30,"Y","NUM.adult",0,"preg","0",0.0997261789877253,0
"NUM.unknown","NUM","NUM.unknown.adult",58,1995-11-01,2024-11-30,"Y","NUM.adult",0.312402004600147,"unknown","",0.0997261789877253,3.13259775688988
"OLI.cyc","OLI","OLI.cyc.adult",138,1983-11-01,2024-11-30,"Y","OLI.adult",0.144270894270894,"cyc","0.486259311714203",0.024045149045149,6
"OLI.lact","OLI","OLI.lact.adult",138,1983-11-01,2024-11-30,"Y","OLI.adult",0,"lact","0",0.024045149045149,0
"OLI.lact","OLI","OLI.lact.elder",138,1983-11-01,2024-11-30,"Y","OLI.elder",0,"lact","0",0.024045149045149,0
"OLI.preg","OLI","OLI.preg.adult",138,1983-11-01,2024-11-30,"Y","OLI.adult",0,"preg","0",0.024045149045149,0
"OLI.unknown","OLI","OLI.unknown.adult",138,1983-11-01,2024-11-30,"Y","OLI.adult",0,"unknown","",0.024045149045149,0
"OLI.unknown","OLI","OLI.unknown.elder",138,1983-11-01,2024-11-30,"Y","OLI.elder",0,"unknown","",0.024045149045149,0
"OMA.unknown","OMA","OMA.unknown.adult",10,2006-11-01,2024-11-30,"Y","OMA.adult",1.36858916848047,"unknown","",1.36858916848047,1
"OPY.cyc","OPY","OPY.cyc.adult",88,2011-11-01,2024-11-30,"Y","OPY.adult",0.244270309597693,"cyc","0.823303364254201",0.422044468865543,0.578778606563171
"OPY.juvenile","OPY","OPY.juvenile.juvenile",88,2011-11-01,2024-11-30,"Y","OPY.juvenile",0.738808092105134,"juvenile","1.07218142935194",0.422044468865543,1.75054560978148
"OPY.unknown","OPY","OPY.unknown.adult",88,2011-11-01,2024-11-30,"Y","OPY.adult",0.283055004893802,"unknown","",0.422044468865543,0.670675783655346
"PDR.cyc","PDR","PDR.cyc.adult",31,2010-11-01,2024-11-30,"Y","PDR.adult",0.798717948717949,"cyc","2.69204708240118",1.41070024876475,0.566185445432031
"PDR.juvenile","PDR","PDR.juvenile.juvenile",31,2010-11-01,2024-11-30,"Y","PDR.juvenile",2.83892268344232,"juvenile","4.11993346185452",1.41070024876475,2.01242091360525
"PDR.preg","PDR","PDR.preg.adult",31,2010-11-01,2024-11-30,"Y","PDR.adult",1.25197248691675,"preg","2.74020246088651",1.41070024876475,0.887482998612223
"PDR.unknown","PDR","PDR.unknown.adult",31,2010-11-01,2024-11-30,"Y","PDR.adult",0.753187875981994,"unknown","",1.41070024876475,0.533910642350496
"PDT.unknown","PDT","PDT.unknown.elder",28,1981-11-01,2020-05-01,"Y","PDT.elder",0,"unknown","",0,NA
"PEG.cyc","PEG","PEG.cyc.juvenile",637,1993-11-01,2015-06-18,"Y","PEG.juvenile",0,"cyc","0",0.649605302566657,0
"PEG.cyc","PEG","PEG.cyc.adult",637,1993-11-01,2015-06-18,"Y","PEG.adult",0,"cyc","0",0.649605302566657,0
"PEG.juvenile","PEG","PEG.juvenile.juvenile",637,1993-11-01,2015-06-18,"Y","PEG.juvenile",0.300607081709233,"juvenile","0.436250406545975",0.649605302566657,0.46275342969262
"PEG.lact","PEG","PEG.lact.adult",637,1993-11-01,2015-06-18,"Y","PEG.adult",1.15036326086975,"lact","2.88729218941554",0.649605302566657,1.77086494879975
"PEG.preg","PEG","PEG.preg.adult",637,1993-11-01,2015-06-18,"Y","PEG.adult",0.907769402550888,"preg","1.98684234420626",0.649605302566657,1.39741686061397
"PEG.unknown","PEG","PEG.unknown.adult",637,1993-11-01,2015-06-18,"Y","PEG.adult",1.53889207027007,"unknown","",0.649605302566657,2.36896476089366
"PHA.cyc","PHA","PHA.cyc.adult",138,1990-11-01,2024-11-30,"Y","PHA.adult",0,"cyc","0",0.00571428571428571,0
"PHA.juvenile","PHA","PHA.juvenile.juvenile",138,1990-11-01,2024-11-30,"Y","PHA.juvenile",0.04,"juvenile","0.0580492520755643",0.00571428571428571,7
"PHA.lact","PHA","PHA.lact.adult",138,1990-11-01,2024-11-30,"Y","PHA.adult",0,"lact","0",0.00571428571428571,0
"PHA.preg","PHA","PHA.preg.adult",138,1990-11-01,2024-11-30,"Y","PHA.adult",0,"preg","0",0.00571428571428571,0
"PHA.preg","PHA","PHA.preg.elder",138,1990-11-01,2024-11-30,"Y","PHA.elder",0,"preg","0",0.00571428571428571,0
"PHA.unknown","PHA","PHA.unknown.elder",138,1990-11-01,2024-11-30,"Y","PHA.elder",0,"unknown","",0.00571428571428571,0
"PHA.unknown","PHA","PHA.unknown.adult",138,1990-11-01,2024-11-30,"Y","PHA.adult",0,"unknown","",0.00571428571428571,0
"PHX.juvenile","PHX","PHX.juvenile.juvenile",13,2018-12-01,2024-11-30,"Y","PHX.juvenile",0.622820511220735,"juvenile","0.903856621342108",0.622820511220735,1
"PIC.cyc","PIC","PIC.cyc.juvenile",812,1996-12-06,2024-11-30,"Y","PIC.juvenile",0,"cyc","0",0.116546938998922,0
"PIC.cyc","PIC","PIC.cyc.adult",812,1996-12-06,2024-11-30,"Y","PIC.adult",0,"cyc","0",0.116546938998922,0
"PIC.juvenile","PIC","PIC.juvenile.juvenile",812,1996-12-06,2024-11-30,"Y","PIC.juvenile",0.560741011759671,"juvenile","0.813764908518602",0.116546938998922,4.8112890529442
"PIC.lact","PIC","PIC.lact.adult",812,1996-12-06,2024-11-30,"Y","PIC.adult",0,"lact","0",0.116546938998922,0
"PIC.lact","PIC","PIC.lact.elder",812,1996-12-06,2024-11-30,"Y","PIC.elder",0,"lact","0",0.116546938998922,0
"PIC.preg","PIC","PIC.preg.adult",812,1996-12-06,2024-11-30,"Y","PIC.adult",0,"preg","0",0.116546938998922,0
"PIC.unknown","PIC","PIC.unknown.adult",812,1996-12-06,2024-11-30,"Y","PIC.adult",0.255087561232785,"unknown","",0.116546938998922,2.1887109470558
"POL.juvenile","POL","POL.juvenile.juvenile",78,1998-11-01,2019-05-01,"Y","POL.juvenile",1.5913827953843,"juvenile","2.30946452594949",1.1383940741754,1.3979190787136
"POL.lact","POL","POL.lact.adult",78,1998-11-01,2019-05-01,"Y","POL.adult",0.798018115715864,"lact","2.00294250598413",1.1383940741754,0.701003399278857
"POL.preg","POL","POL.preg.adult",78,1998-11-01,2019-05-01,"Y","POL.adult",1.20845710870043,"preg","2.6449599953205",1.1383940741754,1.06154550178573
"POL.unknown","POL","POL.unknown.adult",78,1998-11-01,2019-05-01,"Y","POL.adult",0.955718276901007,"unknown","",1.1383940741754,0.839532020221806
"PRN.juvenile","PRN","PRN.juvenile.juvenile",10,2002-11-01,2024-11-30,"Y","PRN.juvenile",0.242857142857143,"juvenile","0.352441887601641",0.242857142857143,1
"PSI.juvenile","PSI","PSI.juvenile.juvenile",35,1996-11-01,2024-11-30,"Y","PSI.juvenile",0.122796588141288,"juvenile","0.178206252475822",0.040932196047096,3
"PSI.lact","PSI","PSI.lact.adult",35,1996-11-01,2024-11-30,"Y","PSI.adult",0,"lact","0",0.040932196047096,0
"PSI.unknown","PSI","PSI.unknown.adult",35,1996-11-01,2024-11-30,"Y","PSI.adult",0,"unknown","",0.040932196047096,0
"PUC.cyc","PUC","PUC.cyc.adult",1061,1980-12-01,2019-03-22,"Y","PUC.adult",0,"cyc","0",0.0441818096685353,0
"PUC.cyc","PUC","PUC.cyc.elder",1061,1980-12-01,2019-03-22,"Y","PUC.elder",0,"cyc","0",0.0441818096685353,0
"PUC.juvenile","PUC","PUC.juvenile.juvenile",1061,1980-12-01,2019-03-22,"Y","PUC.juvenile",0.397636287016818,"juvenile","0.577062226485768",0.0441818096685353,9
"PUC.lact","PUC","PUC.lact.adult",1061,1980-12-01,2019-03-22,"Y","PUC.adult",0,"lact","0",0.0441818096685353,0
"PUC.lact","PUC","PUC.lact.elder",1061,1980-12-01,2019-03-22,"Y","PUC.elder",0,"lact","0",0.0441818096685353,0
"PUC.preg","PUC","PUC.preg.adult",1061,1980-12-01,2019-03-22,"Y","PUC.adult",0,"preg","0",0.0441818096685353,0
"PUC.preg","PUC","PUC.preg.elder",1061,1980-12-01,2019-03-22,"Y","PUC.elder",0,"preg","0",0.0441818096685353,0
"PUC.unknown","PUC","PUC.unknown.adult",1061,1980-12-01,2019-03-22,"Y","PUC.adult",0,"unknown","",0.0441818096685353,0
"PUC.unknown","PUC","PUC.unknown.elder",1061,1980-12-01,2019-03-22,"Y","PUC.elder",0,"unknown","",0.0441818096685353,0
"PWE.juvenile","PWE","PWE.juvenile.juvenile",27,2009-11-01,2024-11-30,"Y","PWE.juvenile",0.945571090922378,"juvenile","1.37224236530799",0.870106009135267,1.08673090519408
"PWE.unknown","PWE","PWE.unknown.adult",27,2009-11-01,2024-11-30,"Y","PWE.adult",0.794640927348157,"unknown","",0.870106009135267,0.913269094805919
"PZL.cyc","PZL","PZL.cyc.adult",53,2001-11-01,2024-11-30,"Y","PZL.adult",0.511766795368339,"cyc","1.72488963163096",0.787961909411196,0.649481642774785
"PZL.lact","PZL","PZL.lact.adult",53,2001-11-01,2024-11-30,"Y","PZL.adult",0.621487451335849,"lact","1.55986889107105",0.787961909411196,0.78872778482434
"PZL.preg","PZL","PZL.preg.adult",53,2001-11-01,2024-11-30,"Y","PZL.adult",0.955413165266106,"preg","2.09112063881931",0.787961909411196,1.21251186618911
"PZL.unknown","PZL","PZL.unknown.adult",53,2001-11-01,2024-11-30,"Y","PZL.adult",1.06318022567449,"unknown","",0.787961909411196,1.34927870621176
"PZZ.unknown","PZZ","PZZ.unknown.adult",15,1997-11-01,2024-11-30,"Y","PZZ.adult",0,"unknown","",0,NA
"RBD.juvenile","RBD","RBD.juvenile.juvenile",65,2003-11-01,2024-11-30,"Y","RBD.juvenile",0.416699225350479,"juvenile","0.604726959301558",0.669152165231902,0.622727156843417
"RBD.unknown","RBD","RBD.unknown.adult",65,2003-11-01,2024-11-30,"Y","RBD.adult",0.921605105113325,"unknown","",0.669152165231902,1.37727284315658
"RDC.juvenile","RDC","RDC.juvenile.juvenile",40,2010-04-01,2024-11-30,"Y","RDC.juvenile",0.681694093800992,"juvenile","0.989295807236929",0.601789186106054,1.13277890254554
"RDC.unknown","RDC","RDC.unknown.adult",40,2010-04-01,2024-11-30,"Y","RDC.adult",0.521884278411117,"unknown","",0.601789186106054,0.867221097454457
"REG.lact","REG","REG.lact.adult",31,1980-11-01,2024-11-30,"Y","REG.adult",0,"lact","0",0.230017308433457,0
"REG.lact","REG","REG.lact.elder",31,1980-11-01,2024-11-30,"Y","REG.elder",0,"lact","0",0.230017308433457,0
"REG.unknown","REG","REG.unknown.elder",31,1980-11-01,2024-11-30,"Y","REG.elder",0.690051925300373,"unknown","",0.230017308433457,3
"RHO.cyc","RHO","RHO.cyc.adult",335,2001-10-08,2024-11-30,"Y","RHO.adult",1.13781248685112,"cyc","3.83495173792426",1.29350888642127,0.879632524210247
"RHO.juvenile","RHO","RHO.juvenile.juvenile",335,2001-10-08,2024-11-30,"Y","RHO.juvenile",1.21419592566652,"juvenile","1.76207913395348",1.29350888642127,0.938683868671224
"RHO.lact","RHO","RHO.lact.adult",335,2001-10-08,2024-11-30,"Y","RHO.adult",1.13217557992001,"lact","2.84164300107998",1.29350888642127,0.875274682536111
"RHO.preg","RHO","RHO.preg.adult",335,2001-10-08,2024-11-30,"Y","RHO.adult",1.02819259251047,"preg","2.25041356875267",1.29350888642127,0.794886377128153
"RHO.unknown","RHO","RHO.unknown.adult",335,2001-10-08,2024-11-30,"Y","RHO.adult",1.9551678471582,"unknown","",1.29350888642127,1.51152254745427
"RIP.cyc","RIP","RIP.cyc.adult",133,1997-12-01,2024-11-30,"Y","RIP.adult",0.369226282133809,"cyc","1.2444625003853",0.642325321118521,0.574827536754821
"RIP.juvenile","RIP","RIP.juvenile.juvenile",133,1997-12-01,2024-11-30,"Y","RIP.juvenile",0.435580346970363,"juvenile","0.63212783401111",0.642325321118521,0.678130431183781
"RIP.lact","RIP","RIP.lact.adult",133,1997-12-01,2024-11-30,"Y","RIP.adult",0.454401847787111,"lact","1.14050139690637",0.642325321118521,0.707432562359261
"RIP.preg","RIP","RIP.preg.adult",133,1997-12-01,2024-11-30,"Y","RIP.adult",0.829639127462476,"preg","1.81583796966585",0.642325321118521,1.29161828155517
"RIP.unknown","RIP","RIP.unknown.adult",133,1997-12-01,2024-11-30,"Y","RIP.adult",1.12277900123885,"unknown","",0.642325321118521,1.74799118814697
"RKS.juvenile","RKS","RKS.juvenile.juvenile",19,2015-11-01,2024-11-30,"Y","RKS.juvenile",1.90313933590918,"juvenile","2.76189537612785",1.80338907122657,1.05531267005781
"RKS.unknown","RKS","RKS.unknown.adult",19,2015-11-01,2024-11-30,"Y","RKS.adult",1.70363880654396,"unknown","",1.80338907122657,0.944687329942195
"RKT.juvenile","RKT","RKT.juvenile.juvenile",82,2016-03-23,2024-11-30,"Y","RKT.juvenile",1.78887195665657,"juvenile","2.59606697857163",2.1933867530906,0.815575253263453
"RKT.unknown","RKT","RKT.unknown.adult",82,2016-03-23,2024-11-30,"Y","RKT.adult",2.59790154952464,"unknown","",2.1933867530906,1.18442474673655
"RLF.juvenile","RLF","RLF.juvenile.juvenile",35,2006-05-01,2024-11-30,"Y","RLF.juvenile",0.843077706893496,"juvenile","1.22350075816873",1.37908720003543,0.611330238488066
"RLF.lact","RLF","RLF.lact.adult",35,2006-05-01,2024-11-30,"Y","RLF.adult",1.47318849732643,"lact","3.69754997099915",1.37908720003543,1.06823447950832
"RLF.unknown","RLF","RLF.unknown.adult",35,2006-05-01,2024-11-30,"Y","RLF.adult",1.82099539588635,"unknown","",1.37908720003543,1.32043528200361
"RPC.unknown","RPC","RPC.unknown.adult",11,1990-11-01,2024-11-30,"Y","RPC.adult",0,"unknown","",0,NA
"RSH.cyc","RSH","RSH.cyc.adult",64,1989-11-01,2017-05-01,"Y","RSH.adult",0.246212121212121,"cyc","0.829848163077848",0.281949090646263,0.873250275955039
"RSH.lact","RSH","RSH.lact.adult",64,1989-11-01,2017-05-01,"Y","RSH.adult",0.272968881904304,"lact","0.685123514879905",0.281949090646263,0.968149538197215
"RSH.preg","RSH","RSH.preg.adult",64,1989-11-01,2017-05-01,"Y","RSH.adult",0.227264769544181,"preg","0.497416266959213",0.281949090646263,0.806048953813832
"RSH.unknown","RSH","RSH.unknown.adult",64,1989-11-01,2017-05-01,"Y","RSH.adult",0.381350589924444,"unknown","",0.281949090646263,1.35255123203391
"RSO.cyc","RSO","RSO.cyc.adult",82,2006-11-01,2024-11-30,"Y","RSO.adult",0.749607757042158,"cyc","2.52652313439277",1.32322662463533,0.566499904918967
"RSO.juvenile","RSO","RSO.juvenile.juvenile",82,2006-11-01,2024-11-30,"Y","RSO.juvenile",0.931282820361679,"juvenile","1.35150677982044",1.32322662463533,0.703796918096577
"RSO.lact","RSO","RSO.lact.adult",82,2006-11-01,2024-11-30,"Y","RSO.adult",0.873296782834039,"lact","2.19188413424474",1.32322662463533,0.659975220098609
"RSO.preg","RSO","RSO.preg.adult",82,2006-11-01,2024-11-30,"Y","RSO.adult",2.22413530796871,"preg","4.86798320884004",1.32322662463533,1.68084231873862
"RSO.unknown","RSO","RSO.unknown.adult",82,2006-11-01,2024-11-30,"Y","RSO.adult",1.83781045497004,"unknown","",1.32322662463533,1.38888563814723
"SCA.cyc","SCA","SCA.cyc.adult",113,1981-11-01,2018-05-01,"Y","SCA.adult",0,"cyc","0",0,NA
"SCA.lact","SCA","SCA.lact.elder",113,1981-11-01,2018-05-01,"Y","SCA.elder",0,"lact","0",0,NA
