"ID1","ID2","weight","Dolphin.ID1","Dolphin.ID2","IDPair","DyadML","Closekin","State1","State2","shared_state"
"CDB.lact","VBE.lact",0.0454545454545455,"CDB","VBE","CDB.VBE",0,"N","lact","lact","Y"
"WHE.lact","CDB.juvenile",0.0740740740740741,"WHE","CDB","CDB.WHE",6e-04,"N","lact","juvenile","N"
"CDB.lact","ZEP.preg",0.0192307692307692,"CDB","ZEP","CDB.ZEP",0,"N","lact","preg","N"
"CHL.lact","ENC.juvenile",0.16,"CHL","ENC","CHL.ENC",0.2069,"Y","lact","juvenile","N"
"CHL.lact","IND.lact",0.0769230769230769,"CHL","IND","CHL.IND",0,"N","lact","lact","Y"
"CHL.juvenile","MYS.juvenile",0.03125,"CHL","MYS","CHL.MYS",0,"N","juvenile","juvenile","Y"
"MYS.lact","CHL.lact",0.166666666666667,"MYS","CHL","CHL.MYS",0,"N","lact","lact","Y"
"NUM.lact","CHL.lact",0.0625,"NUM","CHL","CHL.NUM",0.0253,"N","lact","lact","Y"
"CHL.lact","PZL.lact",0.0909090909090909,"CHL","PZL","CHL.PZL",0.03,"N","lact","lact","Y"
"CHL.juvenile","RBD.juvenile",0.032258064516129,"CHL","RBD","CHL.RBD",0.0245,"N","juvenile","juvenile","Y"
"CHL.juvenile","SEQ.juvenile",0.03125,"CHL","SEQ","CHL.SEQ",0,"N","juvenile","juvenile","Y"
"SHC.lact","CHL.lact",0.0166666666666667,"SHC","CHL","CHL.SHC",3e-04,"N","lact","lact","Y"
"CHL.juvenile","SUM.juvenile",0.0769230769230769,"CHL","SUM","CHL.SUM",0.0539,"N","juvenile","juvenile","Y"
"TAM.preg","CHL.juvenile",0.0384615384615385,"TAM","CHL","CHL.TAM",0.4531,"Y","preg","juvenile","N"
"ZIP.cyc","CHL.juvenile",0.0188679245283019,"ZIP","CHL","CHL.ZIP",0.0063,"N","cyc","juvenile","N"
"CHT.juvenile","SUM.juvenile",0.027027027027027,"CHT","SUM","CHT.SUM",0.0237,"N","juvenile","juvenile","Y"
"CLA.juvenile","CLO.juvenile",0.0333333333333333,"CLA","CLO","CLA.CLO",0,"N","juvenile","juvenile","Y"
"CLA.preg","HOW.juvenile",0.05,"CLA","HOW","CLA.HOW",0.0055,"N","preg","juvenile","N"
"CLA.preg","SCA.preg",0.384615384615385,"CLA","SCA","CLA.SCA",0.4883,"Y","preg","preg","Y"
"CLA.cyc","SCA.cyc",0.1,"CLA","SCA","CLA.SCA",0.4883,"Y","cyc","cyc","Y"
"CLA.juvenile","WNG.juvenile",0.0384615384615385,"CLA","WNG","CLA.WNG",0.0116,"N","juvenile","juvenile","Y"
"CLO.juvenile","CLV.juvenile",0.0789473684210526,"CLO","CLV","CLO.CLV",0.0224,"N","juvenile","juvenile","Y"
"CLO.lact","COP.cyc",0.0689655172413793,"CLO","COP","CLO.COP",0,"N","lact","cyc","N"
"CLO.lact","CRP.preg",0.0357142857142857,"CLO","CRP","CLO.CRP",0.0116,"N","lact","preg","N"
"CLO.lact","CYR.cyc",0.0357142857142857,"CLO","CYR","CLO.CYR",0.0892,"N","lact","cyc","N"
"CLO.lact","CYR.preg",0.0357142857142857,"CLO","CYR","CLO.CYR",0.0892,"N","lact","preg","N"
"DOY.juvenile","CLO.lact",0.222222222222222,"DOY","CLO","CLO.DOY",0.4899,"Y","juvenile","lact","N"
"CLO.juvenile","DUC.juvenile",0.03125,"CLO","DUC","CLO.DUC",0,"N","juvenile","juvenile","Y"
"CLO.preg","EDE.cyc",0.0483870967741935,"CLO","EDE","CLO.EDE",0,"N","preg","cyc","N"
"CLO.juvenile","FRL.juvenile",0.0263157894736842,"CLO","FRL","CLO.FRL",0,"N","juvenile","juvenile","Y"
"FSB.juvenile","CLO.lact",0.0227272727272727,"FSB","CLO","CLO.FSB",0,"N","juvenile","lact","N"
"FUT.juvenile","CLO.lact",0.0065359477124183,"FUT","CLO","CLO.FUT",0,"N","juvenile","lact","N"
"FUT.juvenile","CLO.preg",0.00675675675675676,"FUT","CLO","CLO.FUT",0,"N","juvenile","preg","N"
"CLO.lact","GAB.lact",0.0357142857142857,"CLO","GAB","CLO.GAB",0,"N","lact","lact","Y"
"CLO.preg","GAB.preg",0.1,"CLO","GAB","CLO.GAB",0,"N","preg","preg","Y"
"CLO.juvenile","GAB.juvenile",0.0666666666666667,"CLO","GAB","CLO.GAB",0,"N","juvenile","juvenile","Y"
"CLO.preg","GUA.juvenile",0.0227272727272727,"CLO","GUA","CLO.GUA",0.0135,"N","preg","juvenile","N"
"HFF.preg","CLO.lact",0.0238095238095238,"HFF","CLO","CLO.HFF",0,"N","preg","lact","N"
"CLO.juvenile","HRS.juvenile",0.0263157894736842,"CLO","HRS","CLO.HRS",0,"N","juvenile","juvenile","Y"
"IBX.preg","CLO.juvenile",0.0344827586206897,"IBX","CLO","CLO.IBX",0,"N","preg","juvenile","N"
"LEN.cyc","CLO.preg",0.0222222222222222,"LEN","CLO","CLO.LEN",0.0485,"N","cyc","preg","N"
"CLO.lact","LIT.preg",0.0769230769230769,"CLO","LIT","CLO.LIT",0.0577,"N","lact","preg","N"
"CLO.lact","MDH.cyc",0.08,"CLO","MDH","CLO.MDH",0.0039,"N","lact","cyc","N"
"CLO.juvenile","MOU.cyc",0.0138888888888889,"CLO","MOU","CLO.MOU",0,"N","juvenile","cyc","N"
"NIR.cyc","CLO.preg",0.117647058823529,"NIR","CLO","CLO.NIR",0,"N","cyc","preg","N"
"NOE.juvenile","CLO.lact",0.01,"NOE","CLO","CLO.NOE",0,"N","juvenile","lact","N"
"POL.preg","CLO.lact",0.0384615384615385,"POL","CLO","CLO.POL",0,"N","preg","lact","N"
"POL.lact","CLO.lact",0.105263157894737,"POL","CLO","CLO.POL",0,"N","lact","lact","Y"
"CLO.preg","POL.preg",0.0434782608695652,"CLO","POL","CLO.POL",0,"N","preg","preg","Y"
"CLO.juvenile","POL.juvenile",0.19047619047619,"CLO","POL","CLO.POL",0,"N","juvenile","juvenile","Y"
"CLO.lact","RHO.cyc",0.015625,"CLO","RHO","CLO.RHO",0,"N","lact","cyc","N"
"RHO.lact","CLO.preg",0.0256410256410256,"RHO","CLO","CLO.RHO",0,"N","lact","preg","N"
"CLO.lact","RKT.juvenile",0.0188679245283019,"CLO","RKT","CLO.RKT",0,"N","lact","juvenile","N"
"CLO.juvenile","SOG.juvenile",0.015625,"CLO","SOG","CLO.SOG",0,"N","juvenile","juvenile","Y"
"CLO.lact","SQE.juvenile",0.333333333333333,"CLO","SQE","CLO.SQE",0.0074,"N","lact","juvenile","N"
"CLO.lact","TAW.lact",0.121951219512195,"CLO","TAW","CLO.TAW",0.1299,"Y","lact","lact","Y"
"TAW.preg","CLO.lact",0.0645161290322581,"TAW","CLO","CLO.TAW",0.1299,"Y","preg","lact","N"
"TAW.preg","CLO.preg",0.157894736842105,"TAW","CLO","CLO.TAW",0.1299,"Y","preg","preg","Y"
"TTM.juvenile","CLO.lact",0.0147058823529412,"TTM","CLO","CLO.TTM",0,"N","juvenile","lact","N"
"CLO.lact","TUF.juvenile",0.0120481927710843,"CLO","TUF","CLO.TUF",0.0292,"N","lact","juvenile","N"
"TUK.preg","CLO.juvenile",0.0208333333333333,"TUK","CLO","CLO.TUK",0.2233,"Y","preg","juvenile","N"
"TUK.cyc","CLO.juvenile",0.0263157894736842,"TUK","CLO","CLO.TUK",0.2233,"Y","cyc","juvenile","N"
"TUX.juvenile","CLO.lact",0.153846153846154,"TUX","CLO","CLO.TUX",0.231,"Y","juvenile","lact","N"
"UVE.lact","CLO.juvenile",0.0645161290322581,"UVE","CLO","CLO.UVE",0.0047,"N","lact","juvenile","N"
"CLO.lact","VBE.preg",0.024390243902439,"CLO","VBE","CLO.VBE",0.0032,"N","lact","preg","N"
"CLO.lact","WHN.lact",0.0238095238095238,"CLO","WHN","CLO.WHN",0,"N","lact","lact","Y"
"WNG.juvenile","CLO.juvenile",0.025,"WNG","CLO","CLO.WNG",0,"N","juvenile","juvenile","Y"
"CLO.lact","WNG.lact",0.0135135135135135,"CLO","WNG","CLO.WNG",0,"N","lact","lact","Y"
"CLO.preg","WOF.lact",0.0327868852459016,"CLO","WOF","CLO.WOF",0.0373,"N","preg","lact","N"
"CLV.cyc","COP.lact",0.0666666666666667,"CLV","COP","CLV.COP",0.2273,"Y","cyc","lact","N"
"COP.juvenile","CLV.juvenile",0.0526315789473684,"COP","CLV","CLV.COP",0.2273,"Y","juvenile","juvenile","Y"
"CYR.preg","CLV.juvenile",0.0333333333333333,"CYR","CLV","CLV.CYR",0,"N","preg","juvenile","N"
"CLV.cyc","DCH.juvenile",0.0212765957446809,"CLV","DCH","CLV.DCH",0,"N","cyc","juvenile","N"
"DJY.juvenile","CLV.cyc",0.0625,"DJY","CLV","CLV.DJY",0,"N","juvenile","cyc","N"
"CLV.juvenile","DUC.juvenile",0.0666666666666667,"CLV","DUC","CLV.DUC",0.0745,"N","juvenile","juvenile","Y"
"FLF.juvenile","CLV.cyc",0.0909090909090909,"FLF","CLV","CLV.FLF",0.4941,"Y","juvenile","cyc","N"
"CLV.juvenile","FRL.juvenile",0.0833333333333333,"CLV","FRL","CLV.FRL",0.0668,"N","juvenile","juvenile","Y"
"CLV.juvenile","FRL.cyc",0.0666666666666667,"CLV","FRL","CLV.FRL",0.0668,"N","juvenile","cyc","N"
"CLV.juvenile","HRS.juvenile",0.0192307692307692,"CLV","HRS","CLV.HRS",0,"N","juvenile","juvenile","Y"
"CLV.cyc","JUI.preg",0.0227272727272727,"CLV","JUI","CLV.JUI",2e-04,"N","cyc","preg","N"
"NIR.preg","CLV.cyc",0.0689655172413793,"NIR","CLV","CLV.NIR",0.0159,"N","preg","cyc","N"
"PDR.juvenile","CLV.cyc",0.0476190476190476,"PDR","CLV","CLV.PDR",0.0086,"N","juvenile","cyc","N"
"CLV.juvenile","POL.juvenile",0.166666666666667,"CLV","POL","CLV.POL",0.0183,"N","juvenile","juvenile","Y"
"CLV.cyc","RSO.cyc",0.142857142857143,"CLV","RSO","CLV.RSO",0,"N","cyc","cyc","Y"
"RSO.preg","CLV.cyc",0.117647058823529,"RSO","CLV","CLV.RSO",0,"N","preg","cyc","N"
"CLV.cyc","TTM.juvenile",0.0178571428571429,"CLV","TTM","CLV.TTM",0,"N","cyc","juvenile","N"
"TUK.preg","CLV.juvenile",0.0232558139534884,"TUK","CLV","CLV.TUK",0,"N","preg","juvenile","N"
"CLV.juvenile","TUN.preg",0.0277777777777778,"CLV","TUN","CLV.TUN",0.026,"N","juvenile","preg","N"
"UVE.cyc","CLV.juvenile",0.0740740740740741,"UVE","CLV","CLV.UVE",0.4811,"Y","cyc","juvenile","N"
"CLV.juvenile","UVE.preg",0.0344827586206897,"CLV","UVE","CLV.UVE",0.4811,"Y","juvenile","preg","N"
"UVE.lact","CLV.juvenile",0.0645161290322581,"UVE","CLV","CLV.UVE",0.4811,"Y","lact","juvenile","N"
"VLT.juvenile","CLV.cyc",0.0555555555555556,"VLT","CLV","CLV.VLT",0.0049,"N","juvenile","cyc","N"
"CLV.cyc","WHN.preg",0.0476190476190476,"CLV","WHN","CLV.WHN",0,"N","cyc","preg","N"
"WHT.lact","CLV.cyc",0.0588235294117647,"WHT","CLV","CLV.WHT",0.0109,"N","lact","cyc","N"
"WLV.lact","CLV.cyc",0.1,"WLV","CLV","CLV.WLV",0.0155,"N","lact","cyc","N"
"CRV.juvenile","COI.juvenile",0.0434782608695652,"CRV","COI","COI.CRV",0.0252,"N","juvenile","juvenile","Y"
"CSK.juvenile","COI.juvenile",0.037037037037037,"CSK","COI","COI.CSK",0.0419,"N","juvenile","juvenile","Y"
"COI.lact","DCK.juvenile",0.0526315789473684,"COI","DCK","COI.DCK",0,"N","lact","juvenile","N"
"COI.lact","EDE.juvenile",0.00862068965517241,"COI","EDE","COI.EDE",0,"N","lact","juvenile","N"
"COI.lact","FRL.lact",0.0476190476190476,"COI","FRL","COI.FRL",0,"N","lact","lact","Y"
"COI.lact","FSB.juvenile",0.0277777777777778,"COI","FSB","COI.FSB",0,"N","lact","juvenile","N"
"GMP.cyc","COI.preg",0.0625,"GMP","COI","COI.GMP",0,"N","cyc","preg","N"
"COI.juvenile","GMP.juvenile",0.0689655172413793,"COI","GMP","COI.GMP",0,"N","juvenile","juvenile","Y"
"COI.lact","GMP.preg",0.0277777777777778,"COI","GMP","COI.GMP",0,"N","lact","preg","N"
"HAT.juvenile","COI.juvenile",0.03125,"HAT","COI","COI.HAT",0,"N","juvenile","juvenile","Y"
"HBB.lact","COI.lact",0.0909090909090909,"HBB","COI","COI.HBB",0,"N","lact","lact","Y"
"HFF.juvenile","COI.lact",0.00833333333333333,"HFF","COI","COI.HFF",0.007,"N","juvenile","lact","N"
"COI.lact","LEN.juvenile",0.0172413793103448,"COI","LEN","COI.LEN",0,"N","lact","juvenile","N"
"PHA.lact","COI.lact",0.0263157894736842,"PHA","COI","COI.PHA",0.0428,"N","lact","lact","Y"
"PHA.lact","COI.juvenile",0.0277777777777778,"PHA","COI","COI.PHA",0.0428,"N","lact","juvenile","N"
"RDC.juvenile","COI.lact",0.037037037037037,"RDC","COI","COI.RDC",0.2306,"Y","juvenile","lact","N"
"RIP.cyc","COI.juvenile",0.032258064516129,"RIP","COI","COI.RIP",0,"N","cyc","juvenile","N"
"COI.preg","SON.juvenile",0.015625,"COI","SON","COI.SON",0,"N","preg","juvenile","N"
"VBE.juvenile","COI.juvenile",0.0540540540540541,"VBE","COI","COI.VBE",8e-04,"N","juvenile","juvenile","Y"
"WHN.juvenile","COI.juvenile",0.0333333333333333,"WHN","COI","COI.WHN",0.0235,"N","juvenile","juvenile","Y"
"COI.juvenile","WOF.juvenile",0.0158730158730159,"COI","WOF","COI.WOF",0.0153,"N","juvenile","juvenile","Y"
"ZEP.juvenile","COI.juvenile",0.0178571428571429,"ZEP","COI","COI.ZEP",0,"N","juvenile","juvenile","Y"
"ZIP.preg","COI.juvenile",0.0232558139534884,"ZIP","COI","COI.ZIP",0.016,"N","preg","juvenile","N"
"CRP.lact","COK.juvenile",0.0526315789473684,"CRP","COK","COK.CRP",0.2754,"Y","lact","juvenile","N"
"COK.cyc","CRP.preg",0.0833333333333333,"COK","CRP","COK.CRP",0.2754,"Y","cyc","preg","N"
"COK.juvenile","EDE.juvenile",0.0144927536231884,"COK","EDE","COK.EDE",0,"N","juvenile","juvenile","Y"
"JUI.juvenile","COK.juvenile",0.0833333333333333,"JUI","COK","COK.JUI",0,"N","juvenile","juvenile","Y"
"COK.juvenile","POL.preg",0.0416666666666667,"COK","POL","COK.POL",0.0472,"N","juvenile","preg","N"
"COK.cyc","SEM.juvenile",0.0666666666666667,"COK","SEM","COK.SEM",0,"N","cyc","juvenile","N"
"COK.cyc","SUP.preg",0.0769230769230769,"COK","SUP","COK.SUP",0,"N","cyc","preg","N"
"WNG.lact","COK.juvenile",0.0277777777777778,"WNG","COK","COK.WNG",0,"N","lact","juvenile","N"
"COP.cyc","CRP.preg",0.0625,"COP","CRP","COP.CRP",0,"N","cyc","preg","N"
"CYS.lact","COP.cyc",0.0666666666666667,"CYS","COP","COP.CYS",0.0124,"N","lact","cyc","N"
"COP.lact","DCH.juvenile",0.02,"COP","DCH","COP.DCH",0,"N","lact","juvenile","N"
"COP.juvenile","DMK.lact",0.0434782608695652,"COP","DMK","COP.DMK",0.0021,"N","juvenile","lact","N"
"COP.preg","DOY.juvenile",0.161290322580645,"COP","DOY","COP.DOY",0,"N","preg","juvenile","N"
"COP.cyc","DOY.juvenile",0.0769230769230769,"COP","DOY","COP.DOY",0,"N","cyc","juvenile","N"
"COP.cyc","EDE.juvenile",0.00854700854700855,"COP","EDE","COP.EDE",0,"N","cyc","juvenile","N"
"FLF.juvenile","COP.preg",0.0555555555555556,"FLF","COP","COP.FLF",0.1106,"N","juvenile","preg","N"
"COP.juvenile","FRL.cyc",0.0454545454545455,"COP","FRL","COP.FRL",0.0387,"N","juvenile","cyc","N"
"COP.preg","HFF.lact",0.0172413793103448,"COP","HFF","COP.HFF",0,"N","preg","lact","N"
"COP.juvenile","HOW.juvenile",0.0357142857142857,"COP","HOW","COP.HOW",0.0305,"N","juvenile","juvenile","Y"
"JUI.preg","COP.lact",0.0227272727272727,"JUI","COP","COP.JUI",0,"N","preg","lact","N"
"COP.cyc","LEN.preg",0.0212765957446809,"COP","LEN","COP.LEN",0,"N","cyc","preg","N"
"COP.cyc","LIT.preg",0.333333333333333,"COP","LIT","COP.LIT",0,"N","cyc","preg","N"
"NET.cyc","COP.preg",0.0526315789473684,"NET","COP","COP.NET",0.004,"N","cyc","preg","N"
"COP.juvenile","NIR.juvenile",0.0555555555555556,"COP","NIR","COP.NIR",0.006,"N","juvenile","juvenile","Y"
"COP.cyc","NIR.preg",0.03125,"COP","NIR","COP.NIR",0.006,"N","cyc","preg","N"
"NIR.preg","COP.lact",0.0344827586206897,"NIR","COP","COP.NIR",0.006,"N","preg","lact","N"
"COP.cyc","PDR.cyc",0.25,"COP","PDR","COP.PDR",0.0045,"N","cyc","cyc","Y"
"POL.preg","COP.juvenile",0.032258064516129,"POL","COP","COP.POL",0,"N","preg","juvenile","N"
"RHO.lact","COP.cyc",0.025,"RHO","COP","COP.RHO",0,"N","lact","cyc","N"
"COP.juvenile","RLF.juvenile",0.1,"COP","RLF","COP.RLF",0.0384,"N","juvenile","juvenile","Y"
"RSO.preg","COP.lact",0.0555555555555556,"RSO","COP","COP.RSO",0,"N","preg","lact","N"
"COP.preg","SKF.lact",0.00840336134453781,"COP","SKF","COP.SKF",0.0055,"N","preg","lact","N"
"COP.cyc","SQE.juvenile",0.142857142857143,"COP","SQE","COP.SQE",0.0153,"N","cyc","juvenile","N"
"COP.juvenile","SUP.juvenile",0.0555555555555556,"COP","SUP","COP.SUP",0.0588,"N","juvenile","juvenile","Y"
"COP.cyc","TAW.lact",0.1,"COP","TAW","COP.TAW",0.0025,"N","cyc","lact","N"
"TAW.preg","COP.juvenile",0.0357142857142857,"TAW","COP","COP.TAW",0.0025,"N","preg","juvenile","N"
"COP.juvenile","TAW.juvenile",0.037037037037037,"COP","TAW","COP.TAW",0.0025,"N","juvenile","juvenile","Y"
"COP.preg","TDL.preg",0.157894736842105,"COP","TDL","COP.TDL",0,"N","preg","preg","Y"
"TTM.juvenile","COP.juvenile",0.0192307692307692,"TTM","COP","COP.TTM",0,"N","juvenile","juvenile","Y"
"COP.preg","TTM.preg",0.0714285714285714,"COP","TTM","COP.TTM",0,"N","preg","preg","Y"
"COP.lact","TTM.juvenile",0.0175438596491228,"COP","TTM","COP.TTM",0,"N","lact","juvenile","N"
"TUK.preg","COP.cyc",0.0625,"TUK","COP","COP.TUK",0.0092,"N","preg","cyc","N"
"TUK.preg","COP.juvenile",0.037037037037037,"TUK","COP","COP.TUK",0.0092,"N","preg","juvenile","N"
"COP.preg","TUX.juvenile",0.03125,"COP","TUX","COP.TUX",0,"N","preg","juvenile","N"
"COP.cyc","TUX.juvenile",0.0833333333333333,"COP","TUX","COP.TUX",0,"N","cyc","juvenile","N"
"UVE.lact","COP.juvenile",0.166666666666667,"UVE","COP","COP.UVE",0.4764,"Y","lact","juvenile","N"
"COP.lact","WHN.preg",0.0476190476190476,"COP","WHN","COP.WHN",0,"N","lact","preg","N"
"WHT.lact","COP.lact",0.0588235294117647,"WHT","COP","COP.WHT",0.0074,"N","lact","lact","Y"
"WHZ.juvenile","COP.preg",0.032258064516129,"WHZ","COP","COP.WHZ",0.0137,"N","juvenile","preg","N"
"COP.lact","WLV.lact",0.0476190476190476,"COP","WLV","COP.WLV",0.0111,"N","lact","lact","Y"
"COP.juvenile","WNG.preg",0.0384615384615385,"COP","WNG","COP.WNG",0,"N","juvenile","preg","N"
"WOF.lact","COP.cyc",0.0175438596491228,"WOF","COP","COP.WOF",0,"N","lact","cyc","N"
"CYS.juvenile","CRP.preg",0.0666666666666667,"CYS","CRP","CRP.CYS",0,"N","juvenile","preg","N"
"DOY.juvenile","CRP.preg",0.037037037037037,"DOY","CRP","CRP.DOY",0.0465,"N","juvenile","preg","N"
"CRP.juvenile","IBX.cyc",0.0909090909090909,"CRP","IBX","CRP.IBX",0.0143,"N","juvenile","cyc","N"
"CRP.preg","LIT.preg",0.0833333333333333,"CRP","LIT","CRP.LIT",0,"N","preg","preg","Y"
"PDR.juvenile","CRP.preg",0.0476190476190476,"PDR","CRP","CRP.PDR",0.0127,"N","juvenile","preg","N"
"CRP.lact","RIP.lact",0.0434782608695652,"CRP","RIP","CRP.RIP",0.0101,"N","lact","lact","Y"
"SQE.juvenile","CRP.preg",0.0666666666666667,"SQE","CRP","CRP.SQE",0.0147,"N","juvenile","preg","N"
"CRP.juvenile","TAW.juvenile",0.0384615384615385,"CRP","TAW","CRP.TAW",0,"N","juvenile","juvenile","Y"
"CRP.preg","TAW.lact",0.0333333333333333,"CRP","TAW","CRP.TAW",0,"N","preg","lact","N"
"TUX.juvenile","CRP.preg",0.0434782608695652,"TUX","CRP","CRP.TUX",0.0726,"N","juvenile","preg","N"
"VLT.juvenile","CRP.preg",0.0555555555555556,"VLT","CRP","CRP.VLT",0,"N","juvenile","preg","N"
"WHE.juvenile","CRP.juvenile",0.05,"WHE","CRP","CRP.WHE",0,"N","juvenile","juvenile","Y"
"CSK.juvenile","CRV.juvenile",0.0144927536231884,"CSK","CRV","CRV.CSK",0.0517,"N","juvenile","juvenile","Y"
"CRV.juvenile","GMP.juvenile",0.106060606060606,"CRV","GMP","CRV.GMP",0.0053,"N","juvenile","juvenile","Y"
"CRV.juvenile","GUM.preg",0.015625,"CRV","GUM","CRV.GUM",0.0388,"N","juvenile","preg","N"
"CRV.juvenile","HAT.juvenile",0.0227272727272727,"CRV","HAT","CRV.HAT",0,"N","juvenile","juvenile","Y"
"CRV.juvenile","HRS.juvenile",0.0701754385964912,"CRV","HRS","CRV.HRS",0.0347,"N","juvenile","juvenile","Y"
"CRV.juvenile","IND.juvenile",0.0120481927710843,"CRV","IND","CRV.IND",0.0037,"N","juvenile","juvenile","Y"
"CRV.juvenile","NUM.lact",0.0136986301369863,"CRV","NUM","CRV.NUM",0.0958,"N","juvenile","lact","N"
"OLI.preg","CRV.juvenile",0.0166666666666667,"OLI","CRV","CRV.OLI",0.0732,"N","preg","juvenile","N"
"PHA.lact","CRV.juvenile",0.120481927710843,"PHA","CRV","CRV.PHA",0.0505,"N","lact","juvenile","N"
"CRV.juvenile","RIP.cyc",0.130434782608696,"CRV","RIP","CRV.RIP",0.0411,"N","juvenile","cyc","N"
"CRV.juvenile","RIP.juvenile",0.128205128205128,"CRV","RIP","CRV.RIP",0.0411,"N","juvenile","juvenile","Y"
"CRV.juvenile","TAL.juvenile",0.0147058823529412,"CRV","TAL","CRV.TAL",0.0123,"N","juvenile","juvenile","Y"
"VBE.juvenile","CRV.juvenile",0.0625,"VBE","CRV","CRV.VBE",0.0118,"N","juvenile","juvenile","Y"
"CSK.lact","ENC.juvenile",0.0555555555555556,"CSK","ENC","CSK.ENC",0.0319,"N","lact","juvenile","N"
"GMP.juvenile","CSK.juvenile",0.015625,"GMP","CSK","CSK.GMP",0.018,"N","juvenile","juvenile","Y"
"HAT.juvenile","CSK.juvenile",0.0697674418604651,"HAT","CSK","CSK.HAT",0.0382,"N","juvenile","juvenile","Y"
"HNK.cyc","CSK.juvenile",0.027027027027027,"HNK","CSK","CSK.HNK",0,"N","cyc","juvenile","N"
"HRS.juvenile","CSK.juvenile",0.0377358490566038,"HRS","CSK","CSK.HRS",0.0222,"N","juvenile","juvenile","Y"
"CSK.lact","IND.cyc",0.0714285714285714,"CSK","IND","CSK.IND",0,"N","lact","cyc","N"
"CSK.juvenile","JMY.juvenile",0.0333333333333333,"CSK","JMY","CSK.JMY",0.0045,"N","juvenile","juvenile","Y"
"KIY.juvenile","CSK.juvenile",0.00552486187845304,"KIY","CSK","CSK.KIY",0,"N","juvenile","juvenile","Y"
"CSK.juvenile","NUM.preg",0.0294117647058824,"CSK","NUM","CSK.NUM",0.0562,"N","juvenile","preg","N"
"NUM.lact","CSK.juvenile",0.0512820512820513,"NUM","CSK","CSK.NUM",0.0562,"N","lact","juvenile","N"
"CSK.juvenile","PHA.lact",0.0192307692307692,"CSK","PHA","CSK.PHA",0.0524,"N","juvenile","lact","N"
"RIP.juvenile","CSK.juvenile",0.0208333333333333,"RIP","CSK","CSK.RIP",0.0191,"N","juvenile","juvenile","Y"
"CSK.juvenile","RSH.cyc",0.0303030303030303,"CSK","RSH","CSK.RSH",0,"N","juvenile","cyc","N"
"CSK.lact","SPE.cyc",0.0769230769230769,"CSK","SPE","CSK.SPE",0,"N","lact","cyc","N"
"CSK.juvenile","SUM.juvenile",0.0566037735849057,"CSK","SUM","CSK.SUM",0.0163,"N","juvenile","juvenile","Y"
"TAL.juvenile","CSK.juvenile",0.0285714285714286,"TAL","CSK","CSK.TAL",0,"N","juvenile","juvenile","Y"
"TOR.lact","CSK.lact",0.0833333333333333,"TOR","CSK","CSK.TOR",0,"N","lact","lact","Y"
"TUL.cyc","CSK.lact",0.0769230769230769,"TUL","CSK","CSK.TUL",0.0053,"N","cyc","lact","N"
"WOF.juvenile","CSK.juvenile",0.00892857142857143,"WOF","CSK","CSK.WOF",0,"N","juvenile","juvenile","Y"
"ZEP.juvenile","CSK.juvenile",0.0178571428571429,"ZEP","CSK","CSK.ZEP",0,"N","juvenile","juvenile","Y"
"CSK.juvenile","ZIP.preg",0.0147058823529412,"CSK","ZIP","CSK.ZIP",0,"N","juvenile","preg","N"
"CUR.juvenile","LIC.juvenile",0.0078125,"CUR","LIC","CUR.LIC",0.0152,"N","juvenile","juvenile","Y"
"CUR.juvenile","ZIP.juvenile",0.0136986301369863,"CUR","ZIP","CUR.ZIP",0,"N","juvenile","juvenile","Y"
"CVO.juvenile","DOP.juvenile",0.105263157894737,"CVO","DOP","CVO.DOP",0.0213,"N","juvenile","juvenile","Y"
"CVO.lact","ESP.cyc",0.111111111111111,"CVO","ESP","CVO.ESP",0.0141,"N","lact","cyc","N"
"CVO.juvenile","JAH.juvenile",0.0909090909090909,"CVO","JAH","CVO.JAH",0.0106,"N","juvenile","juvenile","Y"
"JAH.lact","CVO.lact",0.0476190476190476,"JAH","CVO","CVO.JAH",0.0106,"N","lact","lact","Y"
"JMY.cyc","CVO.juvenile",0.0833333333333333,"JMY","CVO","CVO.JMY",0.0112,"N","cyc","juvenile","N"
"CVO.lact","KNG.lact",0.230769230769231,"CVO","KNG","CVO.KNG",0.1125,"N","lact","lact","Y"
"PWE.juvenile","CVO.juvenile",0.05,"PWE","CVO","CVO.PWE",0.0302,"N","juvenile","juvenile","Y"
"CVO.juvenile","TUL.lact",0.0769230769230769,"CVO","TUL","CVO.TUL",0.0262,"N","juvenile","lact","N"
"CVO.juvenile","WOP.juvenile",0.15,"CVO","WOP","CVO.WOP",0,"N","juvenile","juvenile","Y"
"DUC.juvenile","CYR.preg",0.0526315789473684,"DUC","CYR","CYR.DUC",0.0019,"N","juvenile","preg","N"
"FRL.juvenile","CYR.preg",0.0416666666666667,"FRL","CYR","CYR.FRL",0,"N","juvenile","preg","N"
"POL.lact","CYR.preg",0.0666666666666667,"POL","CYR","CYR.POL",0,"N","lact","preg","N"
"POL.preg","CYR.cyc",0.0434782608695652,"POL","CYR","CYR.POL",0,"N","preg","cyc","N"
"TAW.lact","CYR.preg",0.037037037037037,"TAW","CYR","CYR.TAW",0.041,"N","lact","preg","N"
"TAW.preg","CYR.cyc",0.05,"TAW","CYR","CYR.TAW",0.041,"N","preg","cyc","N"
"CYS.juvenile","DJY.juvenile",0.0625,"CYS","DJY","CYS.DJY",0,"N","juvenile","juvenile","Y"
