Observation ID,Observation Date,Platform,Observation Start Time,Observation End Time,Group ID,Group Size Time Period,Group Size Accuracy,Group Size Span,Group Size,Group Size Min,Group Size Max
7598,1999-06-09,BLOWFISH,16:22:00,16:25:00,12786,FIRST FIVE MINUTES,ACCURATE,,2,,
7598,1999-06-09,BLOWFISH,16:22:00,16:25:00,12787,TOTAL BEFORE DEPART,ACCURATE,,2,,
7599,1999-06-11,BLOWFISH,08:45:00,08:52:00,12788,FIRST FIVE MINUTES,ACCURATE,,1,,
7599,1999-06-11,BLOWFISH,08:45:00,08:52:00,12789,TOTAL BEFORE DEPART,ACCURATE,,1,,
7600,1999-06-11,BLOWFISH,09:00:00,09:06:00,12790,FIRST FIVE MINUTES,ACCURATE,,1,,
7600,1999-06-11,BLOWFISH,09:00:00,09:06:00,12791,TOTAL BEFORE DEPART,ACCURATE,,1,,
7601,1999-06-11,BLOWFISH,09:03:00,09:06:00,12792,FIRST FIVE MINUTES,ACCURATE,,1,,
7601,1999-06-11,BLOWFISH,09:03:00,09:06:00,12793,TOTAL BEFORE DEPART,ACCURATE,,1,,
7602,1999-06-11,BLOWFISH,09:30:00,09:34:00,12794,FIRST FIVE MINUTES,ACCURATE,,1,,
7602,1999-06-11,BLOWFISH,09:30:00,09:34:00,12795,TOTAL BEFORE DEPART,ACCURATE,,1,,
7603,1999-06-11,BLOWFISH,09:32:00,09:34:00,12796,FIRST FIVE MINUTES,ACCURATE,,2,,
7603,1999-06-11,BLOWFISH,09:32:00,09:34:00,12797,TOTAL BEFORE DEPART,ACCURATE,,2,,
7604,1999-06-11,BLOWFISH,09:44:00,09:45:00,12798,FIRST FIVE MINUTES,ACCURATE,,1,,
7604,1999-06-11,BLOWFISH,09:44:00,09:45:00,12799,TOTAL BEFORE DEPART,ACCURATE,,1,,
7605,1999-06-11,BLOWFISH,09:45:00,09:47:00,12800,FIRST FIVE MINUTES,ACCURATE,,3,,
7605,1999-06-11,BLOWFISH,09:45:00,09:47:00,12801,TOTAL BEFORE DEPART,ACCURATE,,3,,
7606,1999-06-11,BLOWFISH,09:46:00,09:47:00,12802,FIRST FIVE MINUTES,ACCURATE,,3,,
7606,1999-06-11,BLOWFISH,09:46:00,09:47:00,12803,TOTAL BEFORE DEPART,ACCURATE,,3,,
7607,1999-06-11,BLOWFISH,09:47:00,09:49:00,12804,FIRST FIVE MINUTES,ACCURATE,,1,,
7607,1999-06-11,BLOWFISH,09:47:00,09:49:00,12805,TOTAL BEFORE DEPART,ACCURATE,,1,,
7608,1999-06-11,BLOWFISH,09:49:00,09:50:00,12806,FIRST FIVE MINUTES,ACCURATE,,1,,
7608,1999-06-11,BLOWFISH,09:49:00,09:50:00,12807,TOTAL BEFORE DEPART,ACCURATE,,1,,
7609,1999-06-11,BLOWFISH,09:50:00,09:51:00,12808,FIRST FIVE MINUTES,ACCURATE,,1,,
7609,1999-06-11,BLOWFISH,09:50:00,09:51:00,12809,TOTAL BEFORE DEPART,ACCURATE,,1,,
7610,1999-06-11,BLOWFISH,09:51:00,09:52:00,12810,FIRST FIVE MINUTES,ACCURATE,,2,,
7610,1999-06-11,BLOWFISH,09:51:00,09:52:00,12811,TOTAL BEFORE DEPART,ACCURATE,,2,,
7611,1999-06-12,MAZIWA,14:03:00,14:10:00,12812,FIRST FIVE MINUTES,ACCURATE,,6,,
7611,1999-06-12,MAZIWA,14:03:00,14:10:00,12813,TOTAL BEFORE DEPART,ACCURATE,,6,,
7612,1999-06-12,MAZIWA,15:18:00,15:23:00,12814,FIRST FIVE MINUTES,ACCURATE,,5,,
7612,1999-06-12,MAZIWA,15:18:00,15:23:00,12815,TOTAL BEFORE DEPART,ACCURATE,,5,,
7613,1999-06-12,BLOWFISH,16:26:00,16:30:00,12816,FIRST FIVE MINUTES,ACCURATE,,1,,
7613,1999-06-12,BLOWFISH,16:26:00,16:30:00,12817,TOTAL BEFORE DEPART,ACCURATE,,1,,
7614,1999-06-12,BLOWFISH,16:49:00,16:53:00,12818,FIRST FIVE MINUTES,ACCURATE,,2,,
7614,1999-06-12,BLOWFISH,16:49:00,16:53:00,12819,TOTAL BEFORE DEPART,ACCURATE,,2,,
7615,1999-06-12,BLOWFISH,16:58:00,17:00:00,12820,FIRST FIVE MINUTES,ACCURATE,,1,,
7615,1999-06-12,BLOWFISH,16:58:00,17:00:00,12821,TOTAL BEFORE DEPART,ACCURATE,,1,,
7616,1999-06-12,BLOWFISH,17:12:00,17:15:00,12822,FIRST FIVE MINUTES,ACCURATE,,5,,
7616,1999-06-12,BLOWFISH,17:12:00,17:15:00,12823,TOTAL BEFORE DEPART,ACCURATE,,5,,
7617,1999-06-12,BLOWFISH,17:20:00,17:22:00,12824,FIRST FIVE MINUTES,ACCURATE,,1,,
7617,1999-06-12,BLOWFISH,17:20:00,17:22:00,12825,TOTAL BEFORE DEPART,ACCURATE,,1,,
7618,1999-06-13,MAZIWA,11:29:00,11:35:00,12826,FIRST FIVE MINUTES,ACCURATE,,1,,
7618,1999-06-13,MAZIWA,11:29:00,11:35:00,12827,TOTAL BEFORE DEPART,ACCURATE,,1,,
7619,1999-06-13,BLOWFISH,11:53:00,11:55:00,12828,FIRST FIVE MINUTES,ACCURATE,,1,,
7619,1999-06-13,BLOWFISH,11:53:00,11:55:00,12829,TOTAL BEFORE DEPART,ACCURATE,,1,,
7620,1999-06-13,BLOWFISH,12:01:00,12:03:00,12830,FIRST FIVE MINUTES,ACCURATE,,1,,
7620,1999-06-13,BLOWFISH,12:01:00,12:03:00,12831,TOTAL BEFORE DEPART,ACCURATE,,1,,
7621,1999-06-13,BLOWFISH,12:07:00,12:08:00,12832,FIRST FIVE MINUTES,ACCURATE,,1,,
7621,1999-06-13,BLOWFISH,12:07:00,12:08:00,12833,TOTAL BEFORE DEPART,ACCURATE,,1,,
7622,1999-06-13,MAZIWA,12:31:00,12:43:00,12834,FIRST FIVE MINUTES,ACCURATE,,1,,
7622,1999-06-13,MAZIWA,12:31:00,12:43:00,12835,TOTAL BEFORE DEPART,ACCURATE,,1,,
7623,1999-06-13,MAZIWA,13:08:00,13:15:00,12836,FIRST FIVE MINUTES,ACCURATE,,5,,
7623,1999-06-13,MAZIWA,13:08:00,13:15:00,12837,TOTAL BEFORE DEPART,ACCURATE,,5,,
7624,1999-06-13,BLOWFISH,13:18:00,13:23:00,12838,FIRST FIVE MINUTES,ACCURATE,,8,,
7624,1999-06-13,BLOWFISH,13:18:00,13:23:00,12839,TOTAL BEFORE DEPART,ACCURATE,,8,,
7625,1999-06-13,BLOWFISH,13:34:00,13:38:00,12840,FIRST FIVE MINUTES,ACCURATE,,3,,
7625,1999-06-13,BLOWFISH,13:34:00,13:38:00,12841,TOTAL BEFORE DEPART,ACCURATE,,3,,
7626,1999-06-13,BLOWFISH,14:10:00,14:17:00,12842,FIRST FIVE MINUTES,ACCURATE,,1,,
7626,1999-06-13,BLOWFISH,14:10:00,14:17:00,12843,TOTAL BEFORE DEPART,ACCURATE,,1,,
7627,1999-06-13,BLOWFISH,14:11:00,14:19:00,12844,FIRST FIVE MINUTES,ACCURATE,,2,,
7627,1999-06-13,BLOWFISH,14:11:00,14:19:00,12845,TOTAL BEFORE DEPART,ACCURATE,,2,,
7628,1999-06-13,BLOWFISH,14:43:00,14:46:00,12846,FIRST FIVE MINUTES,ACCURATE,,1,,
7628,1999-06-13,BLOWFISH,14:43:00,14:46:00,12847,TOTAL BEFORE DEPART,ACCURATE,,1,,
7629,1999-06-13,BLOWFISH,14:47:00,14:51:00,12848,FIRST FIVE MINUTES,ACCURATE,,1,,
7629,1999-06-13,BLOWFISH,14:47:00,14:51:00,12849,TOTAL BEFORE DEPART,ACCURATE,,1,,
7630,1999-06-13,BLOWFISH,15:06:00,15:17:00,12850,FIRST FIVE MINUTES,ACCURATE,,12,,
7630,1999-06-13,BLOWFISH,15:06:00,15:17:00,12851,TOTAL BEFORE DEPART,ACCURATE,,12,,
7631,1999-06-13,BLOWFISH,15:14:00,15:17:00,12852,FIRST FIVE MINUTES,ACCURATE,,2,,
7631,1999-06-13,BLOWFISH,15:14:00,15:17:00,12853,TOTAL BEFORE DEPART,ACCURATE,,2,,
7632,1999-06-13,BLOWFISH,15:55:00,15:59:00,12854,FIRST FIVE MINUTES,ACCURATE,,3,,
7632,1999-06-13,BLOWFISH,15:55:00,15:59:00,12855,TOTAL BEFORE DEPART,ACCURATE,,4,,
7633,1999-06-13,BLOWFISH,15:59:00,16:01:00,12856,FIRST FIVE MINUTES,ACCURATE,,2,,
7633,1999-06-13,BLOWFISH,15:59:00,16:01:00,12857,TOTAL BEFORE DEPART,ACCURATE,,2,,
7634,1999-06-13,BLOWFISH,16:02:00,16:03:00,12858,FIRST FIVE MINUTES,ACCURATE,,1,,
7634,1999-06-13,BLOWFISH,16:02:00,16:03:00,12859,TOTAL BEFORE DEPART,ACCURATE,,1,,
7635,1999-06-13,BLOWFISH,16:16:00,16:19:00,12860,FIRST FIVE MINUTES,ACCURATE,,1,,
7635,1999-06-13,BLOWFISH,16:16:00,16:19:00,12861,TOTAL BEFORE DEPART,ACCURATE,,1,,
7636,1999-06-13,BLOWFISH,16:33:00,16:36:00,12862,FIRST FIVE MINUTES,ACCURATE,,4,,
7636,1999-06-13,BLOWFISH,16:33:00,16:36:00,12863,TOTAL BEFORE DEPART,ACCURATE,,4,,
7637,1999-06-13,BLOWFISH,16:44:00,16:47:00,12864,FIRST FIVE MINUTES,ACCURATE,,3,,
7637,1999-06-13,BLOWFISH,16:44:00,16:47:00,12865,TOTAL BEFORE DEPART,ACCURATE,,3,,
7638,1999-06-13,BLOWFISH,16:55:00,17:00:00,12866,FIRST FIVE MINUTES,ACCURATE,,1,,
7638,1999-06-13,BLOWFISH,16:55:00,17:00:00,12867,TOTAL BEFORE DEPART,ACCURATE,,1,,
7639,1999-06-13,BLOWFISH,17:01:00,17:05:00,12868,FIRST FIVE MINUTES,ACCURATE,,6,,
7639,1999-06-13,BLOWFISH,17:01:00,17:05:00,12869,TOTAL BEFORE DEPART,ACCURATE,,6,,
7640,1999-06-13,BLOWFISH,17:10:00,17:12:00,12870,FIRST FIVE MINUTES,ACCURATE,,1,,
7640,1999-06-13,BLOWFISH,17:10:00,17:12:00,12871,TOTAL BEFORE DEPART,ACCURATE,,1,,
7641,1999-06-13,BLOWFISH,17:31:00,17:34:00,12872,FIRST FIVE MINUTES,ACCURATE,,4,,
7641,1999-06-13,BLOWFISH,17:31:00,17:34:00,12873,TOTAL BEFORE DEPART,ACCURATE,,4,,
7642,1999-06-13,BLOWFISH,17:36:00,17:38:00,12874,FIRST FIVE MINUTES,ACCURATE,,2,,
7642,1999-06-13,BLOWFISH,17:36:00,17:38:00,12875,TOTAL BEFORE DEPART,ACCURATE,,2,,
7643,1999-06-14,BLOWFISH,07:30:00,07:31:00,12876,FIRST FIVE MINUTES,ACCURATE,,1,,
7643,1999-06-14,BLOWFISH,07:30:00,07:31:00,12877,TOTAL BEFORE DEPART,ACCURATE,,1,,
7644,1999-06-14,MAZIWA,07:31:00,07:36:00,12878,FIRST FIVE MINUTES,ACCURATE,,2,,
7644,1999-06-14,MAZIWA,07:31:00,07:36:00,12879,TOTAL BEFORE DEPART,ACCURATE,,2,,
7645,1999-06-14,BLOWFISH,07:32:00,07:34:00,12880,FIRST FIVE MINUTES,ACCURATE,,3,,
7645,1999-06-14,BLOWFISH,07:32:00,07:34:00,12881,TOTAL BEFORE DEPART,ACCURATE,,3,,
7646,1999-06-14,MAZIWA,07:37:00,07:42:00,12882,FIRST FIVE MINUTES,ACCURATE,,5,,
7646,1999-06-14,MAZIWA,07:37:00,07:42:00,12883,TOTAL BEFORE DEPART,ACCURATE,,5,,
7647,1999-06-14,BLOWFISH,08:06:00,08:12:00,12884,FIRST FIVE MINUTES,ACCURATE,,4,,
7647,1999-06-14,BLOWFISH,08:06:00,08:12:00,12885,TOTAL BEFORE DEPART,ACCURATE,,4,,
7648,1999-06-14,BLOWFISH,08:13:00,08:14:00,12886,FIRST FIVE MINUTES,ACCURATE,,1,,
7648,1999-06-14,BLOWFISH,08:13:00,08:14:00,12887,TOTAL BEFORE DEPART,ACCURATE,,1,,
7649,1999-06-14,BLOWFISH,08:16:00,08:17:00,12888,FIRST FIVE MINUTES,ACCURATE,,1,,
7649,1999-06-14,BLOWFISH,08:16:00,08:17:00,12889,TOTAL BEFORE DEPART,ACCURATE,,1,,
7650,1999-06-14,BLOWFISH,08:24:00,08:26:00,12890,FIRST FIVE MINUTES,ACCURATE,,1,,
7650,1999-06-14,BLOWFISH,08:24:00,08:26:00,12891,TOTAL BEFORE DEPART,ACCURATE,,1,,
7651,1999-06-14,BLOWFISH,08:45:00,08:47:00,12892,FIRST FIVE MINUTES,ACCURATE,,3,,
7651,1999-06-14,BLOWFISH,08:45:00,08:47:00,12893,TOTAL BEFORE DEPART,ACCURATE,,3,,
7652,1999-06-14,BLOWFISH,08:48:00,08:51:00,12894,FIRST FIVE MINUTES,ACCURATE,,2,,
7652,1999-06-14,BLOWFISH,08:48:00,08:51:00,12895,TOTAL BEFORE DEPART,ACCURATE,,2,,
7653,1999-06-14,BLOWFISH,10:57:00,11:01:00,12896,FIRST FIVE MINUTES,ACCURATE,,1,,
7653,1999-06-14,BLOWFISH,10:57:00,11:01:00,12897,TOTAL BEFORE DEPART,ACCURATE,,1,,
7654,1999-06-14,BLOWFISH,11:29:00,11:35:00,12898,FIRST FIVE MINUTES,ACCURATE,,1,,
7654,1999-06-14,BLOWFISH,11:29:00,11:35:00,12899,TOTAL BEFORE DEPART,ACCURATE,,1,,
7655,1999-06-14,BLOWFISH,11:36:00,11:38:00,12900,FIRST FIVE MINUTES,ACCURATE,,2,,
7655,1999-06-14,BLOWFISH,11:36:00,11:38:00,12901,TOTAL BEFORE DEPART,ACCURATE,,2,,
7656,1999-06-14,BLOWFISH,12:06:00,12:08:00,12902,FIRST FIVE MINUTES,ACCURATE,,2,,
7656,1999-06-14,BLOWFISH,12:06:00,12:08:00,12903,TOTAL BEFORE DEPART,ACCURATE,,2,,
7657,1999-06-14,BLOWFISH,12:09:00,12:10:00,12904,FIRST FIVE MINUTES,ACCURATE,,1,,
7657,1999-06-14,BLOWFISH,12:09:00,12:10:00,12905,TOTAL BEFORE DEPART,ACCURATE,,1,,
7658,1999-06-14,BLOWFISH,12:20:00,12:21:00,12906,FIRST FIVE MINUTES,ACCURATE,,1,,
7658,1999-06-14,BLOWFISH,12:20:00,12:21:00,12907,TOTAL BEFORE DEPART,ACCURATE,,1,,
7659,1999-06-14,BLOWFISH,13:08:00,13:15:00,12908,FIRST FIVE MINUTES,ACCURATE,,9,,
7659,1999-06-14,BLOWFISH,13:08:00,13:15:00,12909,TOTAL BEFORE DEPART,ACCURATE,,9,,
7660,1999-06-14,BLOWFISH,14:25:00,14:37:00,12910,FIRST FIVE MINUTES,ACCURATE,,7,,
7660,1999-06-14,BLOWFISH,14:25:00,14:37:00,12911,TOTAL BEFORE DEPART,ACCURATE,,7,,
7661,1999-06-14,BLOWFISH,14:49:00,14:51:00,12912,FIRST FIVE MINUTES,ACCURATE,,1,,
7661,1999-06-14,BLOWFISH,14:49:00,14:51:00,12913,TOTAL BEFORE DEPART,ACCURATE,,1,,
7662,1999-06-14,MAZIWA,15:13:00,15:18:00,12914,FIRST FIVE MINUTES,ACCURATE,,1,,
7662,1999-06-14,MAZIWA,15:13:00,15:18:00,12915,TOTAL BEFORE DEPART,ACCURATE,,1,,
7663,1999-06-14,BLOWFISH,15:13:00,15:15:00,12916,FIRST FIVE MINUTES,ACCURATE,,2,,
7663,1999-06-14,BLOWFISH,15:13:00,15:15:00,12917,TOTAL BEFORE DEPART,ACCURATE,,2,,
7664,1999-06-14,MAZIWA,15:23:00,15:28:00,12918,FIRST FIVE MINUTES,ACCURATE,,4,,
7664,1999-06-14,MAZIWA,15:23:00,15:28:00,12919,TOTAL BEFORE DEPART,ACCURATE,,4,,
7665,1999-06-14,BLOWFISH,15:23:00,15:30:00,12920,FIRST FIVE MINUTES,ACCURATE,,1,,
7665,1999-06-14,BLOWFISH,15:23:00,15:30:00,12921,TOTAL BEFORE DEPART,ACCURATE,,1,,
7666,1999-06-14,BLOWFISH,15:48:00,15:54:00,12922,FIRST FIVE MINUTES,ACCURATE,,1,,
7666,1999-06-14,BLOWFISH,15:48:00,15:54:00,12923,TOTAL BEFORE DEPART,ACCURATE,,1,,
7667,1999-06-14,BLOWFISH,15:55:00,15:58:00,12924,FIRST FIVE MINUTES,ACCURATE,,1,,
7667,1999-06-14,BLOWFISH,15:55:00,15:58:00,12925,TOTAL BEFORE DEPART,ACCURATE,,1,,
7668,1999-06-14,BLOWFISH,16:48:00,16:50:00,12926,FIRST FIVE MINUTES,ACCURATE,,5,,
7668,1999-06-14,BLOWFISH,16:48:00,16:50:00,12927,TOTAL BEFORE DEPART,ACCURATE,,5,,
7669,1999-06-15,MAZIWA,07:28:00,07:33:00,12928,FIRST FIVE MINUTES,ACCURATE,,3,,
7669,1999-06-15,MAZIWA,07:28:00,07:33:00,12929,TOTAL BEFORE DEPART,ACCURATE,,3,,
7670,1999-06-15,MAZIWA,07:38:00,07:49:00,12930,FIRST FIVE MINUTES,ACCURATE,,6,,
7670,1999-06-15,MAZIWA,07:38:00,07:49:00,12931,TOTAL BEFORE DEPART,ACCURATE,,6,,
7671,1999-06-15,MAZIWA,07:58:00,08:18:00,12932,FIRST FIVE MINUTES,ACCURATE,,2,,
7671,1999-06-15,MAZIWA,07:58:00,08:18:00,12933,TOTAL BEFORE DEPART,ACCURATE,,2,,
7672,1999-06-15,MAZIWA,08:57:00,09:04:00,12934,FIRST FIVE MINUTES,ACCURATE,,1,,
7672,1999-06-15,MAZIWA,08:57:00,09:04:00,12935,TOTAL BEFORE DEPART,ACCURATE,,1,,
7673,1999-06-15,BLOWFISH,09:15:00,09:18:00,12936,FIRST FIVE MINUTES,ACCURATE,,2,,
7673,1999-06-15,BLOWFISH,09:15:00,09:18:00,12937,TOTAL BEFORE DEPART,ACCURATE,,2,,
7674,1999-06-15,BLOWFISH,09:53:00,09:56:00,12938,FIRST FIVE MINUTES,ACCURATE,,7,,
7674,1999-06-15,BLOWFISH,09:53:00,09:56:00,12939,TOTAL BEFORE DEPART,ACCURATE,,7,,
7675,1999-06-15,MAZIWA,10:20:00,10:25:00,12940,FIRST FIVE MINUTES,ACCURATE,,1,,
7675,1999-06-15,MAZIWA,10:20:00,10:25:00,12941,TOTAL BEFORE DEPART,ACCURATE,,1,,
7676,1999-06-15,MAZIWA,10:30:00,10:35:00,12942,FIRST FIVE MINUTES,ACCURATE,,1,,
7676,1999-06-15,MAZIWA,10:30:00,10:35:00,12943,TOTAL BEFORE DEPART,ACCURATE,,1,,
7677,1999-06-15,BLOWFISH,10:39:00,10:45:00,12944,FIRST FIVE MINUTES,ACCURATE,,2,,
7677,1999-06-15,BLOWFISH,10:39:00,10:45:00,12945,TOTAL BEFORE DEPART,ACCURATE,,2,,
7678,1999-06-15,BLOWFISH,10:40:00,10:55:00,12946,FIRST FIVE MINUTES,ACCURATE,,2,,
7678,1999-06-15,BLOWFISH,10:40:00,10:55:00,12947,TOTAL BEFORE DEPART,ACCURATE,,2,,
7679,1999-06-15,BLOWFISH,11:10:00,11:14:00,12948,FIRST FIVE MINUTES,ACCURATE,,3,,
7679,1999-06-15,BLOWFISH,11:10:00,11:14:00,12949,TOTAL BEFORE DEPART,ACCURATE,,3,,
7680,1999-06-15,BLOWFISH,11:15:00,11:18:00,12950,FIRST FIVE MINUTES,ACCURATE,,2,,
7680,1999-06-15,BLOWFISH,11:15:00,11:18:00,12951,TOTAL BEFORE DEPART,ACCURATE,,2,,
7681,1999-06-15,BLOWFISH,11:19:00,11:20:00,12952,FIRST FIVE MINUTES,ACCURATE,,2,,
7681,1999-06-15,BLOWFISH,11:19:00,11:20:00,12953,TOTAL BEFORE DEPART,ACCURATE,,2,,
7682,1999-06-15,BLOWFISH,11:41:00,11:49:00,12954,FIRST FIVE MINUTES,ACCURATE,,1,,
7682,1999-06-15,BLOWFISH,11:41:00,11:49:00,12955,TOTAL BEFORE DEPART,ACCURATE,,1,,
7683,1999-06-15,BLOWFISH,11:52:00,11:54:00,12956,FIRST FIVE MINUTES,ACCURATE,,2,,
7683,1999-06-15,BLOWFISH,11:52:00,11:54:00,12957,TOTAL BEFORE DEPART,ACCURATE,,2,,
7684,1999-06-15,BLOWFISH,11:55:00,12:00:00,12958,FIRST FIVE MINUTES,ACCURATE,,7,,
7684,1999-06-15,BLOWFISH,11:55:00,12:00:00,12959,TOTAL BEFORE DEPART,ACCURATE,,7,,
7685,1999-06-15,BLOWFISH,13:02:00,13:06:00,12960,FIRST FIVE MINUTES,ACCURATE,,4,,
7685,1999-06-15,BLOWFISH,13:02:00,13:06:00,12961,TOTAL BEFORE DEPART,ACCURATE,,4,,
7686,1999-06-15,BLOWFISH,13:19:00,13:24:00,12962,FIRST FIVE MINUTES,ACCURATE,,4,,
7686,1999-06-15,BLOWFISH,13:19:00,13:24:00,12963,TOTAL BEFORE DEPART,ACCURATE,,4,,
7687,1999-06-15,BLOWFISH,13:56:00,13:57:00,12964,FIRST FIVE MINUTES,ACCURATE,,2,,
7687,1999-06-15,BLOWFISH,13:56:00,13:57:00,12965,TOTAL BEFORE DEPART,ACCURATE,,2,,
7688,1999-06-15,BLOWFISH,14:00:00,14:03:00,12966,FIRST FIVE MINUTES,ACCURATE,,1,,
7688,1999-06-15,BLOWFISH,14:00:00,14:03:00,12967,TOTAL BEFORE DEPART,ACCURATE,,1,,
7689,1999-06-15,BLOWFISH,14:16:00,14:17:00,12968,FIRST FIVE MINUTES,ACCURATE,,1,,
7689,1999-06-15,BLOWFISH,14:16:00,14:17:00,12969,TOTAL BEFORE DEPART,ACCURATE,,1,,
7690,1999-06-15,BLOWFISH,14:21:00,14:22:00,12970,FIRST FIVE MINUTES,ACCURATE,,2,,
7690,1999-06-15,BLOWFISH,14:21:00,14:22:00,12971,TOTAL BEFORE DEPART,ACCURATE,,2,,
7691,1999-06-15,BLOWFISH,14:31:00,14:33:00,12972,FIRST FIVE MINUTES,ACCURATE,,1,,
7691,1999-06-15,BLOWFISH,14:31:00,14:33:00,12973,TOTAL BEFORE DEPART,ACCURATE,,1,,
7692,1999-06-15,BLOWFISH,14:54:00,14:56:00,12974,FIRST FIVE MINUTES,ACCURATE,,7,,
7692,1999-06-15,BLOWFISH,14:54:00,14:56:00,12975,TOTAL BEFORE DEPART,ACCURATE,,7,,
7693,1999-06-15,BLOWFISH,15:04:00,15:05:00,12976,FIRST FIVE MINUTES,ACCURATE,,1,,
7693,1999-06-15,BLOWFISH,15:04:00,15:05:00,12977,TOTAL BEFORE DEPART,ACCURATE,,1,,
7694,1999-06-15,BLOWFISH,15:05:00,15:06:00,12978,FIRST FIVE MINUTES,ACCURATE,,1,,
7694,1999-06-15,BLOWFISH,15:05:00,15:06:00,12979,TOTAL BEFORE DEPART,ACCURATE,,1,,
7695,1999-06-15,BLOWFISH,15:05:00,15:10:00,12980,FIRST FIVE MINUTES,ACCURATE,,1,,
7695,1999-06-15,BLOWFISH,15:05:00,15:10:00,12981,TOTAL BEFORE DEPART,ACCURATE,,1,,
7696,1999-06-15,BLOWFISH,15:10:00,15:19:00,12982,FIRST FIVE MINUTES,ACCURATE,,4,,
7696,1999-06-15,BLOWFISH,15:10:00,15:19:00,12983,TOTAL BEFORE DEPART,ACCURATE,,5,,
7697,1999-06-15,BLOWFISH,15:15:00,15:16:00,12984,FIRST FIVE MINUTES,ACCURATE,,1,,
7697,1999-06-15,BLOWFISH,15:15:00,15:16:00,12985,TOTAL BEFORE DEPART,ACCURATE,,1,,
7698,1999-06-15,BLOWFISH,15:30:00,15:35:00,12986,FIRST FIVE MINUTES,ACCURATE,,1,,
7698,1999-06-15,BLOWFISH,15:30:00,15:35:00,12987,TOTAL BEFORE DEPART,ACCURATE,,1,,
7699,1999-06-15,BLOWFISH,15:56:00,15:58:00,12988,FIRST FIVE MINUTES,ACCURATE,,2,,
7699,1999-06-15,BLOWFISH,15:56:00,15:58:00,12989,TOTAL BEFORE DEPART,ACCURATE,,2,,
7700,1999-06-15,BLOWFISH,15:58:00,16:00:00,12990,FIRST FIVE MINUTES,ACCURATE,,2,,
7700,1999-06-15,BLOWFISH,15:58:00,16:00:00,12991,TOTAL BEFORE DEPART,ACCURATE,,2,,
7701,1999-06-15,BLOWFISH,16:06:00,16:10:00,12992,FIRST FIVE MINUTES,ACCURATE,,4,,
7701,1999-06-15,BLOWFISH,16:06:00,16:10:00,12993,TOTAL BEFORE DEPART,ACCURATE,,4,,
7702,1999-06-16,MAZIWA,07:48:00,07:53:00,12994,FIRST FIVE MINUTES,ACCURATE,,4,,
7702,1999-06-16,MAZIWA,07:48:00,07:53:00,12995,TOTAL BEFORE DEPART,ACCURATE,,4,,
7703,1999-06-16,MAZIWA,08:18:00,08:24:00,12996,FIRST FIVE MINUTES,ACCURATE,,1,,
7703,1999-06-16,MAZIWA,08:18:00,08:24:00,12997,TOTAL BEFORE DEPART,ACCURATE,,1,,
7704,1999-06-16,MAZIWA,08:38:00,08:57:00,12998,FIRST FIVE MINUTES,ACCURATE,,1,,
7704,1999-06-16,MAZIWA,08:38:00,08:57:00,12999,TOTAL BEFORE DEPART,ACCURATE,,2,,
7705,1999-06-16,MAZIWA,09:12:00,09:32:00,13000,FIRST FIVE MINUTES,ACCURATE,,2,,
7705,1999-06-16,MAZIWA,09:12:00,09:32:00,13001,TOTAL BEFORE DEPART,ACCURATE,,2,,
7706,1999-06-16,BLOWFISH,09:17:00,09:18:00,13002,FIRST FIVE MINUTES,ACCURATE,,2,,
7706,1999-06-16,BLOWFISH,09:17:00,09:18:00,13003,TOTAL BEFORE DEPART,ACCURATE,,2,,
7707,1999-06-16,MAZIWA,09:41:00,09:58:00,13004,FIRST FIVE MINUTES,ACCURATE,,2,,
7707,1999-06-16,MAZIWA,09:41:00,09:58:00,13005,TOTAL BEFORE DEPART,ACCURATE,,3,,
7708,1999-06-16,MAZIWA,10:07:00,10:28:00,13006,FIRST FIVE MINUTES,ACCURATE,,10,,
7708,1999-06-16,MAZIWA,10:07:00,10:28:00,13007,TOTAL BEFORE DEPART,ACCURATE,,17,,
7709,1999-06-16,BLOWFISH,11:31:00,11:35:00,13008,FIRST FIVE MINUTES,ACCURATE,,2,,
7709,1999-06-16,BLOWFISH,11:31:00,11:35:00,13009,TOTAL BEFORE DEPART,ACCURATE,,2,,
7710,1999-06-16,BLOWFISH,11:36:00,11:39:00,13010,FIRST FIVE MINUTES,ACCURATE,,4,,
7710,1999-06-16,BLOWFISH,11:36:00,11:39:00,13011,TOTAL BEFORE DEPART,ACCURATE,,4,,
7711,1999-06-16,BLOWFISH,13:59:00,14:03:00,13012,FIRST FIVE MINUTES,ACCURATE,,1,,
7711,1999-06-16,BLOWFISH,13:59:00,14:03:00,13013,TOTAL BEFORE DEPART,ACCURATE,,1,,
7712,1999-06-16,BLOWFISH,14:30:00,14:38:00,13014,FIRST FIVE MINUTES,ACCURATE,,6,,
7712,1999-06-16,BLOWFISH,14:30:00,14:38:00,13015,TOTAL BEFORE DEPART,ACCURATE,,6,,
7713,1999-06-16,BLOWFISH,15:08:00,15:13:00,13016,FIRST FIVE MINUTES,ACCURATE,,5,,
7713,1999-06-16,BLOWFISH,15:08:00,15:13:00,13017,TOTAL BEFORE DEPART,ACCURATE,,5,,
7714,1999-06-16,BLOWFISH,15:29:00,15:33:00,13018,FIRST FIVE MINUTES,ACCURATE,,4,,
7714,1999-06-16,BLOWFISH,15:29:00,15:33:00,13019,TOTAL BEFORE DEPART,ACCURATE,,4,,
